or_minutes,offset_ticks,direction,bias,max_or_points,regime,target,trades,net,pf,win,maxdd
5,0,long,vwap_slope,200,adx,rr1.5,532,4548.319999999996,1.1461705871993395,43.984962406015036,-1629.1800000000003
5,0,long,vwap_slope,200,adx,rr2.0,532,3590.8199999999956,1.1042715435633557,37.96992481203007,-1615.5800000000008
5,0,long,vwap_slope,200,adx,rr2.5,532,7357.319999999997,1.2097365763881724,36.278195488721806,-1699.9599999999882
5,0,long,vwap_slope,200,adx,rr3.0,532,7431.319999999997,1.2084607111539492,34.962406015037594,-1860.9199999999928
5,0,long,vwap_slope,200,adx,atr1.0,532,11768.819999999996,1.3271093861178311,34.02255639097744,-1699.9000000000005
5,0,long,vwap_slope,200,adx,atr1.5,532,12903.819999999996,1.3586562322114701,34.02255639097744,-1531.4199999999928
5,0,long,vwap_slope,200,adx,atr2.0,532,13944.319999999998,1.3875764906788104,34.02255639097744,-1531.4199999999928
5,0,long,vwap_slope,200,adx,atr2.5,532,14602.819999999998,1.405879220328732,34.02255639097744,-1531.4199999999928
5,0,short,none,0,none,rr1.0,1527,-6058.980000000003,0.9261323404628843,49.574328749181404,-6492.679999999839
5,0,short,none,0,none,rr1.5,1527,-9059.980000000009,0.9069218452034951,40.01309757694826,-9869.01999999972
5,0,short,none,0,none,rr2.0,1527,-9019.480000000009,0.9142765358880778,34.51211525867714,-9783.01999999972
5,0,short,none,0,none,rr2.5,1527,-7740.980000000009,0.9289790852453188,31.43418467583497,-8671.899999999761
5,0,short,none,0,none,rr3.0,1527,-3024.980000000008,0.9727007912942296,30.189914865749834,-7125.199999999994
5,0,short,none,0,none,atr1.0,1516,3440.6599999999917,1.0305391631353658,28.16622691292876,-5748.539999999946
5,0,short,none,0,none,atr1.5,1516,4035.15999999999,1.0355206057999375,27.70448548812665,-5721.539999999946
5,0,short,none,0,none,atr2.0,1516,3483.65999999999,1.0306658753558744,27.70448548812665,-6865.039999999949
5,0,short,none,0,none,atr2.5,1516,4327.659999999989,1.0380954175041777,27.70448548812665,-6640.539999999949
5,0,short,none,0,adx,rr1.0,973,-3800.0200000000023,0.9301006141180562,50.051387461459406,-4752.779999999998
5,0,short,none,0,adx,rr1.5,973,-6184.020000000004,0.9045214741070918,40.39054470709147,-6852.899999999835
5,0,short,none,0,adx,rr2.0,973,-7695.020000000004,0.8907145531195478,34.42959917780062,-8288.899999999821
5,0,short,none,0,adx,rr2.5,973,-6642.020000000005,0.9088114858191443,31.551901336073996,-7303.399999999862
5,0,short,none,0,adx,rr3.0,973,-3526.0200000000036,0.9524892602891967,30.318602261048305,-5882.2999999999965
5,0,short,none,0,adx,atr1.0,973,-903.5200000000052,0.9881357726047595,27.852004110996916,-5972.499999999994
5,0,short,none,0,adx,atr1.5,973,-520.5200000000021,0.9932301687983774,27.33812949640288,-6521.119999999991
5,0,short,none,0,adx,atr2.0,973,61.9799999999974,1.000806105697911,27.33812949640288,-6690.639999999986
