rr,or_minutes,offset_ticks,direction,trades,win_rate,net,profit_factor,expectancy,avg_R,max_drawdown,sharpe
1.0,3,3,long,926,46.32829373650108,-5960.740000000002,0.7659589505268805,-6.4370842332613405,-0.11615780697706249,-5933.449999999887,-1.9461939430750512
1.0,3,3,short,905,48.28729281767956,-2895.950000000002,0.8747511522790192,-3.1999447513812176,-0.0683433260174367,-3579.019999999933,-0.979786921948967
1.0,3,4,both,1053,47.483380816714146,-5601.970000000002,0.8120110861032093,-5.320009496676166,-0.08695912600838292,-5850.049999999864,-1.535282526167643
1.0,3,4,long,918,46.2962962962963,-5873.3200000000015,0.7764254149303752,-6.397952069716777,-0.11462883642058308,-5986.049999999888,-1.8568242477510999
1.0,3,4,short,902,48.33702882483371,-3189.7300000000023,0.868486923236452,-3.536286031042131,-0.0682280296948155,-3976.5399999999186,-1.0378851871115646
1.0,3,8,both,1051,46.52711703139867,-7279.490000000002,0.7945859445743891,-6.926251189343484,-0.0986293821040562,-7422.279999999857,-1.7184917903290005
1.0,3,8,long,885,46.779661016949156,-5614.9000000000015,0.8080231019164184,-6.344519774011301,-0.09293174774027727,-5831.379999999919,-1.580594569560211
1.0,3,8,short,862,47.79582366589327,-3795.130000000002,0.8626159986243971,-4.4027030162413014,-0.06517275321743436,-4754.459999999924,-1.1013189906701057
1.0,5,0,both,1053,47.57834757834758,-5349.470000000002,0.8138228803375047,-5.0802184235517585,-0.09157645540200252,-5304.4999999998545,-1.4634510184998664
1.0,5,0,long,929,48.65446716899892,-3890.7100000000014,0.8418907392108088,-4.18806243272336,-0.07848135728282926,-4166.439999999929,-1.2132196034983762
1.0,5,0,short,902,47.671840354767184,-2990.980000000002,0.8713434142959028,-3.3159423503325964,-0.08723115627434162,-3759.379999999945,-0.9807186976023662
1.0,5,1,both,1053,47.293447293447294,-5968.220000000002,0.8030417184372622,-5.667825261158597,-0.09392492018097781,-5921.999999999856,-1.5714846020603714
1.0,5,1,long,918,47.49455337690632,-4668.3200000000015,0.8198702521913706,-5.085315904139435,-0.09588037318305832,-4693.629999999903,-1.4142098764497057
1.0,5,1,short,899,46.71857619577308,-3832.2600000000016,0.844723363374947,-4.262803114571748,-0.10303682520514011,-4216.5699999999,-1.2119674707423507
1.0,5,2,both,1053,46.913580246913575,-6450.720000000002,0.7973903014495812,-6.126039886039888,-0.09854954203935898,-6403.249999999854,-1.6351996204325032
1.0,5,2,long,912,46.60087719298245,-5278.380000000001,0.8054421412650805,-5.787697368421053,-0.10979190400457003,-5228.389999999903,-1.552051522151138
1.0,5,2,short,890,47.41573033707866,-3697.3500000000017,0.8550716400441055,-4.154325842696631,-0.08608284788049671,-3912.719999999906,-1.1324315590853538
1.0,5,3,both,1053,47.863247863247864,-5808.220000000002,0.8226268072568784,-5.5158784425451115,-0.07744894442436967,-5872.619999999863,-1.4181963825163202
1.0,5,3,long,900,46.666666666666664,-5639.750000000003,0.7992360664899818,-6.266388888888892,-0.10863351745521524,-5714.4699999999175,-1.616978763911132
1.0,5,3,short,876,48.51598173515982,-2896.2400000000016,0.8875922794404454,-3.306210045662102,-0.061053062278068795,-2948.77999999993,-0.8660879664907539
1.0,5,4,both,1053,47.008547008547005,-6638.220000000002,0.8070672992525921,-6.304102564102566,-0.09279764704345159,-6751.369999999873,-1.565609986914811
1.0,5,4,long,894,45.97315436241611,-6032.310000000001,0.7926964299705969,-6.747550335570471,-0.11635121132447694,-5994.299999999914,-1.6845437429121095
1.0,5,4,short,871,48.33524684270953,-3183.790000000001,0.8812594636929847,-3.6553272101033305,-0.0638111200590558,-3281.8699999999494,-0.9226680785369519
1.0,5,8,both,1051,46.52711703139867,-7089.490000000002,0.8184655109590446,-6.745470980019031,-0.08884706987701173,-7254.589999999871,-1.4776979976892104
1.0,5,8,long,861,46.573751451800234,-5331.390000000001,0.8294113506266618,-6.192090592334496,-0.0873943253589705,-6024.359999999919,-1.3673147288015333
1.0,5,8,short,837,46.71445639187575,-5314.130000000001,0.8273051388950723,-6.3490203106332155,-0.0845214642021099,-5598.019999999918,-1.398649615835014
1.0,10,0,both,1052,49.71482889733841,-2418.2300000000023,0.9297224533423848,-2.298697718631181,-0.03995713969573505,-4189.420000000004,-0.5105650129238994
1.0,10,0,long,889,49.156355455568054,-1839.860000000001,0.9343621657567047,-2.069583802024748,-0.05551357760442039,-3548.5200000000013,-0.47142020032122056
1.0,10,0,short,853,49.12075029308324,-1883.9700000000023,0.9306520321965214,-2.208640093786638,-0.05202532237572998,-3383.1500000000046,-0.5051877991453781
1.0,10,1,both,1052,49.049429657794676,-3221.9800000000023,0.9105865911245401,-3.0627186311787096,-0.05021190496201796,-4405.669999999981,-0.660821451415225
1.0,10,1,long,882,48.86621315192744,-2161.1800000000017,0.9256380709624163,-2.450317460317462,-0.05939085961962287,-3773.4499999999935,-0.5407229557709524
1.0,10,1,short,848,48.46698113207547,-2912.7700000000013,0.8978132483499027,-3.4348702830188693,-0.06367715207573704,-3960.559999999966,-0.7619614592826004
1.0,10,2,both,1052,49.23954372623574,-3326.980000000003,0.910528158654671,-3.1625285171102693,-0.0489534256165211,-4943.169999999968,-0.6644892622973676
1.0,10,2,long,878,48.86104783599089,-2152.4700000000016,0.9275945480373559,-2.451560364464694,-0.059308826882965196,-4148.459999999992,-0.5277728640225193
1.0,10,2,short,837,48.50657108721625,-3185.380000000002,0.8916286391507693,-3.8057108721624875,-0.060597602990380146,-4198.109999999947,-0.8161066768769817
1.0,10,3,both,1052,49.049429657794676,-3525.7300000000023,0.908272831953678,-3.3514543726235764,-0.050379524116193945,-4762.359999999975,-0.685117171145359
1.0,10,3,long,869,48.216340621403916,-2657.5600000000018,0.9131317621678159,-3.0581818181818203,-0.0704047845636043,-4436.919999999985,-0.6403353400543081
1.0,10,3,short,829,48.37153196622437,-3665.460000000001,0.879254747756446,-4.421544028950544,-0.06364574321982495,-4206.909999999933,-0.9194758847546972
1.0,10,4,both,1052,49.14448669201521,-3388.2300000000023,0.9140362783888731,-3.2207509505703444,-0.0478953171654037,-5139.049999999983,-0.641866968115813
1.0,10,4,long,860,48.48837209302326,-2430.1500000000015,0.9213367269746904,-2.82575581395349,-0.06536008225498302,-4240.999999999992,-0.5781085305719668
1.0,10,4,short,824,47.69417475728155,-4261.760000000001,0.8644346428119277,-5.172038834951458,-0.07050259074949902,-4495.689999999918,-1.0450672398140566
1.0,10,8,both,1048,50.19083969465649,-2458.270000000002,0.9425114409077608,-2.345677480916032,-0.015835273803328876,-5036.349999999997,-0.4255995833769432
1.0,10,8,long,824,50.60679611650486,-768.0100000000016,0.9759618875682009,-0.9320509708737883,-0.01661794850882048,-2634.930000000002,-0.17249995973211232
1.0,10,8,short,791,48.67256637168141,-3340.840000000001,0.8983572083128982,-4.2235651074589144,-0.042895937747218095,-5180.049999999954,-0.7725247885347891
1.0,15,0,both,1052,51.04562737642585,-1639.4800000000027,0.9576141065696995,-1.5584410646387858,-0.018576012964355838,-3504.8700000000035,-0.299643759741634
1.0,15,0,long,861,51.33565621370499,4.859999999997626,1.0001654633689296,0.005644599303133132,-0.01825992188852138,-2593.5800000000017,0.0011300599419092503
1.0,15,0,short,818,49.877750611246945,-2025.570000000003,0.9323872436445202,-2.4762469437652848,-0.03687444376171358,-4776.149999999978,-0.48388253079479154
1.0,15,1,both,1052,50.760456273764255,-2331.9800000000027,0.9418836681489114,-2.216711026615972,-0.022831267379362686,-3956.239999999999,-0.416082385158757
1.0,15,1,long,854,51.75644028103045,301.03999999999814,1.0100578399298652,0.3525058548009346,-0.007326752281233341,-2463.600000000001,0.06871956923857589
