rr,or_minutes,offset_ticks,direction,bias,max_or_points,trades,net,pf,win,maxdd
1.0,60,4,long,none,250,262,2613.119999999998,1.1456500946431314,55.343511450381676,-2611.6400000000003
1.0,60,4,long,vwap,0,232,3726.819999999998,1.2072442797927339,56.46551724137932,-2627.5
1.0,60,4,long,vwap,90,22,665.2199999999999,1.731879593363552,63.63636363636363,-398.22
1.0,60,4,long,vwap,130,73,1156.9799999999993,1.2637316045735547,60.273972602739725,-1020.7
1.0,60,4,long,vwap,180,144,1207.9399999999987,1.1328630101126094,56.25,-2559.0600000000004
1.0,60,4,long,vwap,250,186,698.8599999999984,1.0523033814660754,54.83870967741935,-2644.2200000000003
1.0,60,4,long,vwap_slope,0,209,2660.8399999999983,1.1618039457969789,56.45933014354066,-1980.3399999999974
1.0,60,4,long,vwap_slope,90,16,780.1599999999999,2.655687606112054,68.75,-337.98
1.0,60,4,long,vwap_slope,130,61,1434.8599999999994,1.4326741570323196,60.65573770491803,-658.44
1.0,60,4,long,vwap_slope,180,131,2570.559999999999,1.345496088814817,58.01526717557252,-1408.6399999999983
1.0,60,4,long,vwap_slope,250,171,669.9599999999987,1.0553983544879482,56.14035087719298,-2742.4799999999996
1.0,60,4,short,none,0,277,5539.519999999998,1.1905000337014822,49.09747292418773,-2822.9000000000005
1.0,60,4,short,none,90,32,-1461.1800000000003,0.4330534517010183,31.25,-1477.0200000000002
1.0,60,4,short,none,130,91,1269.6599999999992,1.2076800020937135,49.45054945054945,-990.5800000000002
1.0,60,4,short,none,180,151,2892.76,1.2388298759434688,48.34437086092716,-1219.4
1.0,60,4,short,none,250,226,6782.759999999999,1.3555118073092418,49.557522123893804,-1787.3999999999994
1.0,60,4,short,vwap,0,187,4269.119999999999,1.2047975684030547,49.73262032085562,-3770.1199999999994
1.0,60,4,short,vwap,90,20,-1077.3000000000002,0.32345700720942494,30.0,-975.6200000000001
1.0,60,4,short,vwap,130,57,286.3199999999995,1.067425890863877,45.614035087719294,-855.2
1.0,60,4,short,vwap,180,92,1704.9199999999992,1.2239920541494997,47.82608695652174,-2044.3600000000004
1.0,60,4,short,vwap,250,149,5407.74,1.4146639205107479,50.33557046979866,-2440.7999999999993
1.0,60,4,short,vwap_slope,0,172,6681.219999999999,1.3673482628369724,53.48837209302325,-2285.1399999999867
1.0,60,4,short,vwap_slope,90,17,-1337.0800000000002,0.1956736206357227,17.647058823529413,-1275.38
1.0,60,4,short,vwap_slope,130,50,418.99999999999966,1.11711303783953,48.0,-1047.68
1.0,60,4,short,vwap_slope,180,84,3126.84,1.516952683265549,52.38095238095239,-760.46
1.0,60,4,short,vwap_slope,250,131,7285.0599999999995,1.7156838088801043,54.961832061068705,-1579.9199999999987
1.25,15,0,both,none,0,523,6937.479999999996,1.1335596329356792,51.05162523900574,-5163.459999999983
1.25,15,0,both,none,90,224,3661.239999999998,1.2636990642573982,51.33928571428571,-1911.0999999999913
1.25,15,0,both,none,130,388,9787.879999999997,1.3398755903969728,52.83505154639175,-1581.3399999999965
1.25,15,0,both,none,180,470,4320.199999999995,1.1006366839138777,50.638297872340424,-2953.559999999985
1.25,15,0,both,none,250,514,6175.639999999996,1.1227194921151709,50.778210116731515,-4523.719999999983
1.25,15,0,both,vwap,0,470,8220.199999999995,1.182926150815604,52.34042553191489,-5208.579999999985
1.25,15,0,both,vwap,90,202,4205.019999999999,1.345443940588854,52.97029702970298,-1523.4399999999932
1.25,15,0,both,vwap,130,346,8910.459999999997,1.3524896909010924,53.46820809248555,-1248.4199999999983
1.25,15,0,both,vwap,180,421,5483.459999999996,1.1481206756739966,51.78147268408551,-2856.859999999986
1.25,15,0,both,vwap,250,462,8226.119999999995,1.1899027507102202,52.16450216450217,-4568.839999999986
1.25,15,0,both,vwap_slope,0,443,12253.179999999997,1.3062188019031118,53.95033860045147,-3818.8599999999915
1.25,15,0,both,vwap_slope,90,186,3425.8599999999983,1.296859537933891,51.075268817204304,-1370.179999999993
1.25,15,0,both,vwap_slope,130,325,10922.499999999998,1.4823194431810254,54.769230769230774,-1595.4199999999928
1.25,15,0,both,vwap_slope,180,397,10672.219999999998,1.331714373454445,53.904282115869016,-2248.0399999999954
1.25,15,0,both,vwap_slope,250,435,12259.099999999995,1.3192911320665277,53.79310344827586,-3179.1199999999917
1.25,15,0,long,none,0,398,9726.979999999996,1.2856620106629353,53.768844221105525,-1739.859999999997
1.25,15,0,long,none,90,180,4214.299999999998,1.4300885425383827,54.44444444444444,-814.1999999999989
1.25,15,0,long,none,130,300,5256.499999999997,1.2480346913545295,53.333333333333336,-1326.2400000000002
1.25,15,0,long,none,180,363,6735.8799999999965,1.2347441466257016,53.4435261707989,-2031.6800000000007
1.25,15,0,long,none,250,391,8587.659999999998,1.2615025481368873,53.452685421994886,-1725.3800000000003
1.25,15,0,long,vwap,0,249,2476.239999999998,1.1042350871137343,51.80722891566265,-2730.3999999999924
1.25,15,0,long,vwap,90,111,2721.3600000000006,1.4322541909291044,54.054054054054056,-1086.2799999999952
1.25,15,0,long,vwap,130,189,2966.1399999999985,1.2116388752131626,52.38095238095239,-2295.9599999999937
1.25,15,0,long,vwap,180,226,1373.259999999998,1.070118305429182,51.32743362831859,-2874.899999999996
1.25,15,0,long,vwap,250,243,2104.6799999999976,1.0933532990438808,51.440329218106996,-2095.619999999998
1.25,15,0,long,vwap_slope,0,223,4410.479999999998,1.2220760897915526,53.81165919282511,-2206.639999999992
1.25,15,0,long,vwap_slope,90,95,2259.2,1.4176510823951345,52.63157894736842,-996.599999999997
1.25,15,0,long,vwap_slope,130,168,4028.1799999999985,1.3440542262627715,54.166666666666664,-1039.0800000000002
1.25,15,0,long,vwap_slope,180,204,4099.539999999999,1.2541868023804468,53.92156862745098,-1604.0600000000002
1.25,15,0,long,vwap_slope,250,217,4038.9199999999983,1.2165729005578771,53.45622119815668,-1885.9399999999932
1.25,15,0,short,none,0,389,1658.1399999999965,1.0419862211742588,48.0719794344473,-3784.5199999999654
1.25,15,0,short,none,90,168,1378.6799999999985,1.1252532447120687,48.80952380952381,-1174.14
1.25,15,0,short,none,130,288,5702.879999999997,1.2587126246977538,49.65277777777778,-2948.8199999999906
1.25,15,0,short,none,180,352,2176.0199999999963,1.0658160265391008,47.72727272727273,-3405.539999999996
1.25,15,0,short,none,250,385,1667.0999999999965,1.0426545668352105,47.79220779220779,-4184.299999999957
1.25,15,0,short,vwap,0,221,5743.959999999998,1.2711850643219191,52.94117647058824,-2720.3399999999965
1.25,15,0,short,vwap,90,91,1483.6599999999992,1.2524493539286654,51.64835164835166,-975.4199999999998
1.25,15,0,short,vwap,130,157,5944.319999999999,1.5277488249697693,54.77707006369427,-1951.7599999999948
1.25,15,0,short,vwap,180,195,4110.199999999998,1.2357398659732073,52.307692307692314,-2255.479999999994
1.25,15,0,short,vwap,250,219,6121.439999999998,1.2946935859527764,52.96803652968036,-2720.3399999999965
1.25,15,0,short,vwap_slope,0,220,7842.699999999999,1.3891339986027744,54.090909090909086,-2516.979999999994
1.25,15,0,short,vwap_slope,90,91,1166.6599999999992,1.190287455309377,49.45054945054945,-824.3400000000001
1.25,15,0,short,vwap_slope,130,157,6894.319999999998,1.6303205397794798,55.4140127388535,-1810.7999999999956
1.25,15,0,short,vwap_slope,180,193,6572.6799999999985,1.4096439607450608,53.8860103626943,-2114.519999999995
1.25,15,0,short,vwap_slope,250,218,8220.179999999998,1.416306500215238,54.12844036697248,-2548.2399999999943
1.25,15,1,both,none,0,523,6730.979999999996,1.1289794820263657,51.05162523900574,-5188.459999999983
1.25,15,1,both,none,90,224,3481.239999999998,1.2488526830774684,51.33928571428571,-1925.0999999999913
1.25,15,1,both,none,130,388,9617.879999999997,1.3319495601561677,52.83505154639175,-1591.3399999999965
1.25,15,1,both,none,180,470,4120.199999999995,1.0954840109124586,50.638297872340424,-2972.059999999985
1.25,15,1,both,none,250,514,5971.139999999996,1.1180902226910652,50.778210116731515,-4547.719999999983
1.25,15,1,both,vwap,0,470,7936.199999999995,1.1757769673301401,52.34042553191489,-5230.579999999985
1.25,15,1,both,vwap,90,202,3946.519999999998,1.3217761398473682,52.97029702970298,-1534.9399999999932
1.25,15,1,both,vwap,130,346,8657.959999999997,1.340427104696956,53.46820809248555,-1255.4199999999983
1.25,15,1,both,vwap,180,421,5203.959999999996,1.1398398225170716,51.78147268408551,-2874.359999999986
1.25,15,1,both,vwap,250,462,7945.119999999995,1.1825329726073721,52.16450216450217,-4589.839999999986
1.25,15,1,both,vwap_slope,0,443,11968.679999999997,1.2976842239309792,53.95033860045147,-3833.3599999999915
1.25,15,1,both,vwap_slope,90,186,3158.8599999999983,1.2716401635932733,51.075268817204304,-1381.179999999993
1.25,15,1,both,vwap_slope,130,325,10657.999999999998,1.467737603505267,54.769230769230774,-1604.9199999999928
1.25,15,1,both,vwap_slope,180,397,10393.219999999998,1.3213097461790202,53.904282115869016,-2260.0399999999954
1.25,15,1,both,vwap_slope,250,435,11977.599999999995,1.3104312853030835,53.79310344827586,-3192.6199999999917
1.25,15,1,long,none,0,398,9621.479999999996,1.2811558696432261,53.768844221105525,-1745.859999999997
1.25,15,1,long,none,90,180,4151.799999999998,1.4204064935275342,54.44444444444444,-819.1999999999989
1.25,15,1,long,none,130,300,5163.499999999997,1.2421438653917398,53.333333333333336,-1332.7400000000002
1.25,15,1,long,none,180,363,6635.3799999999965,1.2299794191471942,53.4435261707989,-2042.6800000000007
1.25,15,1,long,none,250,391,8483.159999999998,1.2570017492633638,53.452685421994886,-1737.3800000000003
1.25,15,1,long,vwap,0,249,2380.739999999998,1.0997364926289157,51.80722891566265,-2742.8999999999924
1.25,15,1,long,vwap,90,111,2656.8600000000006,1.418783022079871,54.054054054054056,-1094.7799999999952
1.25,15,1,long,vwap,130,189,2890.1399999999985,1.2049657461384617,52.38095238095239,-2308.9599999999937
1.25,15,1,long,vwap,180,226,1282.759999999998,1.065149776021615,51.32743362831859,-2890.899999999997
1.25,15,1,long,vwap,250,243,2011.1799999999973,1.088765131975008,51.440329218106996,-2105.619999999998
1.25,15,1,long,vwap_slope,0,223,4308.479999999998,1.215885779682741,53.81165919282511,-2217.139999999992
1.25,15,1,long,vwap_slope,90,95,2190.7,1.4017937384223174,52.63157894736842,-1003.5999999999972
1.25,15,1,long,vwap_slope,130,168,3939.1799999999985,1.3343535786675358,54.166666666666664,-1048.0800000000002
1.25,15,1,long,vwap_slope,180,204,4002.539999999999,1.2468104576291874,53.92156862745098,-1615.0600000000002
1.25,15,1,long,vwap_slope,250,217,3938.9199999999983,1.2101402884299381,53.45622119815668,-1896.4399999999932
1.25,15,1,short,none,0,389,1451.1399999999965,1.0365715478126223,48.0719794344473,-3810.0199999999695
1.25,15,1,short,none,90,168,1185.6799999999985,1.1069129875727448,48.80952380952381,-1182.14
1.25,15,1,short,none,130,288,5523.879999999997,1.249066880689683,49.65277777777778,-2963.3199999999906
1.25,15,1,short,none,180,352,1977.0199999999966,1.0594884824602526,47.72727272727273,-3421.0399999999972
1.25,15,1,short,none,250,385,1462.0999999999965,1.0372317561593714,47.79220779220779,-4208.299999999964
1.25,15,1,short,vwap,0,221,5555.459999999998,1.2610776090560816,52.94117647058824,-2730.8399999999965
1.25,15,1,short,vwap,90,91,1289.6599999999992,1.2178273676814357,51.64835164835166,-982.9200000000001
1.25,15,1,short,vwap,130,157,5767.819999999999,1.508983378103148,54.77707006369427,-1962.679999999993
1.25,15,1,short,vwap,180,195,3921.199999999998,1.2237576122782496,52.307692307692314,-2266.479999999994
1.25,15,1,short,vwap,250,219,5933.939999999998,1.284332516200504,52.96803652968036,-2730.8399999999965
1.25,15,1,short,vwap_slope,0,220,7660.199999999999,1.3783050204605314,54.090909090909086,-2529.979999999994
1.25,15,1,short,vwap_slope,90,91,968.1599999999992,1.1567479527372933,49.45054945054945,-831.3400000000001
1.25,15,1,short,vwap_slope,130,157,6718.819999999998,1.610535402733352,55.4140127388535,-1821.7999999999956
1.25,15,1,short,vwap_slope,180,193,6390.6799999999985,1.3962141089293063,53.8860103626943,-2126.519999999995
1.25,15,1,short,vwap_slope,250,218,8038.6799999999985,1.4051856145568176,54.12844036697248,-2560.7399999999943
1.25,15,2,both,none,0,523,6426.979999999996,1.122257566125247,50.860420650095605,-5212.459999999983
1.25,15,2,both,none,90,224,3197.239999999998,1.2246293928365675,50.89285714285714,-1937.5999999999913
1.25,15,2,both,none,130,388,9344.879999999997,1.3190613705099512,52.57731958762887,-1601.8399999999965
1.25,15,2,both,none,180,470,3820.1999999999957,1.0877966313598664,50.42553191489362,-2990.059999999985
1.25,15,2,both,none,250,514,5668.639999999996,1.1112709802007914,50.583657587548636,-4570.719999999983
1.25,15,2,both,vwap,0,470,7633.199999999995,1.1677607938374304,52.12765957446809,-5252.079999999985
1.25,15,2,both,vwap,90,202,3660.519999999998,1.2929344016184328,52.475247524752476,-1545.9399999999932
1.25,15,2,both,vwap,130,346,8381.459999999997,1.325798767622332,53.179190751445084,-1262.4199999999983
1.25,15,2,both,vwap,180,421,4903.459999999996,1.1305971321930215,51.543942992874115,-2888.859999999986
1.25,15,2,both,vwap,250,462,7645.119999999995,1.1742446516050542,51.94805194805194,-4610.339999999986
1.25,15,2,both,vwap_slope,0,443,11676.179999999997,1.2880397269634671,53.72460496613996,-3847.8599999999915
1.25,15,2,both,vwap_slope,90,186,2865.3599999999983,1.241668339436836,50.53763440860215,-1390.679999999993
1.25,15,2,both,vwap_slope,130,325,10382.499999999998,1.4501210005020366,54.46153846153846,-1613.9199999999928
1.25,15,2,both,vwap_slope,180,397,10104.719999999998,1.3093992619528483,53.65239294710328,-2337.8200000000006
1.25,15,2,both,vwap_slope,250,435,11688.099999999995,1.300372790076475,53.5632183908046,-3206.1199999999917
1.25,15,2,long,none,0,398,9604.979999999996,1.279282244590694,53.768844221105525,-1751.859999999997
1.25,15,2,long,none,90,180,4164.299999999998,1.4184099157211927,54.44444444444444,-824.1999999999989
1.25,15,2,long,none,130,300,5157.999999999998,1.2404034377971251,53.333333333333336,-1340.7400000000002
1.25,15,2,long,none,180,363,6621.3799999999965,1.2282482050744647,53.4435261707989,-2054.6800000000007
1.25,15,2,long,none,250,391,8467.159999999998,1.255214204676296,53.452685421994886,-1750.3800000000003
1.25,15,2,long,vwap,0,249,2363.239999999998,1.0985327902002562,51.80722891566265,-2755.8999999999924
1.25,15,2,long,vwap,90,111,2667.8600000000006,1.4173265297822217,54.054054054054056,-1103.7799999999952
1.25,15,2,long,vwap,130,189,2889.1399999999985,1.2036599206265284,52.38095238095239,-2322.9599999999937
1.25,15,2,long,vwap,180,226,1267.759999999998,1.0640480147924354,51.32743362831859,-2907.399999999997
1.25,15,2,long,vwap,250,243,1995.6799999999973,1.0876477646236247,51.440329218106996,-2115.119999999998
1.25,15,2,long,vwap_slope,0,223,4297.479999999998,1.2142930515372818,53.81165919282511,-2225.639999999992
1.25,15,2,long,vwap_slope,90,95,2199.2,1.4001965315815335,52.63157894736842,-1011.5999999999972
1.25,15,2,long,vwap_slope,130,168,3939.1799999999985,1.3322806111861851,54.166666666666664,-1057.0800000000002
1.25,15,2,long,vwap_slope,180,204,3994.539999999999,1.2449727279305969,53.92156862745098,-1626.0600000000002
1.25,15,2,long,vwap_slope,250,217,3929.9199999999983,1.2086028948089194,53.45622119815668,-1905.4399999999932
1.25,15,2,short,none,0,389,1174.1399999999965,1.029370961036336,47.81491002570694,-3827.519999999977
1.25,15,2,short,none,90,168,917.6799999999985,1.0813338438412887,48.214285714285715,-1190.14
1.25,15,2,short,none,130,288,5271.879999999997,1.2351099583285763,49.30555555555556,-2976.8199999999906
1.25,15,2,short,none,180,352,1708.5199999999966,1.0509779232520458,47.44318181818182,-3435.0399999999972
1.25,15,2,short,none,250,385,1187.0999999999965,1.0300026689258177,47.53246753246753,-4224.299999999968
1.25,15,2,short,vwap,0,221,5269.959999999998,1.2449298667980404,52.488687782805435,-2741.3399999999965
1.25,15,2,short,vwap,90,91,992.6599999999992,1.162643160257566,50.54945054945055,-990.4200000000001
1.25,15,2,short,vwap,130,157,5492.319999999999,1.475946681825823,54.14012738853503,-1972.679999999993
1.25,15,2,short,vwap,180,195,3635.699999999998,1.2047986318592914,51.7948717948718,-2276.479999999994
1.25,15,2,short,vwap,250,219,5649.439999999998,1.2676640232421732,52.51141552511416,-2741.3399999999965
1.25,15,2,short,vwap_slope,0,220,7378.699999999999,1.360244462584608,53.63636363636364,-2541.979999999994
1.25,15,2,short,vwap_slope,90,91,666.1599999999992,1.1047210624276877,48.35164835164835,-837.3400000000001
1.25,15,2,short,vwap_slope,130,157,6443.319999999999,1.574729909089611,54.77707006369427,-1831.7999999999956
1.25,15,2,short,vwap_slope,180,193,6110.1799999999985,1.373640471837143,53.36787564766839,-2137.019999999995
1.25,15,2,short,vwap_slope,250,218,7758.1799999999985,1.3865032875432046,53.669724770642205,-2572.2399999999943
1.25,15,4,both,none,0,523,6067.479999999996,1.1142325467907845,50.47801147227533,-5349.459999999983
1.25,15,4,both,none,90,224,2978.239999999998,1.205365552945979,50.44642857142857,-2218.0999999999913
1.25,15,4,both,none,130,388,9051.879999999997,1.3047910611395,52.0618556701031,-1711.3399999999965
1.25,15,4,both,none,180,470,3472.1999999999957,1.0788869223831024,50.0,-3114.559999999985
1.25,15,4,both,none,250,514,5313.639999999996,1.1032066541530967,50.19455252918288,-4705.719999999983
1.25,15,4,both,vwap,0,470,7390.699999999995,1.1608107925806885,51.70212765957447,-5294.579999999985
1.25,15,4,both,vwap,90,202,3465.519999999998,1.2725691112670163,51.98019801980198,-1713.879999999992
1.25,15,4,both,vwap,130,346,8193.959999999997,1.3143258724369307,52.601156069364166,-1276.4199999999983
1.25,15,4,both,vwap,180,421,4668.959999999996,1.122971117210994,51.06888361045131,-2924.859999999986
1.25,15,4,both,vwap,250,462,7409.619999999995,1.1671496433732484,51.515151515151516,-4650.839999999986
1.25,15,4,both,vwap_slope,0,443,11462.179999999997,1.2798781467483904,53.27313769751692,-3877.8599999999915
1.25,15,4,both,vwap_slope,90,186,2654.3599999999983,1.2199535624495559,50.0,-1663.179999999993
1.25,15,4,both,vwap_slope,130,325,10198.499999999996,1.4361781750529259,53.84615384615385,-1631.4199999999928
1.25,15,4,both,vwap_slope,180,397,9898.219999999998,1.2995771268353153,53.14861460957179,-2343.8200000000006
1.25,15,4,both,vwap_slope,250,435,11481.099999999995,1.2919582366801727,53.103448275862064,-3234.1199999999917
1.25,15,4,long,none,0,398,9476.479999999996,1.2728387206366292,53.517587939698494,-1776.3800000000003
1.25,15,4,long,none,90,180,4191.299999999998,1.4147059172745153,54.44444444444444,-834.1999999999989
1.25,15,4,long,none,130,300,5056.999999999997,1.2328393229104317,53.0,-1357.2400000000002
1.25,15,4,long,none,180,363,6504.3799999999965,1.2218047522915754,53.168044077134994,-2079.6800000000007
1.25,15,4,long,none,250,391,8341.159999999998,1.24888643286133,53.196930946291566,-1776.3800000000003
1.25,15,4,long,vwap,0,249,2323.239999999998,1.0959519323458013,51.40562248995983,-2779.3999999999924
1.25,15,4,long,vwap,90,111,2692.3600000000006,1.4148640777596637,54.054054054054056,-1123.2799999999952
1.25,15,4,long,vwap,130,189,2886.1399999999985,1.2010219163159748,51.85185185185185,-2351.9599999999937
1.25,15,4,long,vwap,180,226,1239.259999999998,1.0619532733360855,50.88495575221239,-2941.899999999997
1.25,15,4,long,vwap,250,243,1960.6799999999973,1.085270832354798,51.028806584362144,-2135.6599999999926
1.25,15,4,long,vwap_slope,0,223,4271.979999999998,1.2109780200568336,53.36322869955157,-2244.639999999992
1.25,15,4,long,vwap_slope,90,95,2216.2,1.39707595004748,52.63157894736842,-1027.5999999999972
1.25,15,4,long,vwap_slope,130,168,3936.6799999999985,1.327995987408996,53.57142857142857,-1076.0800000000002
1.25,15,4,long,vwap_slope,180,204,3978.039999999999,1.2413229557821681,53.431372549019606,-1649.0600000000002
1.25,15,4,long,vwap_slope,250,217,3909.4199999999983,1.2054401906935968,52.995391705069125,-1923.9399999999932
1.25,15,4,short,none,0,389,929.1399999999965,1.023007934436524,47.55784061696658,-4123.519999999977
1.25,15,4,short,none,90,168,694.6799999999985,1.060501022459267,47.61904761904761,-1205.14
1.25,15,4,short,none,130,288,5073.879999999997,1.2232604720174178,48.95833333333333,-3004.8199999999906
1.25,15,4,short,none,180,352,1477.0199999999966,1.0435813017797568,47.159090909090914,-3464.5399999999972
1.25,15,4,short,none,250,385,946.0999999999965,1.023668642013853,47.27272727272727,-4517.29999999997
1.25,15,4,short,vwap,0,221,5067.459999999998,1.2330248077386456,52.03619909502263,-2762.3399999999965
1.25,15,4,short,vwap,90,91,773.1599999999992,1.1242115883262058,49.45054945054945,-1110.3000000000004
1.25,15,4,short,vwap,130,157,5307.819999999999,1.4532329378653606,53.503184713375795,-1994.679999999993
1.25,15,4,short,vwap,180,195,3429.699999999998,1.190912228357676,51.28205128205128,-2298.479999999994
1.25,15,4,short,vwap,250,219,5448.939999999998,1.2553907300908804,52.054794520547944,-2762.3399999999965
1.25,15,4,short,vwap_slope,0,220,7190.199999999999,1.347256700080943,53.18181818181819,-2566.979999999994
1.25,15,4,short,vwap_slope,90,91,438.1599999999992,1.0675493176618587,47.25274725274725,-996.1000000000001
1.25,15,4,short,vwap_slope,130,157,6261.819999999999,1.550282618935468,54.14012738853503,-1852.7999999999956
1.25,15,4,short,vwap_slope,180,193,5920.1799999999985,1.3575778221515131,52.84974093264248,-2159.519999999995
1.25,15,4,short,vwap_slope,250,218,7571.6799999999985,1.3730814221053673,53.21100917431193,-2596.2399999999943
1.25,30,0,both,none,0,521,12779.959999999995,1.2381783585024164,53.93474088291747,-3448.8199999999797
1.25,30,0,both,none,90,122,2890.7199999999993,1.4111135130215147,54.09836065573771,-1151.4799999999973
1.25,30,0,both,none,130,263,8765.88,1.4908360341070195,55.51330798479087,-1329.2599999999948
1.25,30,0,both,none,180,399,6066.239999999996,1.1697984555837575,52.88220551378446,-2555.1799999999876
1.25,30,0,both,none,250,488,10487.879999999996,1.2187505214364616,53.48360655737705,-2894.8399999999856
1.25,30,0,both,vwap,0,452,9172.019999999997,1.195929159757964,54.424778761061944,-3276.7999999999956
1.25,30,0,both,vwap,90,103,2688.2800000000007,1.4831091159377057,55.33980582524271,-1088.6800000000003
1.25,30,0,both,vwap,130,227,7409.019999999998,1.492997314439479,56.82819383259912,-1098.3799999999974
1.25,30,0,both,vwap,180,345,4692.199999999997,1.1531726807993885,53.62318840579711,-2382.2199999999884
1.25,30,0,both,vwap,250,423,6798.979999999996,1.1626655310271237,53.90070921985816,-2497.399999999998
1.25,30,0,both,vwap_slope,0,408,10883.579999999998,1.2726473364503774,54.90196078431373,-3268.319999999996
1.25,30,0,both,vwap_slope,90,84,884.3399999999992,1.1637569625503674,48.80952380952381,-751.0200000000002
1.25,30,0,both,vwap_slope,130,199,8957.24,1.7506025106004994,57.286432160804026,-879.9199999999928
1.25,30,0,both,vwap_slope,180,311,8236.359999999997,1.3213426823996488,54.340836012861736,-1888.159999999998
1.25,30,0,both,vwap_slope,250,382,9764.819999999998,1.2753444194989734,54.712041884816756,-2374.859999999997
1.25,30,0,long,none,0,365,11672.899999999998,1.3626058890956363,57.534246575342465,-1958.659999999998
1.25,30,0,long,none,90,92,1595.9199999999992,1.3094163448265166,55.434782608695656,-940.6600000000001
1.25,30,0,long,none,130,192,5402.919999999998,1.4316320775367442,56.770833333333336,-934.4200000000001
1.25,30,0,long,none,180,291,6124.159999999998,1.2734217272622559,56.013745704467354,-1789.2999999999956
1.25,30,0,long,none,250,345,8555.199999999997,1.2879737823756758,56.811594202898554,-1937.4199999999983
1.25,30,0,long,vwap,0,248,5117.479999999998,1.2112897498782007,57.66129032258065,-2862.6399999999976
1.25,30,0,long,vwap,90,60,2021.6000000000001,1.6693463476654329,60.0,-471.6200000000001
1.25,30,0,long,vwap,130,134,4097.34,1.4641857767244368,58.2089552238806,-881.1800000000001
1.25,30,0,long,vwap,180,198,2592.979999999998,1.1574998572589583,56.060606060606055,-2710.1999999999944
1.25,30,0,long,vwap,250,233,2746.079999999998,1.125033579598902,56.65236051502146,-2551.579999999991
1.25,30,0,long,vwap_slope,0,218,3675.679999999998,1.1757390191799781,56.88073394495413,-3122.8999999999924
1.25,30,0,long,vwap_slope,90,48,720.4799999999996,1.2434646265307783,54.166666666666664,-648.1200000000001
1.25,30,0,long,vwap_slope,130,112,4121.619999999999,1.586016766003913,58.03571428571429,-679.4399999999987
1.25,30,0,long,vwap_slope,180,174,3713.2399999999984,1.2663638554769991,55.74712643678161,-2353.2399999999943
1.25,30,0,long,vwap_slope,250,204,3181.539999999998,1.1716239091243539,56.372549019607845,-2214.1799999999985
1.25,30,0,short,none,0,336,2897.359999999998,1.0784799374188752,47.32142857142857,-3378.0199999999986
1.25,30,0,short,none,90,81,1296.5599999999993,1.2558034005579475,48.148148148148145,-762.4000000000001
1.25,30,0,short,none,130,170,5574.199999999999,1.4885928959353754,51.76470588235295,-1000.859999999997
1.25,30,0,short,none,180,257,2767.819999999998,1.1159447852452344,46.69260700389105,-2669.1800000000007
1.25,30,0,short,none,250,317,3999.919999999997,1.123011706643195,47.3186119873817,-2822.9599999999973
1.25,30,0,short,vwap,0,204,4054.539999999998,1.1794620749851492,50.49019607843137,-3263.2999999999865
1.25,30,0,short,vwap,90,43,666.6799999999996,1.2620309085478023,48.837209302325576,-1272.16
1.25,30,0,short,vwap,130,93,3311.6800000000003,1.5340058501220657,54.83870967741935,-1366.1799999999985
1.25,30,0,short,vwap,180,147,2099.2199999999984,1.1481451684613009,50.34013605442177,-2596.5999999999985
1.25,30,0,short,vwap,250,190,4052.8999999999987,1.2043352612813185,50.526315789473685,-2630.319999999999
1.25,30,0,short,vwap_slope,0,190,7207.899999999999,1.3793112521444428,52.63157894736842,-2348.639999999992
1.25,30,0,short,vwap_slope,90,36,163.85999999999967,1.067127126142956,41.66666666666667,-976.6600000000001
1.25,30,0,short,vwap_slope,130,87,4835.620000000001,1.9868370570516645,56.32183908045977,-643.0999999999967
1.25,30,0,short,vwap_slope,180,137,4523.119999999999,1.3869022975724086,52.55474452554745,-1849.7599999999952
1.25,30,0,short,vwap_slope,250,178,6583.279999999999,1.388941141995585,52.80898876404494,-2303.479999999994
1.25,30,1,both,none,0,521,12714.459999999995,1.2360645449971317,53.93474088291747,-3472.3199999999797
1.25,30,1,both,none,90,122,2902.7199999999993,1.4099342742630214,54.09836065573771,-1159.9799999999973
1.25,30,1,both,none,130,263,8774.88,1.4885496863217575,55.51330798479087,-1337.2599999999948
1.25,30,1,both,none,180,399,6033.739999999996,1.1681287307433592,52.88220551378446,-2572.6799999999876
1.25,30,1,both,none,250,488,10434.879999999996,1.2167702093025092,53.48360655737705,-2914.8399999999856
1.25,30,1,both,vwap,0,452,8902.519999999997,1.1894367617781414,54.20353982300885,-3286.7999999999956
1.25,30,1,both,vwap,90,103,2499.2800000000007,1.4453234692495744,54.36893203883495,-1098.6800000000003
1.25,30,1,both,vwap,130,227,7209.019999999998,1.4767473080946962,56.38766519823789,-1103.3799999999974
1.25,30,1,both,vwap,180,345,4455.199999999997,1.1447520870331995,53.333333333333336,-2405.2199999999884
1.25,30,1,both,vwap,250,423,6539.479999999996,1.1558093390108988,53.664302600472816,-2505.899999999998
1.25,30,1,both,vwap_slope,0,408,10807.579999999998,1.2697197829979092,54.90196078431373,-3276.319999999996
1.25,30,1,both,vwap_slope,90,84,884.3399999999992,1.1626127186336956,48.80952380952381,-756.0200000000002
1.25,30,1,both,vwap_slope,130,199,8944.74,1.7450907546085348,57.286432160804026,-888.4199999999928
1.25,30,1,both,vwap_slope,180,311,8193.859999999997,1.3182133456157341,54.340836012861736,-1895.659999999998
