rr,or_minutes,offset_ticks,direction,net1,pf1,tr1,net2,pf2,tr2,min_net,sum_net,n_pos
1.25,5,0,both,1804.5599999999984,1.104435874049141,256,-422.58000000000175,0.9816128223782454,267,-422.58000000000175,1381.9799999999966,1
1.25,5,0,long,1519.1399999999985,1.11123444948049,214,1019.1799999999981,1.0576382990034117,218,1019.1799999999981,2538.3199999999965,2
1.25,5,0,short,868.4399999999987,1.0584540412471057,219,-6106.280000000001,0.7131273231581043,222,-6106.280000000001,-5237.840000000002,1
1.25,5,1,both,1351.0599999999981,1.0767033229060807,256,-423.08000000000175,0.9817039049371089,267,-423.08000000000175,927.9799999999964,1
1.25,5,1,long,1306.1399999999985,1.0941882148991804,214,1013.6799999999981,1.0569600266122128,218,1013.6799999999981,2319.8199999999965,2
1.25,5,1,short,810.4399999999987,1.0541636592081696,219,-6136.280000000001,0.7134711000041091,222,-6136.280000000001,-5325.840000000002,1
1.25,5,2,both,1350.5599999999981,1.0760746010555902,256,-504.58000000000175,0.978312615028071,267,-504.58000000000175,845.9799999999964,1
1.25,5,2,long,1306.6399999999985,1.0934660196397097,214,521.1799999999981,1.028815043666528,218,521.1799999999981,1827.8199999999965,2
1.25,5,2,short,807.4399999999987,1.053539151134186,219,-5976.280000000001,0.7215501512392674,222,-5976.280000000001,-5168.840000000002,1
1.25,5,3,both,1357.0599999999984,1.0758468821435156,256,-505.08000000000175,0.9784230379822543,267,-505.08000000000175,851.9799999999966,1
1.25,5,3,long,1314.6399999999985,1.093287559056906,214,1022.1799999999981,1.0568735937113993,218,1022.1799999999981,2336.8199999999965,2
1.25,5,3,short,807.9399999999987,1.053154646771668,219,-6006.280000000001,0.7218338657732667,222,-6006.280000000001,-5198.340000000002,1
1.25,5,4,both,1517.5599999999984,1.0845161412485949,256,-503.58000000000175,0.9786172868862205,267,-503.58000000000175,1013.9799999999966,1
1.25,5,4,long,1312.1399999999985,1.0923727405588517,214,1134.679999999998,1.0630970188677138,218,1134.679999999998,2446.8199999999965,2
1.25,5,4,short,837.1799999999982,1.0548536698191464,218,-6029.780000000001,0.7224167473053186,222,-6029.780000000001,-5192.600000000002,1
1.25,5,8,both,1460.0599999999981,1.0787769570683226,256,-1577.0800000000017,0.9357232580337779,267,-1577.0800000000017,-117.02000000000362,1
1.25,5,8,long,1754.1399999999983,1.1213215664033862,214,985.4199999999983,1.053819854065626,217,985.4199999999983,2739.5599999999968,2
1.25,5,8,short,906.6799999999982,1.0577721762246353,218,-6308.040000000001,0.7161981957014286,221,-6308.040000000001,-5401.360000000002,1
1.25,10,0,both,3317.5599999999977,1.1501140710561775,256,-866.0800000000017,0.9689118203857877,267,-866.0800000000017,2451.479999999996,1
1.25,10,0,long,3106.779999999999,1.1950086307001844,203,5915.599999999999,1.3343083711593757,210,3106.779999999999,9022.379999999997,2
1.25,10,0,short,2368.7599999999984,1.1357183372962434,201,-4760.9000000000015,0.796144432626482,210,-4760.9000000000015,-2392.140000000003,1
1.25,10,1,both,3343.5599999999977,1.1504633296372564,256,-1010.5800000000017,0.9639044022785035,267,-1010.5800000000017,2332.979999999996,1
1.25,10,1,long,3038.279999999999,1.1895725962438377,203,5830.099999999999,1.3277723556027308,210,3038.279999999999,8868.379999999997,2
1.25,10,1,short,2391.2599999999984,1.1362580130488038,201,-4870.9000000000015,0.7924651942797444,210,-4870.9000000000015,-2479.640000000003,1
1.25,10,2,both,3061.0599999999977,1.1361530078950293,256,-1176.5800000000017,0.9581821322428133,267,-1176.5800000000017,1884.479999999996,1
1.25,10,2,long,3048.779999999999,1.189100945883082,203,5673.099999999999,1.317304508519473,210,3048.779999999999,8721.879999999997,2
1.25,10,2,short,2131.7599999999984,1.1200637107693268,201,-4891.9000000000015,0.7925955258735162,210,-4891.9000000000015,-2760.140000000003,1
1.25,10,3,both,2730.0599999999977,1.1199354734974785,256,-1488.0800000000017,0.9473699102224206,267,-1488.0800000000017,1241.979999999996,1
1.25,10,3,long,2705.779999999999,1.1652310063545213,203,5371.599999999999,1.298903124137501,210,2705.779999999999,8077.379999999998,2
1.25,10,3,short,2145.2599999999984,1.1201709189132254,201,-4916.4000000000015,0.7925769166510562,210,-4916.4000000000015,-2771.140000000003,1
1.25,10,4,both,2747.5599999999977,1.1200529226294924,256,-1510.0800000000017,0.9468526093282456,267,-1510.0800000000017,1237.479999999996,1
1.25,10,4,long,2712.279999999999,1.1646576300491,203,5361.099999999999,1.2967954878626693,210,2712.279999999999,8073.379999999998,2
1.25,10,4,short,2182.7599999999984,1.1217803873521923,201,-4938.4000000000015,0.7926634500895949,210,-4938.4000000000015,-2755.640000000003,1
1.25,10,8,both,3000.5599999999977,1.1292940226463615,256,-3561.5800000000017,0.879769854660328,267,-3561.5800000000017,-561.0200000000041,1
1.25,10,8,long,2816.2599999999984,1.169187829212964,201,3486.0999999999995,1.1824086883904326,210,2816.2599999999984,6302.359999999998,2
1.25,10,8,short,2066.999999999998,1.1132743013655382,200,-5362.160000000002,0.778081826677228,209,-5362.160000000002,-3295.1600000000035,1
1.25,15,0,both,6763.059999999998,1.2956715089387043,256,174.41999999999825,1.0060001279697055,267,174.41999999999825,6937.479999999996,2
1.25,15,0,long,5296.419999999998,1.3422600815258825,192,4430.559999999998,1.2385122164189784,206,4430.559999999998,9726.979999999996,2
1.25,15,0,short,2586.6799999999985,1.1443396994996868,193,-928.5400000000018,0.9569556409555108,196,-928.5400000000018,1658.1399999999967,1
1.25,15,1,both,6589.059999999998,1.2866421369239907,256,141.91999999999825,1.0048603771723918,267,141.91999999999825,6730.979999999996,2
1.25,15,1,long,5225.919999999998,1.3358702875571835,192,4395.559999999998,1.23553758422276,206,4395.559999999998,9621.479999999996,2
1.25,15,1,short,2393.1799999999985,1.1328674900537312,193,-942.0400000000018,0.9565233042731804,196,-942.0400000000018,1451.1399999999967,1
1.25,15,2,both,6307.559999999998,1.2714119742854932,256,119.41999999999825,1.0040716851157439,267,119.41999999999825,6426.979999999996,2
1.25,15,2,long,5230.919999999998,1.3343757031521666,192,4374.059999999998,1.233310326213927,206,4374.059999999998,9604.979999999996,2
1.25,15,2,short,2121.1799999999985,1.1164682317438763,193,-947.0400000000018,0.9564853402684282,196,-947.0400000000018,1174.1399999999967,1
1.25,15,3,both,6322.559999999998,1.2707235926574552,256,1.9199999999982538,1.0000651744877183,267,1.9199999999982538,6324.479999999996,2
1.25,15,3,long,5231.419999999998,1.3326110702082985,192,4263.059999999998,1.226351319063259,206,4263.059999999998,9494.479999999996,2
1.25,15,3,short,2118.6799999999985,1.1157494364625902,193,-960.5400000000018,0.9560588663156399,196,-960.5400000000018,1158.1399999999967,1
1.25,15,4,both,6346.059999999998,1.2704041109899102,256,-278.58000000000175,0.9906032308856805,267,-278.58000000000175,6067.479999999996,1
1.25,15,4,long,5240.419999999998,1.3314028346584161,192,4236.059999999998,1.2238925246537267,206,4236.059999999998,9476.479999999996,2
1.25,15,4,short,2148.6799999999985,1.11696029942812,193,-1219.5400000000018,0.944597691123746,196,-1219.5400000000018,929.1399999999967,1
1.25,15,8,both,5439.559999999998,1.225777771874613,256,-1356.340000000002,0.9551146242652521,266,-1356.340000000002,4083.2199999999957,1
1.25,15,8,long,5476.4,1.3459100825803152,190,3021.059999999998,1.1545711949686817,206,3021.059999999998,8497.459999999997,2
1.25,15,8,short,1007.1799999999982,1.052989281978866,193,-866.8200000000018,0.9598865669376304,193,-866.8200000000018,140.3599999999965,1
1.25,30,0,both,8148.059999999998,1.3247786594728004,256,4631.899999999998,1.162129940572073,265,4631.899999999998,12779.959999999995,2
1.25,30,0,long,7420.039999999999,1.4997097388997014,179,4252.859999999999,1.2452205500778404,186,4252.859999999999,11672.899999999998,2
1.25,30,0,short,1457.199999999999,1.0830533919547858,170,1440.159999999999,1.0743379751552922,166,1440.159999999999,2897.359999999998,2
1.25,30,1,both,8134.059999999998,1.3229013748812053,256,4580.399999999998,1.1597652702029606,265,4580.399999999998,12714.459999999995,2
1.25,30,1,long,7401.039999999999,1.4961746289269382,179,4189.359999999999,1.2406709944275283,186,4189.359999999999,11590.399999999998,2
1.25,30,1,short,1438.699999999999,1.0816545909211117,170,1228.659999999999,1.0631754418619948,166,1228.659999999999,2667.359999999998,2
1.25,30,2,both,8035.559999999998,1.3176984656648625,256,4530.399999999998,1.157469257971655,265,4530.399999999998,12565.959999999995,2
1.25,30,2,long,7295.039999999999,1.486865060031901,179,4139.359999999999,1.236927479823707,186,4139.359999999999,11434.399999999998,2
1.25,30,2,short,1418.699999999999,1.0801827128173642,170,1212.159999999999,1.06211306159552,166,1212.159999999999,2630.859999999998,2
1.25,30,3,both,8019.559999999998,1.3157861577269077,256,4329.899999999998,1.1499763080452887,265,4329.899999999998,12349.459999999995,2
1.25,30,3,long,7272.539999999999,1.483179018087306,179,3937.8599999999988,1.2245714285714278,186,3937.8599999999988,11210.399999999998,2
1.25,30,3,short,1399.199999999999,1.0787512368199168,170,1197.659999999999,1.0611600837079038,166,1197.659999999999,2596.859999999998,2
1.25,30,4,both,8003.059999999998,1.3138696150762958,256,3797.399999999998,1.1304319153233287,265,3797.399999999998,11800.459999999995,2
1.25,30,4,long,7249.039999999999,1.479451619901266,179,3483.8599999999988,1.19636252549039,186,3483.8599999999988,10732.899999999998,2
1.25,30,4,short,1213.699999999999,1.0680274015292563,170,1102.159999999999,1.0560913372330314,166,1102.159999999999,2315.859999999998,2
1.25,30,8,both,7794.559999999998,1.3014832498131819,256,4181.639999999998,1.1431759586116697,264,4181.639999999998,11976.199999999995,2
1.25,30,8,long,7895.28,1.527196920931947,178,4013.3599999999997,1.2280805444799563,186,4013.3599999999997,11908.64,2
1.25,30,8,short,726.9399999999989,1.0402422929925013,169,1179.639999999999,1.0601806787595316,164,726.9399999999989,1906.5799999999979,2
1.25,60,0,both,2106.239999999998,1.0885719091673673,249,5167.059999999998,1.2172010105383515,256,2106.239999999998,7273.299999999996,2
1.25,60,0,long,1991.0999999999985,1.1615559875759867,160,4126.839999999999,1.3606249093378122,159,1991.0999999999985,6117.939999999998,2
1.25,60,0,short,1819.1199999999988,1.1219800365580697,137,3506.3999999999996,1.2384407509006805,140,1819.1199999999988,5325.519999999999,2
1.25,60,1,both,1686.239999999998,1.070653007353403,249,5078.559999999998,1.2127564379165745,256,1686.239999999998,6764.799999999996,2
1.25,60,1,long,1599.0999999999985,1.129230436026449,160,4057.8399999999992,1.3532371482940706,159,1599.0999999999985,5656.939999999998,2
1.25,60,1,short,1777.1199999999988,1.118741756457525,137,3280.8999999999996,1.2222639229118337,140,1777.1199999999988,5058.019999999999,2
1.25,60,2,both,1590.739999999998,1.0664108879889782,249,4925.059999999998,1.2056280869931906,256,1590.739999999998,6515.799999999996,2
1.25,60,2,long,1532.5999999999985,1.123362782850593,160,3922.3399999999992,1.3401389922282982,159,1532.5999999999985,5454.939999999998,2
1.25,60,2,short,1551.6199999999988,1.1033086849818166,137,3251.8999999999996,1.2195927010867873,140,1551.6199999999988,4803.519999999999,2
1.25,60,3,both,1492.739999999998,1.0620946815564558,249,4836.059999999998,1.2012316757031165,256,1492.739999999998,6328.799999999996,2
1.25,60,3,long,1464.5999999999985,1.117419183116523,160,3852.8399999999992,1.3328420692526854,159,1464.5999999999985,5317.439999999998,2
1.25,60,3,short,1508.1199999999988,1.1000593142634216,137,3221.8999999999996,1.2168712490610027,140,1508.1199999999988,4730.019999999999,2
1.25,60,4,both,1940.239999999998,1.081241076101748,249,4667.559999999998,1.1935678650371375,256,1940.239999999998,6607.799999999996,2
1.25,60,4,long,1397.0999999999985,1.111560408392064,160,3781.3399999999992,1.3254282857039583,159,1397.0999999999985,5178.439999999998,2
1.25,60,4,short,1295.1199999999988,1.085626296671925,137,3114.3999999999987,1.2089671210927693,140,1295.1199999999988,4409.519999999998,2
1.25,60,8,both,2238.739999999998,1.0940765642728072,249,4916.799999999999,1.2067482480137985,255,2238.739999999998,7155.539999999997,2
1.25,60,8,long,1211.8399999999988,1.0958618900258832,159,4312.839999999999,1.3789562106136277,159,1211.8399999999988,5524.6799999999985,2
1.25,60,8,short,1561.3599999999988,1.104875414434408,136,3057.619999999999,1.2117749891605933,137,1561.3599999999988,4618.979999999998,2
1.5,1,0,both,281.55999999999955,1.0290110723463362,256,-3243.080000000001,0.8038728561406905,267,-3243.080000000001,-2961.5200000000013,1
1.5,1,0,long,-1923.4400000000005,0.798566515442843,231,-2616.880000000001,0.8193852605540579,237,-2616.880000000001,-4540.3200000000015,0
1.5,1,0,short,-731.4000000000003,0.9209343454544275,235,-3723.060000000001,0.7573598992698104,244,-3723.060000000001,-4454.460000000001,0
1.5,1,1,both,755.0599999999995,1.0781430141556982,256,-3002.080000000001,0.8190931759811312,267,-3002.080000000001,-2247.0200000000013,1
1.5,1,1,long,-1676.4600000000005,0.8235034015753999,229,-2390.880000000001,0.8354834181531934,237,-2390.880000000001,-4067.3400000000015,0
1.5,1,1,short,-474.16000000000054,0.9487910559306733,234,-3338.5600000000004,0.782067517709756,244,-3338.5600000000004,-3812.720000000001,0
1.5,1,2,both,476.0599999999994,1.0479342537698157,256,-3137.5800000000004,0.8133543838442484,267,-3137.5800000000004,-2661.520000000001,1
1.5,1,2,long,-1310.4600000000005,0.8618249989983192,229,-2794.380000000001,0.8116296471064074,237,-2794.380000000001,-4104.840000000002,0
1.5,1,2,short,-604.6600000000003,0.9360422929408106,234,-3872.060000000001,0.7530923555465999,244,-3872.060000000001,-4476.720000000001,0
1.5,1,3,both,430.5599999999993,1.0426169600772839,256,-2704.080000000001,0.8389698184533699,267,-2704.080000000001,-2273.5200000000013,1
1.5,1,3,long,-1387.9600000000003,0.856185745399987,229,-2713.6400000000012,0.8173833224762717,236,-2713.6400000000012,-4101.600000000001,0
1.5,1,3,short,-348.6600000000004,0.9632528393521138,234,-4243.56,0.7344239518859481,244,-4243.56,-4592.220000000001,0
1.5,1,4,both,443.05999999999926,1.0432189567986017,256,-2520.5800000000004,0.8506622081029104,267,-2520.5800000000004,-2077.5200000000013,1
1.5,1,4,long,-1407.4600000000005,0.8563092007603832,229,-2557.1400000000012,0.8281032157794894,236,-2557.1400000000012,-3964.6000000000017,0
1.5,1,4,short,-352.1600000000004,0.9634312487539048,234,-4125.320000000001,0.7420701314746316,243,-4125.320000000001,-4477.480000000001,0
1.5,1,8,both,81.55999999999972,1.0074105033618028,256,-2730.080000000001,0.8448807605506401,267,-2730.080000000001,-2648.5200000000013,1
1.5,1,8,long,-841.2200000000006,0.9166291711677784,228,-2295.6400000000012,0.84967363061062,236,-2295.6400000000012,-3136.860000000002,0
1.5,1,8,short,-805.9200000000003,0.9220509408011947,233,-3790.580000000001,0.7684256699049531,242,-3790.580000000001,-4596.500000000001,0
1.5,2,0,both,-113.94000000000119,0.9916862337632014,256,464.919999999998,1.024676653673367,267,-113.94000000000119,350.97999999999683,1
1.5,2,0,long,-342.2400000000011,0.9711009894769908,226,-367.7200000000015,0.9770249094666971,228,-367.7200000000015,-709.9600000000025,0
1.5,2,0,short,-165.48000000000093,0.9862356933723717,227,-1731.6800000000014,0.8987803466653885,232,-1731.6800000000014,-1897.1600000000024,0
1.5,2,1,both,244.05999999999904,1.0178009554720835,256,197.41999999999803,1.0103316792458952,267,197.41999999999803,441.47999999999706,2
1.5,2,1,long,360.7399999999991,1.0310911463405805,224,-377.7200000000016,0.9765946055808098,228,-377.7200000000016,-16.98000000000252,1
1.5,2,1,short,120.01999999999907,1.0099689187685124,227,-1749.1800000000014,0.8986196535919376,232,-1749.1800000000014,-1629.1600000000024,1
1.5,2,2,both,251.55999999999904,1.0181500721500722,256,85.91999999999803,1.0044487108990312,267,85.91999999999803,337.47999999999706,2
1.5,2,2,long,359.7399999999991,1.030656192850922,224,-683.2200000000017,0.9583183864709542,228,-683.2200000000017,-323.48000000000263,1
1.5,2,2,short,227.51999999999907,1.0187572961529077,227,-1768.1800000000014,0.8980590528528453,232,-1768.1800000000014,-1540.6600000000024,1
1.5,2,3,both,224.05999999999904,1.015977466395693,256,-175.58000000000197,0.9910320909968487,267,-175.58000000000197,48.47999999999706,1
1.5,2,3,long,358.739999999999,1.030230915860065,224,-337.2200000000016,0.9793353130710488,228,-337.2200000000016,21.519999999997367,1
1.5,2,3,short,114.2599999999992,1.0093044238765232,226,-2037.1800000000014,0.8842025804001905,232,-2037.1800000000014,-1922.9200000000023,1
1.5,2,4,both,231.55999999999904,1.0163381076695126,256,-166.58000000000197,0.9915586027962319,267,-166.58000000000197,64.97999999999706,1
1.5,2,4,long,326.2399999999991,1.0271614065585672,224,-74.72000000000173,0.9954117792987243,228,-74.72000000000173,251.51999999999737,1
1.5,2,4,short,122.25999999999908,1.0098503989790264,226,-2035.6800000000017,0.8851852102523841,232,-2035.6800000000017,-1913.4200000000026,1
1.5,2,8,both,236.0599999999988,1.0159786103496127,256,34.919999999998026,1.0017214300291934,267,34.919999999998026,270.97999999999683,2
1.5,2,8,long,1054.4799999999993,1.0862810171616157,223,-95.72000000000162,0.9942840695609386,228,-95.72000000000162,958.7599999999977,1
1.5,2,8,short,500.75999999999885,1.039154177196187,226,-2725.94,0.8524194325548458,231,-2725.94,-2225.180000000001,1
1.5,3,0,both,1648.0599999999981,1.1062111953351268,256,3084.419999999998,1.15523765137888,267,1648.0599999999981,4732.479999999996,2
1.5,3,0,long,2434.959999999999,1.1947229610531689,221,1957.7399999999984,1.1195877522946425,224,1957.7399999999984,4392.699999999997,2
1.5,3,0,short,240.97999999999877,1.0173161852942487,223,-2797.7000000000003,0.8528446424025398,230,-2797.7000000000003,-2556.7200000000016,1
1.5,3,1,both,2261.0599999999986,1.1466592290378863,256,2821.4199999999973,1.140144226231928,267,2261.0599999999986,5082.479999999996,2
1.5,3,1,long,3064.439999999999,1.249918038001008,219,1952.2399999999984,1.1183517184351361,224,1952.2399999999984,5016.679999999998,2
1.5,3,1,short,251.97999999999877,1.0179409553320193,223,-3080.7000000000003,0.8400809380340236,230,-3080.7000000000003,-2828.7200000000016,1
1.5,3,2,both,2291.5599999999986,1.1473046809714202,256,2839.4199999999973,1.1400021497678148,267,2291.5599999999986,5130.979999999996,2
1.5,3,2,long,3082.439999999999,1.248959719835106,219,1192.7399999999984,1.0704690849192824,224,1192.7399999999984,4275.179999999998,2
1.5,3,2,short,262.97999999999877,1.0185543967386932,223,-2777.7000000000003,0.8554872395705978,230,-2777.7000000000003,-2514.7200000000016,1
1.5,3,3,both,1869.5599999999986,1.1177224722751853,256,2857.4199999999973,1.1398621456604074,267,1869.5599999999986,4726.979999999996,2
1.5,3,3,long,2819.939999999999,1.223538290070091,219,1548.2399999999984,1.0919219758023813,224,1548.2399999999984,4368.179999999998,2
1.5,3,3,short,-85.52000000000123,0.994064383943853,223,-2968.2000000000003,0.8472804057704357,230,-2968.2000000000003,-3053.7200000000016,0
1.5,3,4,both,1743.5599999999986,1.1084095832390315,256,2875.4199999999973,1.1397241688962574,267,1743.5599999999986,4618.979999999996,2
1.5,3,4,long,2405.439999999999,1.1868845785105733,219,1660.2399999999984,1.0984415282557491,224,1660.2399999999984,4065.6799999999976,2
1.5,3,4,short,-44.28000000000111,0.9969413468020909,222,-2969.2000000000003,0.8482982860751392,230,-2969.2000000000003,-3013.4800000000014,0
1.5,3,8,both,1322.5599999999981,1.0784736281236724,256,2947.4199999999973,1.139191679346558,267,1322.5599999999981,4269.979999999996,2
1.5,3,8,long,2651.4399999999987,1.199772759465593,219,1733.7399999999982,1.1004848803795573,224,1733.7399999999982,4385.179999999997,2
1.5,3,8,short,355.7199999999988,1.0239796902027878,222,-2856.9600000000005,0.8570260399411879,229,-2856.9600000000005,-2501.2400000000016,1
1.5,5,0,both,1664.5599999999977,1.0887374415324234,256,12.419999999998254,1.0005117960332097,267,12.419999999998254,1676.979999999996,2
1.5,5,0,long,1909.1399999999985,1.1306352416951089,214,807.1799999999982,1.0430552947803218,218,807.1799999999982,2716.319999999997,2
1.5,5,0,short,1111.4399999999982,1.0701634774176927,219,-4729.280000000001,0.7836672744422294,222,-4729.280000000001,-3617.8400000000024,1
1.5,5,1,both,1168.5599999999977,1.0611555369478751,256,-593.0800000000015,0.9759518615533084,267,-593.0800000000015,575.4799999999962,1
1.5,5,1,long,1914.6399999999985,1.1299578219453488,214,786.6799999999982,1.0416927241776237,218,786.6799999999982,2701.319999999997,2
1.5,5,1,short,887.9399999999982,1.0552984887795018,219,-5349.780000000001,0.7594454156954156,222,-5349.780000000001,-4461.840000000002,1
1.5,5,2,both,1168.5599999999981,1.060682349275588,256,-604.0800000000015,0.9756568554756764,267,-604.0800000000015,564.4799999999966,1
1.5,5,2,long,1920.1399999999983,1.1292912126092833,214,12.679999999998245,1.0006571650686695,218,12.679999999998245,1932.8199999999965,2
1.5,5,2,short,888.4399999999982,1.0548971435491958,219,-5171.780000000001,0.7679996339513692,222,-5171.780000000001,-4283.340000000002,1
1.5,5,3,both,1168.5599999999981,1.0602164279088941,256,-787.0800000000015,0.9685660632656498,267,-787.0800000000015,381.4799999999966,1
1.5,5,3,long,1925.6399999999983,1.1286351569628943,214,555.1799999999982,1.0289325626043568,218,555.1799999999982,2480.8199999999965,2
1.5,5,3,short,641.9399999999982,1.0391165416282775,219,-5367.280000000001,0.7614393784502147,222,-5367.280000000001,-4725.340000000002,1
1.5,5,4,both,1351.5599999999981,1.069382785003511,256,-800.5800000000013,0.9682229829068238,267,-800.5800000000013,550.9799999999968,1
1.5,5,4,long,1835.6399999999983,1.121659990403147,214,588.1799999999982,1.0306231784003963,218,588.1799999999982,2423.8199999999965,2
1.5,5,4,short,506.67999999999824,1.030621174468414,218,-5747.780000000001,0.747700554570842,222,-5747.780000000001,-5241.100000000002,1
1.5,5,8,both,846.5599999999977,1.041988939315031,256,-1323.5800000000015,0.9488667533065582,267,-1323.5800000000015,-477.02000000000385,1
1.5,5,8,long,1598.1399999999983,1.1028204300065234,214,341.91999999999814,1.0175170575114008,217,341.91999999999814,1940.0599999999963,2
1.5,5,8,short,433.6799999999983,1.0254414175107438,218,-5877.540000000001,0.7462841839536146,221,-5877.540000000001,-5443.860000000002,1
1.5,10,0,both,4102.559999999998,1.1775256083165149,256,-1653.5800000000017,0.9432446755200915,267,-1653.5800000000017,2448.979999999996,1
1.5,10,0,long,4139.279999999999,1.250108157361105,203,2877.0999999999995,1.1484233214096673,210,2877.0999999999995,7016.379999999998,2
1.5,10,0,short,3078.7599999999984,1.168859432623179,201,-3018.4000000000015,0.8722465543307669,210,-3018.4000000000015,60.359999999996944,1
1.5,10,1,both,4123.559999999998,1.177443813504037,256,-1838.0800000000017,0.9372277740325538,267,-1838.0800000000017,2285.479999999996,1
1.5,10,1,long,4150.779999999999,1.2493116687168444,203,2689.0999999999995,1.137991586366999,210,2689.0999999999995,6839.879999999998,2
1.5,10,1,short,2848.2599999999984,1.1544951377528208,201,-3035.4000000000015,0.8721654798785076,210,-3035.4000000000015,-187.14000000000306,1
1.5,10,2,both,3808.5599999999977,1.1629840874233128,256,-1882.5800000000017,0.9360281144913862,267,-1882.5800000000017,1925.979999999996,1
1.5,10,2,long,4109.279999999999,1.2453600319083635,203,2183.0999999999985,1.1103932814378878,210,2183.0999999999985,6292.379999999997,2
1.5,10,2,short,2466.7599999999984,1.1329957525639345,201,-3657.4000000000015,0.8472965638177943,210,-3657.4000000000015,-1190.640000000003,1
1.5,10,3,both,3617.5599999999977,1.15396047441596,256,-1927.0800000000017,0.9348403401010454,267,-1927.0800000000017,1690.479999999996,1
1.5,10,3,long,3600.779999999999,1.2121575281931627,203,2132.5999999999985,1.1072754765423545,210,2132.5999999999985,5733.379999999997,2
1.5,10,3,short,2118.7599999999984,1.112718586575445,201,-3678.4000000000015,0.8471758864953568,210,-3678.4000000000015,-1559.640000000003,1
1.5,10,4,both,3632.5599999999977,1.1537547279062443,256,-2025.5800000000017,0.9318479429691928,267,-2025.5800000000017,1606.979999999996,1
1.5,10,4,long,3603.779999999999,1.2110905448624076,203,2028.0999999999988,1.1014866967909158,210,2028.0999999999988,5631.879999999997,2
1.5,10,4,short,2150.7599999999984,1.113933062815853,201,-3684.9000000000015,0.8475644817672241,210,-3684.9000000000015,-1534.140000000003,1
1.5,10,8,both,2675.0599999999977,1.1090652158668186,256,-2211.5800000000017,0.9270333902132272,267,-2211.5800000000017,463.4799999999959,1
1.5,10,8,long,3021.7599999999984,1.1723008148160818,201,1764.5999999999988,1.0869951044917392,210,1764.5999999999988,4786.359999999997,2
1.5,10,8,short,1531.4999999999986,1.0786508313929535,200,-3994.6600000000017,0.8365356521739128,209,-3994.6600000000017,-2463.160000000003,1
1.5,15,0,both,7495.559999999998,1.3161616332039814,256,432.91999999999825,1.014555445650412,267,432.91999999999825,7928.479999999996,2
1.5,15,0,long,6754.419999999998,1.428177310422559,192,2807.059999999998,1.1431133706939443,206,2807.059999999998,9561.479999999996,2
1.5,15,0,short,2233.6799999999985,1.1185387397006707,193,729.9599999999982,1.0335603300678415,196,729.9599999999982,2963.6399999999967,2
1.5,15,1,both,7505.559999999998,1.3150089186410086,256,381.91999999999825,1.0127827264505906,267,381.91999999999825,7887.479999999996,2
1.5,15,1,long,6754.919999999998,1.4258871861606142,192,2751.559999999998,1.1396217836693514,206,2751.559999999998,9506.479999999996,2
1.5,15,1,short,2228.1799999999985,1.117641282207507,193,717.9599999999982,1.032861318425608,196,717.9599999999982,2946.1399999999967,2
1.5,15,2,both,7515.559999999998,1.3138676132804339,256,314.91999999999825,1.0104928493890273,267,314.91999999999825,7830.479999999996,2
1.5,15,2,long,6755.419999999998,1.4236217628342198,192,2680.059999999998,1.1353549249908077,206,2680.059999999998,9435.479999999996,2
1.5,15,2,short,2252.1799999999985,1.118486150012942,193,196.45999999999822,1.0089162527593818,196,196.45999999999822,2448.6399999999967,2
1.5,15,3,both,7465.059999999998,1.3102233673405776,256,261.91999999999825,1.0086878586909431,267,261.91999999999825,7726.979999999996,2
1.5,15,3,long,6755.919999999998,1.4213806429561358,192,2622.559999999998,1.1318317177091308,206,2622.559999999998,9378.479999999996,2
1.5,15,3,short,1828.6799999999985,1.094997844122246,193,182.45999999999822,1.0082442011357349,196,182.45999999999822,2011.1399999999967,2
1.5,15,4,both,7410.559999999998,1.3064494251922913,256,154.91999999999825,1.0051157313692871,267,154.91999999999825,7565.479999999996,2
1.5,15,4,long,6756.419999999998,1.419163437522101,192,2511.059999999998,1.1256379312415188,206,2511.059999999998,9267.479999999996,2
1.5,15,4,short,1781.1799999999985,1.0921806993846617,193,182.95999999999822,1.008235720954184,196,182.95999999999822,1964.1399999999967,2
1.5,15,8,both,6571.059999999998,1.263010937408691,256,697.159999999998,1.0229190679044284,266,697.159999999998,7268.219999999996,2
1.5,15,8,long,5913.4,1.3622168400755132,190,2703.559999999998,1.1348897406242853,206,2703.559999999998,8616.959999999997,2
1.5,15,8,short,1074.6799999999985,1.0538324595685504,193,785.6799999999982,1.0361852740561976,193,785.6799999999982,1860.3599999999967,2
1.5,30,0,both,8962.059999999998,1.3462495421747813,256,3252.399999999998,1.1115506584177803,265,3252.399999999998,12214.459999999995,2
1.5,30,0,long,5845.039999999999,1.3786040004145501,179,2856.359999999998,1.1609626789469762,186,2856.359999999998,8701.399999999998,2
1.5,30,0,short,2501.699999999999,1.138590199135119,170,1231.659999999999,1.0629486714265994,166,1231.659999999999,3733.359999999998,2
1.5,30,1,both,8924.559999999998,1.3433812077148957,256,2690.399999999998,1.0913439828882812,265,2690.399999999998,11614.959999999995,2
1.5,30,1,long,5793.539999999999,1.3735502340516068,179,2298.859999999998,1.1276845095205452,186,2298.859999999998,8092.399999999997,2
1.5,30,1,short,2476.699999999999,1.1366224516026524,170,1200.659999999999,1.061148657251554,166,1200.659999999999,3677.359999999998,2
