or_minutes,offset_ticks,direction,bias,max_or_points,regime,target,trades,net,pf,win,maxdd,seg1,seg2,seg3,seg4,seg5,min_seg,n_pos,min_seg_trades
15,2,both,vwap_slope,200,none,rr3.0,1500,30303.99999999999,1.261877334872704,43.66666666666666,-3165.9400000000896,1073.2399999999986,3576.9599999999973,4000.639999999997,9486.799999999997,12166.36,1073.2399999999986,5,286
10,2,both,vwap_slope,130,none,atr2.0,1465,33598.899999999994,1.3261367353614653,39.59044368600683,-3171.4999999999945,1072.7999999999984,1795.119999999998,5368.199999999998,10977.7,12602.839999999998,1072.7999999999984,5,234
15,1,long,none,0,none,atr1.0,1413,18911.37999999999,1.175467027410199,44.44444444444444,-4039.199999999988,1068.4599999999987,4761.779999999997,1248.2799999999975,4752.239999999998,7051.2199999999975,1068.4599999999987,5,271
15,1,both,vwap_slope,200,none,rr2.0,1502,23113.01999999999,1.2040614848473024,44.94007989347536,-3059.440000000013,1058.7399999999989,3453.4599999999973,2958.3999999999974,6552.059999999998,9090.359999999999,1058.7399999999989,5,286
15,2,long,none,130,adx,atr1.0,789,10356.639999999994,1.1833656097769116,43.85297845373891,-3412.419999999982,1546.339999999999,2587.3999999999987,1057.2399999999986,1754.4599999999982,2988.08,1057.2399999999986,5,108
60,0,long,none,200,adx,rr2.5,626,13863.759999999997,1.3861255319623,56.86900958466453,-1284.0399999999954,1055.6999999999991,3313.119999999999,3100.5599999999995,2402.7999999999993,3110.540000000001,1055.6999999999991,5,79
30,0,long,none,130,none,atr2.5,994,14563.939999999991,1.2423273235998236,50.0,-1902.9999999999943,1684.599999999999,4928.4,1048.6399999999987,4665.159999999998,1429.119999999999,1048.6399999999987,5,112
10,0,both,vwap_slope,130,none,atr2.0,1466,34874.15999999999,1.3427903482067136,39.42701227830832,-3126.4999999999945,1047.7999999999984,2240.619999999998,5508.959999999997,11270.699999999999,12947.839999999998,1047.7999999999984,5,234
30,2,both,vwap_slope,200,adx,rr3.0,840,12542.399999999992,1.184958578091115,48.69047619047619,-2710.0999999999917,2346.8999999999987,3431.5199999999986,1046.3999999999985,3883.699999999999,1325.439999999999,1046.3999999999985,5,119
60,1,long,vwap_slope,200,adx,rr1.5,364,12106.639999999998,1.662213489931123,60.98901098901099,-842.22,1045.1599999999994,1172.1599999999996,3320.040000000001,3043.8999999999996,2924.76,1045.1599999999994,5,51
30,0,long,none,130,none,atr2.0,994,14555.439999999991,1.242185893310314,50.0,-1902.9999999999943,1684.599999999999,4928.4,1040.1399999999987,4665.159999999998,1429.119999999999,1040.1399999999987,5,112
60,2,long,vwap_slope,200,adx,rr1.5,364,11927.139999999998,1.6501192625345569,60.98901098901099,-845.22,1038.6599999999994,1134.6599999999996,3301.040000000001,2957.8999999999996,2899.26,1038.6599999999994,5,51
60,1,long,none,200,adx,atr2.0,626,12625.259999999997,1.3472148579047298,56.38977635782748,-1310.8800000000003,1038.1999999999991,3314.119999999999,2461.5599999999995,1881.7999999999988,3066.040000000001,1038.1999999999991,5,79
60,1,long,none,200,adx,atr2.5,626,12625.259999999997,1.3472148579047298,56.38977635782748,-1310.8800000000003,1038.1999999999991,3314.119999999999,2461.5599999999995,1881.7999999999988,3066.040000000001,1038.1999999999991,5,79
60,1,long,none,200,adx,atr1.5,626,12625.259999999997,1.3472148579047298,56.38977635782748,-1310.8800000000003,1038.1999999999991,3314.119999999999,2461.5599999999995,1881.7999999999988,3066.040000000001,1038.1999999999991,5,79
5,0,long,vwap_slope,200,none,atr1.0,849,9968.239999999994,1.1713490282605636,32.97997644287397,-2771.29999999999,1036.239999999999,1680.3799999999992,1868.6399999999985,2893.72,2561.7599999999984,1036.239999999999,5,151
5,0,long,vwap_slope,200,none,atr1.5,849,11259.739999999994,1.1932378906035477,32.86219081272085,-2771.29999999999,1034.239999999999,2081.879999999999,2162.639999999999,2927.7199999999993,3120.7599999999984,1034.239999999999,5,151
15,1,long,none,130,adx,rr3.0,789,10041.139999999994,1.1781882583010508,43.59949302915083,-3708.919999999982,1196.339999999999,2706.3999999999987,1031.7399999999986,1581.9599999999982,3191.58,1031.7399999999986,5,108
15,2,short,vwap_slope,200,adx,atr2.0,482,17388.319999999996,1.4293490794646624,43.15352697095436,-1944.42,1049.0399999999995,3961.8199999999997,1026.019999999999,2868.8599999999997,7233.58,1026.019999999999,5,79
15,2,short,vwap_slope,200,adx,atr2.5,482,18697.32,1.4616706576860916,43.15352697095436,-1944.42,1229.0399999999995,3961.8199999999997,1026.019999999999,3144.8599999999997,8086.58,1026.019999999999,5,79
5,0,long,vwap_slope,200,none,atr2.5,849,12898.239999999994,1.2213575704322035,32.86219081272085,-2771.29999999999,1025.239999999999,2486.379999999999,2218.639999999999,2866.7199999999993,4369.26,1025.239999999999,5,151
5,0,long,vwap_slope,200,none,atr2.0,849,12239.739999999994,1.2100564967873029,32.86219081272085,-2771.29999999999,1025.239999999999,2451.379999999999,2218.639999999999,2866.7199999999993,3744.76,1025.239999999999,5,151
30,0,both,vwap_slope,200,adx,rr3.0,841,13689.159999999993,1.2032353972567922,48.63258026159334,-2660.0999999999917,2499.159999999999,3596.5199999999986,1023.3999999999985,4231.199999999999,1783.4399999999994,1023.3999999999985,5,119
15,0,long,vwap_slope,200,none,atr1.0,771,13234.959999999995,1.2349685370230572,45.13618677042802,-2643.019999999992,1156.8599999999992,1022.4399999999987,2773.479999999999,5179.039999999999,3632.3999999999987,1022.4399999999987,5,140
15,1,short,vwap_slope,130,adx,atr1.5,432,15282.819999999996,1.474893992021513,43.05555555555556,-2211.5799999999963,1021.5199999999998,4422.48,1589.2199999999991,2643.2799999999997,3689.8199999999997,1021.5199999999998,5,57
15,1,long,vwap_slope,200,none,rr2.0,778,9528.279999999995,1.1694268852365737,46.01542416452442,-2434.519999999992,1017.1799999999993,1312.7599999999989,2010.0399999999986,2753.3399999999992,2434.9599999999987,1017.1799999999993,5,146
30,2,long,none,130,none,atr2.5,992,13691.419999999993,1.226099739772814,49.899193548387096,-1734.2599999999948,1555.8399999999992,4647.4,1015.6399999999983,4424.4,1279.119999999999,1015.6399999999983,5,112
60,1,long,none,200,adx,rr3.0,626,12626.259999999997,1.3472423595053231,56.38977635782748,-1310.8800000000003,1014.1999999999991,3314.119999999999,2461.5599999999995,1906.799999999999,3066.040000000001,1014.1999999999991,5,79
15,2,short,vwap_slope,130,none,atr2.5,644,20309.439999999995,1.433289313395644,40.993788819875775,-2933.4999999999945,1009.0199999999998,4045.0199999999995,1149.1399999999987,3477.0599999999995,8281.46,1009.0199999999998,5,96
60,0,long,none,200,adx,rr2.0,626,13281.759999999997,1.3699160000891244,56.86900958466453,-1284.0399999999954,1008.6999999999991,3170.619999999999,2914.0599999999995,2196.7999999999993,3110.540000000001,1008.6999999999991,5,79
30,2,long,none,130,none,atr2.0,992,13683.919999999993,1.2259758849755544,49.899193548387096,-1734.2599999999948,1555.8399999999992,4647.4,1008.1399999999983,4424.4,1279.119999999999,1008.1399999999983,5,112
30,0,long,none,130,none,rr2.0,1005,14249.299999999994,1.2382894625062797,50.54726368159204,-2280.439999999977,1518.9599999999991,5597.259999999998,1007.1999999999982,4529.98,1595.899999999999,1007.1999999999982,5,115
30,2,long,none,130,none,rr2.0,1003,13654.279999999992,1.2266278814628038,50.44865403788634,-2162.439999999977,1457.199999999999,5368.259999999998,1005.6999999999982,4346.219999999999,1476.899999999999,1005.6999999999982,5,115
15,0,short,vwap_slope,130,adx,atr1.5,432,15302.319999999996,1.476536769358785,42.5925925925926,-2195.5799999999963,1005.5199999999998,4247.98,1662.2199999999991,2720.7799999999997,3731.3199999999997,1005.5199999999998,5,57
15,2,both,vwap_slope,200,adx,rr2.5,965,21210.39999999999,1.273776265116786,45.38860103626944,-2652.1400000000003,1004.319999999999,3891.9399999999987,3136.8399999999983,4132.219999999999,7700.359999999999,1004.319999999999,5,161
30,0,long,none,130,none,rr1.5,1005,14262.799999999994,1.244278731370124,51.741293532338304,-1845.2999999999847,1855.959999999999,4922.759999999998,1004.1999999999982,4645.98,1833.899999999999,1004.1999999999982,5,115
60,2,long,none,200,adx,atr1.5,626,12592.259999999997,1.347446683817905,56.54952076677316,-1314.0399999999954,1002.6999999999991,3245.119999999999,2688.0599999999995,1788.7999999999988,3021.540000000001,1002.6999999999991,5,79
60,2,long,none,200,adx,atr2.5,626,12592.259999999997,1.347446683817905,56.54952076677316,-1314.0399999999954,1002.6999999999991,3245.119999999999,2688.0599999999995,1788.7999999999988,3021.540000000001,1002.6999999999991,5,79
60,2,long,none,200,adx,atr2.0,626,12592.259999999997,1.347446683817905,56.54952076677316,-1314.0399999999954,1002.6999999999991,3245.119999999999,2688.0599999999995,1788.7999999999988,3021.540000000001,1002.6999999999991,5,79
15,0,long,none,130,adx,rr2.5,790,11688.399999999994,1.21096252872028,44.303797468354425,-3549.419999999982,1002.0999999999992,3205.8999999999987,1169.7399999999986,2015.4599999999982,3755.08,1002.0999999999992,5,108
15,0,short,vwap_slope,130,adx,rr3.0,432,13380.819999999996,1.418205775886695,42.82407407407408,-2195.5799999999963,998.5199999999995,3595.9799999999996,2142.7199999999993,1705.279999999999,3356.3199999999997,998.5199999999995,5,57
10,1,both,vwap_slope,130,none,atr1.0,1466,32153.65999999999,1.3147131777088237,39.56343792633015,-3148.9999999999945,996.7999999999985,1686.619999999998,5493.459999999997,10009.699999999999,12555.84,996.7999999999985,5,234
15,2,both,vwap_slope,200,none,atr1.5,1490,32994.39999999999,1.2853438440713474,43.42281879194631,-3426.5800000001072,994.6399999999984,4524.819999999998,3256.2799999999975,9730.179999999998,13030.24,994.6399999999984,5,274
15,2,long,none,200,none,atr2.0,1380,13634.799999999988,1.131520183411372,44.05797101449275,-4221.519999999986,992.9199999999987,2616.9999999999977,3167.7599999999975,3925.199999999998,3148.0199999999977,992.9199999999987,5,252
15,2,long,none,200,none,atr2.5,1380,13634.299999999988,1.1315153604516142,44.05797101449275,-4221.519999999986,992.9199999999987,2616.9999999999977,3167.2599999999975,3925.199999999998,3148.0199999999977,992.9199999999987,5,252
15,2,long,none,200,none,atr1.5,1380,13602.299999999988,1.1312066910271148,44.05797101449275,-4221.519999999986,992.9199999999987,2616.9999999999977,2705.7599999999975,4355.199999999998,3148.0199999999977,992.9199999999987,5,252
15,2,short,vwap_slope,130,none,rr2.0,646,15235.959999999995,1.3365399992401543,43.65325077399381,-2933.4999999999945,992.0399999999993,2600.339999999999,1978.4399999999991,3607.379999999999,6057.76,992.0399999999993,5,101
30,2,both,vwap_slope,200,none,atr1.0,1303,17115.77999999999,1.1735955326264604,48.119723714504985,-3492.1600000000926,2281.0599999999986,3016.5999999999976,3590.699999999998,7072.859999999998,987.1199999999981,987.1199999999981,5,212
15,2,long,vwap_slope,130,none,atr2.5,694,15832.939999999997,1.350905647179912,45.53314121037464,-2275.859999999997,1879.0399999999995,986.3199999999995,3891.3599999999988,5810.74,3243.5200000000004,986.3199999999995,5,102
15,2,long,vwap_slope,130,none,atr1.5,694,16071.939999999997,1.3562026071681388,45.53314121037464,-2275.859999999997,1879.0399999999995,986.3199999999995,3700.8599999999988,6240.74,3243.5200000000004,986.3199999999995,5,102
15,2,long,vwap_slope,130,none,atr2.0,694,15825.439999999997,1.350739424586139,45.53314121037464,-2275.859999999997,1879.0399999999995,986.3199999999995,3883.8599999999988,5810.74,3243.5200000000004,986.3199999999995,5,102
60,0,long,none,200,adx,rr1.5,626,12842.259999999997,1.3585715059530823,57.02875399361022,-1284.0399999999954,985.6999999999991,3083.619999999999,2741.0599999999995,2068.2999999999993,3178.040000000001,985.6999999999991,5,79
60,2,long,none,200,adx,rr3.0,626,12603.759999999997,1.3477639927730816,56.54952076677316,-1314.0399999999954,982.1999999999991,3245.119999999999,2688.0599999999995,1820.7999999999988,3021.540000000001,982.1999999999991,5,79
15,1,long,none,130,adx,atr1.0,789,10384.139999999994,1.1842750743993484,43.59949302915083,-3529.919999999982,1296.839999999999,2687.8999999999987,981.7399999999986,1898.9599999999982,3066.58,981.7399999999986,5,108
30,1,both,none,130,adx,rr3.0,855,14136.799999999996,1.2342181737450584,46.19883040935672,-2533.0599999999795,979.4599999999991,4247.839999999998,1523.1199999999985,4954.699999999999,2135.58,979.4599999999991,5,83
15,2,long,vwap_slope,130,adx,rr2.5,431,11919.059999999998,1.4155481659004678,47.56380510440835,-2071.3799999999974,1454.2199999999993,977.0199999999993,1738.7399999999993,3164.34,3119.5599999999995,977.0199999999993,5,56
15,0,both,vwap_slope,200,adx,atr1.0,967,24519.41999999999,1.3165016395998874,44.36401240951396,-2631.14,975.0799999999991,4910.939999999999,2494.0999999999985,5375.719999999999,9149.859999999999,975.0799999999991,5,161
15,0,both,vwap_slope,200,adx,atr2.0,967,25597.41999999999,1.3288324987083036,44.05377456049638,-2631.1400000000003,969.579999999999,4723.939999999999,2355.0999999999985,5871.219999999999,9705.859999999999,969.579999999999,5,161
60,1,long,none,200,adx,rr2.5,626,13508.759999999997,1.374141279409207,56.70926517571885,-1310.8800000000003,967.1999999999991,3247.119999999999,3046.0599999999995,2318.7999999999993,3066.040000000001,967.1999999999991,5,79
15,1,both,vwap_slope,200,adx,atr1.0,966,24184.159999999996,1.311000689279138,44.61697722567288,-2641.6400000000003,964.8199999999989,5021.939999999999,2359.5999999999985,5217.719999999999,9040.359999999999,964.8199999999989,5,161
30,1,long,none,130,none,rr1.5,1004,13322.039999999994,1.225807392059577,51.29482071713147,-1869.7999999999847,1605.1999999999991,4836.259999999998,964.1999999999982,4597.98,1318.399999999999,964.1999999999982,5,115
15,0,long,vwap_slope,130,none,rr1.5,704,9532.039999999994,1.2209657917088566,47.86931818181818,-2151.07999999998,1370.3799999999992,964.1399999999994,1482.6599999999987,2427.7999999999993,3287.0599999999995,964.1399999999994,5,106
15,1,long,none,130,adx,rr2.5,789,11219.639999999994,1.20096041382695,44.23320659062104,-3601.419999999982,956.839999999999,2939.3999999999987,1117.2399999999986,1963.9599999999982,3718.58,956.839999999999,5,108
15,1,both,vwap_slope,200,adx,atr2.0,966,25229.16,1.32287902498806,44.3064182194617,-2641.6400000000003,952.3199999999989,4827.939999999999,2216.5999999999985,5704.719999999999,9590.359999999999,952.3199999999989,5,161
5,1,long,vwap_slope,200,none,atr1.0,849,9340.739999999994,1.1591292944043736,32.97997644287397,-2813.79999999999,951.7399999999991,1551.3799999999992,1735.1399999999985,2754.72,2440.7599999999984,951.7399999999991,5,151
15,0,long,none,130,adx,rr2.0,790,10354.899999999994,1.1906209535226462,45.44303797468354,-3232.919999999982,1403.5999999999992,2446.3999999999987,1611.2399999999986,948.9599999999983,3235.08,948.9599999999983,5,108
10,2,both,vwap_slope,130,adx,rr3.0,947,20861.719999999998,1.3033740086624608,41.18268215417107,-3075.199999999996,945.9399999999988,1156.1599999999985,4034.2599999999984,5132.499999999999,7960.1,945.9399999999988,5,135
5,1,long,vwap_slope,200,none,atr1.5,849,10616.239999999994,1.1805673387329956,32.86219081272085,-2813.79999999999,944.2399999999991,1949.879999999999,2026.1399999999987,2785.2199999999993,2998.7599999999984,944.2399999999991,5,151
30,2,both,vwap_slope,200,none,rr2.0,1314,14090.63999999999,1.1431939520223473,48.4779299847793,-3307.459999999992,2017.9199999999985,1981.7199999999978,3069.2999999999975,6078.239999999998,943.459999999998,943.459999999998,5,221
15,1,long,none,200,none,atr1.0,1381,14037.059999999989,1.1358097553112834,43.95365677045619,-4314.519999999981,941.9199999999986,3227.9999999999973,2122.7599999999975,4304.459999999997,3408.0199999999977,941.9199999999986,5,252
5,1,long,vwap_slope,200,none,atr2.5,849,12252.739999999994,1.2084019063234557,32.86219081272085,-2813.79999999999,934.7399999999991,2353.879999999999,2081.639999999999,2723.7199999999993,4247.26,934.7399999999991,5,151
5,1,long,vwap_slope,200,none,atr2.0,849,11594.739999999994,1.1972102500603805,32.86219081272085,-2813.79999999999,934.7399999999991,2319.379999999999,2081.639999999999,2723.7199999999993,3622.76,934.7399999999991,5,151
60,2,long,none,200,adx,rr2.5,626,13500.259999999997,1.3751604127240844,56.86900958466453,-1314.0399999999954,934.6999999999991,3181.119999999999,3282.0599999999995,2234.7999999999993,3021.540000000001,934.6999999999991,5,79
10,0,both,vwap_slope,130,adx,rr2.5,948,19272.479999999992,1.287340257436861,41.77215189873418,-3232.1999999999957,930.9399999999987,959.6599999999985,3460.5199999999986,4978.999999999999,7580.1,930.9399999999987,5,135
30,2,both,none,130,adx,rr3.0,854,13640.539999999994,1.2247644351056282,46.25292740046839,-2602.5599999999795,930.1999999999991,4155.839999999998,1426.1199999999985,4752.699999999999,2095.58,930.1999999999991,5,83
15,0,long,vwap_slope,200,none,rr2.0,779,9907.539999999994,1.1770656774738693,45.95635430038511,-2411.519999999992,928.9399999999993,1362.2599999999989,2088.0399999999986,2775.3399999999992,2752.9599999999987,928.9399999999993,5,146
30,0,long,vwap_slope,130,none,atr2.5,553,12738.279999999995,1.3989082092866094,52.26039783001808,-1518.3399999999965,923.8199999999994,3506.6800000000003,1064.259999999999,5829.699999999999,1376.3999999999994,923.8199999999994,5,65
30,0,long,vwap_slope,130,none,atr2.0,553,12729.779999999995,1.3986420258003824,52.26039783001808,-1518.3399999999965,923.8199999999994,3506.6800000000003,1055.759999999999,5829.699999999999,1376.3999999999994,923.8199999999994,5,65
60,1,long,none,200,adx,rr2.0,626,12940.259999999997,1.358395991363218,56.70926517571885,-1310.8800000000003,919.6999999999991,3106.619999999999,2863.0599999999995,2121.299999999999,3066.040000000001,919.6999999999991,5,79
15,2,short,vwap_slope,200,adx,rr2.0,482,10269.819999999996,1.2617823227814768,45.64315352697096,-1944.42,1010.0399999999997,2429.8199999999997,919.5199999999991,1441.359999999999,4265.58,919.5199999999991,5,79
15,1,long,vwap_slope,200,none,atr1.0,770,12730.699999999992,1.224640171994681,45.06493506493506,-2681.519999999993,1091.0999999999992,918.9399999999988,2663.479999999999,5070.539999999999,3534.3999999999987,918.9399999999988,5,140
15,2,long,vwap_slope,200,none,rr2.5,777,12599.519999999991,1.222989303184975,45.94594594594595,-2666.519999999993,918.6799999999992,1397.2599999999989,2653.039999999999,4238.08,3392.4599999999987,918.6799999999992,5,146
15,0,long,none,0,none,atr2.5,1415,22652.899999999998,1.211245159235146,44.31095406360424,-4006.699999999988,916.9799999999988,5144.779999999998,2529.7799999999975,4014.7399999999975,10206.72,916.9799999999988,5,272
15,0,long,none,0,none,atr1.5,1415,20183.89999999999,1.1882209858113648,44.31095406360424,-4006.699999999988,916.9799999999988,4918.279999999998,2065.2799999999975,4442.739999999998,7999.2199999999975,916.9799999999988,5,272
15,0,long,none,0,none,atr2.0,1415,21548.899999999998,1.200950024581499,44.31095406360424,-4006.699999999988,916.9799999999988,5144.779999999998,2528.2799999999975,4014.7399999999975,9102.719999999998,916.9799999999988,5,272
30,1,both,vwap_slope,200,adx,rr3.0,841,12698.159999999993,1.1874995570234814,48.63258026159334,-2685.0999999999917,2364.6599999999994,3514.0199999999986,916.8999999999985,3974.699999999999,1395.939999999999,916.8999999999985,5,119
15,1,long,none,130,adx,rr2.0,789,10156.639999999994,1.185763197939833,45.50063371356147,-3271.419999999982,1399.839999999999,2397.3999999999987,1538.7399999999986,914.4599999999983,3207.08,914.4599999999983,5,108
30,1,long,none,130,none,atr2.5,993,13891.179999999991,1.2295066637191856,49.74823766364552,-1924.4999999999943,1527.8399999999992,4787.9,914.1399999999987,4518.659999999998,1354.119999999999,914.1399999999987,5,112
30,0,both,none,130,adx,atr1.5,855,15060.799999999996,1.251184306117697,46.31578947368421,-2463.5599999999795,913.459999999999,4235.339999999998,1551.6199999999985,6074.2,2040.5799999999997,913.459999999999,5,83
60,0,both,vwap_slope,0,none,rr1.5,1299,22323.73999999999,1.23603343331354,53.5796766743649,-2785.920000000131,910.2999999999986,3027.279999999998,5175.319999999998,5831.899999999998,7378.939999999999,910.2999999999986,5,253
15,0,both,vwap_slope,200,none,rr2.0,1503,23526.27999999999,1.2086338961220238,44.84364604125084,-2754.940000000037,909.499999999999,3419.9599999999973,3071.3999999999974,6717.059999999998,9408.359999999999,909.499999999999,5,286
30,1,long,none,130,none,atr2.0,993,13883.179999999991,1.2293744896843122,49.74823766364552,-1924.4999999999943,1527.8399999999992,4787.9,906.1399999999983,4518.659999999998,1354.119999999999,906.1399999999983,5,112
30,2,both,vwap_slope,200,adx,rr2.5,840,11970.899999999992,1.177108003792223,48.92857142857142,-2766.5999999999917,1920.3999999999987,3060.0199999999986,905.8999999999985,3921.699999999999,1715.9399999999994,905.8999999999985,5,119
15,2,long,vwap_slope,0,none,atr1.0,784,15784.839999999997,1.2661289969069038,45.66326530612245,-2354.600000000013,894.359999999999,1552.199999999999,2738.479999999999,5897.039999999999,5270.019999999999,894.359999999999,5,145
60,2,long,none,200,adx,rr2.0,626,12945.259999999997,1.3597374483469638,56.86900958466453,-1314.0399999999954,886.6999999999991,3042.619999999999,3102.5599999999995,2045.799999999999,3021.540000000001,886.6999999999991,5,79
15,1,long,vwap_slope,130,none,rr1.5,703,9170.279999999995,1.210854271726524,47.79516358463727,-2176.07999999998,1416.6199999999994,886.1399999999994,1179.6599999999987,2415.2999999999993,3272.5599999999995,886.1399999999994,5,106
30,2,both,vwap_slope,200,adx,rr1.5,840,11933.399999999992,1.1808287080840894,50.47619047619048,-2552.3599999999915,2620.3999999999987,2034.5199999999986,881.8999999999985,4393.699999999999,1821.9400000000003,881.8999999999985,5,119
10,1,both,vwap_slope,130,none,atr2.0,1466,33811.65999999999,1.32969018055136,39.35879945429741,-3148.9999999999945,881.2999999999986,2018.119999999998,5273.959999999997,11042.699999999999,12775.339999999998,881.2999999999986,5,234
5,0,both,vwap_slope,200,adx,atr2.5,1058,17982.079999999994,1.2331058027556714,31.758034026465022,-2263.4599999999828,880.0399999999986,1192.0999999999985,4215.199999999999,1846.1199999999992,7405.599999999999,880.0399999999986,5,185
15,2,long,none,130,adx,rr2.0,789,10193.639999999994,1.1860468342084205,45.75411913814956,-3139.419999999982,1530.839999999999,2336.8999999999987,1688.2399999999986,879.9599999999983,3069.08,879.9599999999983,5,108
10,1,short,vwap_slope,130,adx,atr1.5,478,15942.779999999995,1.4386556036873666,40.1673640167364,-1871.299999999996,877.3199999999996,3142.120000000001,2617.1800000000003,4140.600000000001,3991.0199999999995,877.3199999999996,5,77
30,0,long,none,130,adx,rr1.0,626,9623.259999999997,1.2721890445101776,57.02875399361022,-1125.7600000000004,874.9599999999991,2634.92,1564.379999999999,2778.3599999999988,1740.8799999999994,874.9599999999991,5,63
30,0,both,vwap_slope,200,adx,rr2.5,841,12640.659999999993,1.1882782082331669,48.87039239001189,-2715.5999999999917,2078.159999999999,3285.0199999999986,872.8999999999985,4073.699999999999,1840.9399999999994,872.8999999999985,5,119
10,0,short,vwap_slope,130,adx,atr1.5,478,16233.779999999995,1.449709377539934,39.9581589958159,-1854.299999999996,866.8199999999995,3208.120000000001,2688.6800000000003,4225.100000000001,4047.5199999999995,866.8199999999995,5,77
60,1,both,vwap_slope,0,adx,rr1.5,830,17818.799999999996,1.2742577457634945,54.81927710843374,-2623.299999999997,866.3799999999991,3198.9999999999986,1610.4799999999987,2455.8999999999996,9588.16,866.3799999999991,5,141
15,2,long,vwap_slope,200,adx,rr2.0,483,6846.579999999997,1.1839962118158238,46.99792960662526,-1840.0999999999967,933.2799999999991,862.6199999999994,1182.3199999999993,1605.8599999999992,1396.7799999999993,862.6199999999994,5,78
15,0,long,vwap_slope,130,adx,atr1.0,432,11578.819999999996,1.4021688767369176,46.52777777777778,-2048.8799999999983,1244.9799999999993,861.0199999999993,1315.7399999999993,3696.84,3010.5599999999995,861.0199999999993,5,56
15,2,short,vwap_slope,200,adx,atr1.5,482,16498.32,1.4073733692911925,43.15352697095436,-1944.42,860.5399999999995,4326.82,1026.019999999999,3224.3599999999997,5805.58,860.5399999999995,5,79
15,2,short,vwap_slope,200,adx,atr1.0,482,16098.819999999996,1.4012562984409178,43.77593360995851,-1944.42,860.0399999999995,4069.3199999999997,1340.519999999999,2132.3599999999997,6711.08,860.0399999999995,5,79
10,1,short,vwap_slope,130,adx,rr1.0,478,7066.279999999999,1.2577295748469404,56.48535564853556,-1332.7800000000009,859.3199999999999,988.6199999999994,1025.1799999999994,2253.5999999999995,1467.5199999999993,859.3199999999999,5,77
60,2,both,vwap_slope,0,adx,rr1.5,829,17476.039999999997,1.2680980332056664,54.8854041013269,-2637.799999999997,857.1199999999992,3121.9999999999986,1548.4799999999987,2331.8999999999996,9537.66,857.1199999999992,5,141
30,0,both,none,130,adx,rr2.5,855,14489.299999999996,1.242635026468423,46.66666666666666,-2213.959999999988,852.9599999999991,4140.839999999998,1827.6199999999985,5228.199999999999,2276.08,852.9599999999991,5,83
15,0,both,vwap_slope,200,none,atr1.0,1493,32829.179999999986,1.2871313488618454,43.4695244474213,-3076.9400000000896,851.8999999999983,4552.319999999998,3435.5399999999972,8329.439999999999,14407.24,851.8999999999983,5,274
10,1,both,vwap_slope,130,adx,rr2.5,948,19068.479999999992,1.2821898136007688,41.87763713080169,-3250.199999999996,850.9399999999989,910.1599999999985,3421.0199999999986,4945.499999999999,7579.6,850.9399999999989,5,135
10,2,both,vwap_slope,130,none,atr1.5,1465,34606.39999999999,1.335916304361542,39.59044368600683,-3171.4999999999945,849.7999999999984,2184.619999999998,5359.199999999998,11816.699999999999,12649.339999999998,849.7999999999984,5,234
30,1,long,none,130,adx,rr1.0,626,9479.259999999997,1.2663401777987568,56.86900958466453,-1140.2600000000004,847.9599999999991,2527.92,1560.379999999999,2780.8599999999988,1734.3799999999994,847.9599999999991,5,63
30,0,long,vwap_slope,130,none,rr2.5,561,12118.359999999995,1.379076879186989,52.406417112299465,-1518.3399999999965,843.8999999999996,3830.4799999999996,898.539999999999,5342.76,1202.6799999999994,843.8999999999996,5,68
30,0,long,vwap_slope,130,none,atr1.5,553,12576.779999999995,1.3938507230482955,52.26039783001808,-1518.3399999999965,923.8199999999994,3506.6800000000003,842.2599999999991,5890.699999999999,1376.3999999999994,842.2599999999991,5,65
5,2,long,vwap_slope,200,none,atr1.5,849,9960.739999999994,1.167937173233882,32.86219081272085,-2856.29999999999,842.2399999999991,1817.8799999999987,1889.6399999999985,2642.7199999999993,2876.7599999999984,842.2399999999991,5,151
30,2,long,none,130,adx,rr1.0,626,9662.759999999997,1.2716161265785637,57.02875399361022,-1154.7600000000004,841.9599999999991,2521.92,1792.379999999999,2783.3599999999988,1697.3799999999994,841.9599999999991,5,63
15,2,long,vwap_slope,200,none,rr3.0,777,12245.019999999991,1.2151504311083998,45.43114543114543,-2678.0199999999973,981.6799999999992,841.2599999999989,2355.0399999999986,4879.08,3187.9599999999987,841.2599999999989,5,146
30,1,long,none,130,none,rr2.0,1004,13634.539999999994,1.2264017789951838,50.298804780876495,-2332.439999999977,1395.699999999999,5489.759999999998,839.6999999999982,4372.98,1536.399999999999,839.6999999999982,5,115
30,0,both,none,130,adx,rr2.0,855,13442.299999999996,1.2268743381854303,47.134502923976605,-2121.0599999999795,1104.9599999999991,4077.8399999999983,839.6199999999985,5529.699999999999,1954.0799999999995,839.6199999999985,5,83
15,2,long,vwap_slope,200,adx,atr1.0,483,8515.579999999998,1.2256820620025528,45.962732919254655,-1919.0799999999963,876.2799999999993,836.6199999999992,1095.3199999999993,2927.3600000000006,2219.7800000000007,836.6199999999992,5,78
10,1,short,vwap_slope,130,adx,rr2.5,478,12558.279999999995,1.3588334259113213,42.88702928870293,-1871.299999999996,836.3199999999995,1123.1199999999992,2038.1799999999992,2476.0999999999995,5340.02,836.3199999999995,5,77
30,1,long,vwap_slope,130,none,atr2.5,553,12366.779999999995,1.3845231573062564,51.89873417721519,-1531.8399999999965,834.8199999999994,3430.6800000000003,991.2599999999991,5751.699999999999,1332.8999999999994,834.8199999999994,5,65
