rr,or_minutes,offset_ticks,direction,bias,max_or_points,regime,trades,net,pf,win,maxdd,seg1,seg2,seg3,seg4,seg5,min_seg,n_pos,min_seg_trades
2.0,30,2,long,none,130,none,1003,13654.279999999993,1.2266278814628038,50.44865403788634,-2162.439999999977,1457.199999999999,5368.259999999998,1005.6999999999982,4346.219999999999,1476.899999999999,1005.6999999999982,5,115
1.5,60,0,short,vwap,0,none,659,13053.839999999995,1.237216518787655,50.22761760242792,-3261.1199999999862,1005.0799999999992,2947.0999999999995,2773.219999999999,2691.1399999999994,3637.2999999999993,1005.0799999999992,5,108
2.5,15,2,both,vwap_slope,200,adx,965,21210.39999999999,1.273776265116786,45.388601036269435,-2652.1400000000003,1004.319999999999,3891.9399999999987,3136.8399999999983,4132.219999999999,7700.359999999999,1004.319999999999,5,161
1.5,30,0,long,none,130,none,1005,14262.799999999994,1.244278731370124,51.741293532338304,-1845.2999999999847,1855.959999999999,4922.759999999998,1004.1999999999982,4645.98,1833.899999999999,1004.1999999999982,5,115
2.5,15,0,long,none,130,adx,790,11688.399999999994,1.21096252872028,44.303797468354425,-3549.419999999982,1002.0999999999992,3205.8999999999987,1169.7399999999986,2015.4599999999982,3755.08,1002.0999999999992,5,108
2.0,15,2,short,vwap_slope,130,none,646,15235.959999999995,1.3365399992401545,43.653250773993804,-2933.4999999999945,992.0399999999993,2600.339999999999,1978.4399999999991,3607.379999999999,6057.76,992.0399999999993,5,101
1.5,60,0,long,none,200,adx,626,12842.259999999995,1.3585715059530823,57.02875399361022,-1284.0399999999954,985.6999999999991,3083.619999999999,2741.0599999999995,2068.2999999999993,3178.040000000001,985.6999999999991,5,79
3.0,60,2,long,none,200,adx,626,12603.759999999995,1.3477639927730816,56.54952076677316,-1314.0399999999954,982.1999999999991,3245.119999999999,2688.0599999999995,1820.7999999999988,3021.540000000001,982.1999999999991,5,79
3.0,30,1,both,none,130,adx,855,14136.799999999996,1.2342181737450584,46.198830409356724,-2533.0599999999795,979.4599999999991,4247.839999999998,1523.1199999999985,4954.699999999999,2135.58,979.4599999999991,5,83
2.5,60,1,long,none,200,adx,626,13508.759999999995,1.374141279409207,56.70926517571885,-1310.8800000000003,967.1999999999991,3247.119999999999,3046.0599999999995,2318.7999999999993,3066.040000000001,967.1999999999991,5,79
1.5,30,1,long,none,130,none,1004,13322.039999999994,1.2258073920595767,51.29482071713147,-1869.7999999999847,1605.1999999999991,4836.259999999998,964.1999999999982,4597.98,1318.399999999999,964.1999999999982,5,115
1.5,15,0,long,vwap_slope,130,none,704,9532.039999999994,1.2209657917088566,47.86931818181818,-2151.07999999998,1370.3799999999992,964.1399999999994,1482.6599999999987,2427.7999999999993,3287.0599999999995,964.1399999999994,5,106
2.5,15,1,long,none,130,adx,789,11219.639999999994,1.20096041382695,44.23320659062104,-3601.419999999982,956.839999999999,2939.3999999999987,1117.2399999999986,1963.9599999999982,3718.58,956.839999999999,5,108
1.25,60,0,long,none,200,none,989,14360.639999999992,1.2643824257589795,56.31951466127402,-2956.679999999993,1696.0599999999986,4280.0599999999995,4168.939999999999,3261.3599999999988,954.2199999999993,954.2199999999993,5,147
2.0,15,0,long,none,130,adx,790,10354.899999999994,1.1906209535226462,45.44303797468354,-3232.919999999982,1403.5999999999992,2446.3999999999987,1611.2399999999986,948.9599999999983,3235.08,948.9599999999983,5,108
1.25,30,0,long,vwap,200,none,798,11482.979999999992,1.2166789696305487,54.385964912280706,-3124.919999999993,948.4199999999992,2405.4399999999987,2294.3599999999988,4031.6399999999985,1803.1199999999988,948.4199999999992,5,137
1.5,15,1,both,vwap,130,adx,909,10410.339999999993,1.1642923177779945,47.634763476347636,-2687.6999999999935,946.5399999999989,2156.1599999999985,1836.2799999999984,2264.179999999999,2856.4799999999996,946.5399999999989,5,123
2.0,30,2,both,vwap_slope,200,none,1314,14090.63999999999,1.1431939520223473,48.4779299847793,-3307.459999999992,2017.9199999999985,1981.7199999999978,3069.2999999999975,6078.239999999998,943.459999999998,943.459999999998,5,221
2.5,60,2,long,none,200,adx,626,13500.259999999995,1.3751604127240844,56.86900958466453,-1314.0399999999954,934.6999999999991,3181.119999999999,3282.0599999999995,2234.7999999999993,3021.540000000001,934.6999999999991,5,79
1.25,60,1,both,vwap,200,adx,788,11929.879999999994,1.227228711331684,54.18781725888325,-2290.6399999999867,931.539999999999,2752.179999999999,2596.4399999999987,3099.4599999999996,2303.16,931.539999999999,5,91
3.0,30,2,both,none,130,adx,854,13640.539999999994,1.2247644351056282,46.25292740046839,-2602.5599999999795,930.1999999999991,4155.839999999998,1426.1199999999985,4752.699999999999,2095.58,930.1999999999991,5,83
2.0,15,0,long,vwap_slope,200,none,779,9907.539999999994,1.1770656774738693,45.95635430038511,-2411.5199999999913,928.9399999999993,1362.2599999999989,2088.0399999999986,2775.3399999999992,2752.9599999999987,928.9399999999993,5,146
2.0,30,0,long,vwap,130,none,662,14595.619999999995,1.3759689902512378,52.26586102719033,-1899.659999999998,1855.1199999999994,5236.82,927.9599999999994,4839.199999999999,1736.5199999999998,927.9599999999994,5,77
1.5,60,1,short,vwap,0,none,659,12782.339999999995,1.2312950404438894,50.22761760242792,-3284.1199999999862,923.0799999999992,2903.5999999999995,2708.219999999999,2648.6399999999994,3598.7999999999993,923.0799999999992,5,108
2.0,60,1,long,none,200,adx,626,12940.259999999995,1.358395991363218,56.70926517571885,-1310.8800000000003,919.6999999999991,3106.619999999999,2863.0599999999995,2121.299999999999,3066.040000000001,919.6999999999991,5,79
2.5,15,2,long,vwap_slope,200,none,777,12599.519999999993,1.222989303184975,45.94594594594595,-2666.519999999993,918.6799999999992,1397.2599999999989,2653.039999999999,4238.08,3392.4599999999987,918.6799999999992,5,146
3.0,30,1,both,vwap_slope,200,adx,841,12698.159999999993,1.1874995570234814,48.63258026159334,-2685.0999999999913,2364.6599999999994,3514.0199999999986,916.8999999999985,3974.699999999999,1395.939999999999,916.8999999999985,5,119
2.0,15,1,long,none,130,adx,789,10156.639999999994,1.1857631979398333,45.50063371356147,-3271.419999999982,1399.839999999999,2397.3999999999987,1538.7399999999986,914.4599999999983,3207.08,914.4599999999983,5,108
1.25,60,2,both,vwap,200,adx,787,11464.619999999995,1.217446439829542,54.00254129606099,-2320.1399999999867,911.039999999999,2698.6799999999994,2609.18,2798.4599999999996,2212.16,911.039999999999,5,91
1.5,60,0,both,vwap_slope,0,none,1299,22323.73999999999,1.23603343331354,53.5796766743649,-2785.920000000131,910.2999999999986,3027.279999999998,5175.319999999998,5831.899999999998,7378.939999999999,910.2999999999986,5,253
2.0,15,0,both,vwap_slope,200,none,1503,23526.27999999999,1.2086338961220238,44.843646041250835,-2754.940000000037,909.499999999999,3419.9599999999973,3071.3999999999974,6717.059999999998,9408.359999999999,909.499999999999,5,286
3.0,30,0,long,vwap,200,none,798,14699.479999999992,1.2676895318035515,52.00501253132832,-3378.920000000002,1770.9199999999992,3254.9399999999987,4247.359999999999,4517.1399999999985,909.1199999999988,909.1199999999988,5,137
2.5,15,0,both,vwap,200,none,1597,22488.219999999987,1.1792898348728713,43.14339386349405,-3035.8800000000992,908.359999999998,3683.7599999999975,5255.059999999997,6970.739999999998,5670.299999999997,908.359999999998,5,305
3.0,15,2,both,vwap,0,none,1631,23820.559999999987,1.1758180439691255,42.73451870018394,-5075.080000000107,906.3799999999984,3219.0399999999972,4465.819999999997,7056.779999999997,8172.539999999998,906.3799999999984,5,313
2.5,30,2,both,vwap_slope,200,adx,840,11970.899999999992,1.177108003792223,48.92857142857142,-2766.5999999999913,1920.3999999999987,3060.0199999999986,905.8999999999985,3921.699999999999,1715.9399999999994,905.8999999999985,5,119
2.0,15,2,long,vwap,0,none,871,13181.959999999995,1.1999536443490093,46.38346727898966,-2593.6199999999917,901.4999999999991,2875.0399999999986,3612.9399999999987,2836.739999999999,2955.739999999999,901.4999999999991,5,169
3.0,15,1,both,vwap,0,adx,1041,16358.159999999993,1.178153020599681,43.22766570605187,-4095.140000000052,899.8999999999988,5432.879999999998,3344.4399999999982,2961.579999999998,3481.580000000001,899.8999999999988,5,183
1.5,60,2,short,vwap,0,none,658,12623.579999999994,1.2276909879419327,50.15197568389058,-3307.1199999999862,898.5799999999992,2860.0999999999995,2700.9599999999987,2603.6399999999994,3560.2999999999993,898.5799999999992,5,108
1.25,30,1,long,vwap,200,none,798,11296.979999999992,1.2119147432294834,54.01002506265664,-3143.919999999993,898.4199999999992,2365.4399999999987,2241.3599999999988,4017.6399999999985,1774.1199999999988,898.4199999999992,5,137
3.0,15,2,long,vwap,200,none,854,11329.539999999994,1.1765735791561778,44.730679156908664,-2836.3599999999915,996.7399999999991,1038.5199999999988,4521.439999999999,3882.4799999999987,890.3599999999985,890.3599999999985,5,161
2.0,60,2,long,none,200,adx,626,12945.259999999995,1.3597374483469638,56.86900958466453,-1314.0399999999954,886.6999999999991,3042.619999999999,3102.5599999999995,2045.799999999999,3021.540000000001,886.6999999999991,5,79
1.5,15,1,long,vwap_slope,130,none,703,9170.279999999995,1.210854271726524,47.795163584637265,-2176.07999999998,1416.6199999999994,886.1399999999994,1179.6599999999987,2415.2999999999993,3272.5599999999995,886.1399999999994,5,106
1.5,15,0,both,vwap,130,none,1437,15017.61999999999,1.1580011434278046,46.34655532359081,-3425.9999999999914,885.7799999999987,1952.7799999999977,1426.2399999999973,5033.86,5718.959999999998,885.7799999999987,5,221
1.25,30,2,long,vwap,200,none,797,10809.219999999994,1.2016586830681792,53.70138017565872,-3161.919999999993,885.4199999999992,2331.9399999999987,2190.8599999999988,3738.3799999999983,1662.6199999999988,885.4199999999992,5,137
3.0,15,0,short,vwap,200,none,741,10018.159999999994,1.1591300563252314,39.94601889338731,-3819.259999999973,883.3599999999991,1102.2399999999986,934.119999999999,3320.5,3777.9399999999987,883.3599999999991,5,136
1.5,30,2,both,vwap_slope,200,adx,840,11933.399999999992,1.1808287080840894,50.476190476190474,-2552.3599999999915,2620.3999999999987,2034.5199999999986,881.8999999999985,4393.699999999999,1821.9400000000003,881.8999999999985,5,119
2.0,15,2,long,none,130,adx,789,10193.639999999994,1.1860468342084205,45.754119138149555,-3139.419999999982,1530.839999999999,2336.8999999999987,1688.2399999999986,879.9599999999983,3069.08,879.9599999999983,5,108
1.0,30,0,long,none,130,adx,626,9623.259999999995,1.2721890445101776,57.02875399361022,-1125.7600000000004,874.9599999999991,2634.92,1564.379999999999,2778.3599999999988,1740.8799999999994,874.9599999999991,5,63
2.5,30,0,both,vwap_slope,200,adx,841,12640.659999999993,1.1882782082331667,48.870392390011894,-2715.5999999999913,2078.159999999999,3285.0199999999986,872.8999999999985,4073.699999999999,1840.9399999999994,872.8999999999985,5,119
1.25,15,1,both,vwap,130,none,1436,14400.35999999999,1.1585291853741104,49.721448467966574,-2124.419999999997,872.0199999999991,1432.779999999998,2032.7399999999975,4856.86,5205.959999999998,872.0199999999991,5,221
2.0,15,2,both,vwap,0,adx,1040,12069.39999999999,1.1344711622451273,45.28846153846154,-4591.139999999992,868.8999999999987,4538.379999999998,2538.1799999999985,2225.579999999998,2670.080000000001,868.8999999999987,5,183
1.5,60,1,both,vwap_slope,0,adx,830,17818.799999999996,1.2742577457634943,54.81927710843374,-2623.299999999997,866.3799999999991,3198.9999999999986,1610.4799999999987,2455.8999999999996,9588.16,866.3799999999991,5,141
3.0,15,1,short,vwap,200,none,741,9936.159999999994,1.1572026479739443,40.08097165991903,-3891.2599999999734,957.8599999999991,1111.7399999999986,864.619999999999,3271.0,3730.9399999999987,864.619999999999,5,136
1.25,60,1,both,vwap_slope,0,none,1298,20803.97999999999,1.2213218557351182,53.85208012326657,-2903.420000000031,859.0399999999987,2811.7799999999984,5432.819999999998,5028.899999999998,6671.44,859.0399999999987,5,253
1.5,60,2,both,vwap_slope,0,adx,829,17476.039999999997,1.2680980332056664,54.8854041013269,-2637.799999999997,857.1199999999992,3121.9999999999986,1548.4799999999987,2331.8999999999996,9537.66,857.1199999999992,5,141
2.5,30,0,both,none,130,adx,855,14489.299999999996,1.242635026468423,46.666666666666664,-2213.959999999988,852.9599999999991,4140.839999999998,1827.6199999999985,5228.199999999999,2276.08,852.9599999999991,5,83
1.5,15,0,both,vwap,130,adx,910,10138.099999999993,1.160603666125095,47.36263736263736,-2674.699999999994,849.7999999999988,1943.1599999999985,1856.2799999999984,2279.179999999999,2856.9799999999996,849.7999999999988,5,123
1.0,30,1,long,none,130,adx,626,9479.259999999995,1.2663401777987568,56.86900958466453,-1140.2600000000004,847.9599999999991,2527.92,1560.379999999999,2780.8599999999988,1734.3799999999994,847.9599999999991,5,63
2.5,30,0,long,vwap_slope,130,none,561,12118.359999999997,1.379076879186989,52.406417112299465,-1518.3399999999965,843.8999999999996,3830.4799999999996,898.539999999999,5342.76,1202.6799999999994,843.8999999999996,5,68
1.0,30,2,long,none,130,adx,626,9662.759999999995,1.2716161265785637,57.02875399361022,-1154.7600000000004,841.9599999999991,2521.92,1792.379999999999,2783.3599999999988,1697.3799999999994,841.9599999999991,5,63
3.0,15,2,long,vwap_slope,200,none,777,12245.019999999993,1.2151504311083998,45.43114543114543,-2678.0199999999973,981.6799999999992,841.2599999999989,2355.0399999999986,4879.08,3187.9599999999987,841.2599999999989,5,146
2.0,30,1,long,none,130,none,1004,13634.539999999994,1.2264017789951838,50.298804780876495,-2332.439999999977,1395.699999999999,5489.759999999998,839.6999999999982,4372.98,1536.399999999999,839.6999999999982,5,115
2.0,30,0,both,none,130,adx,855,13442.299999999996,1.2268743381854303,47.134502923976605,-2121.0599999999795,1104.9599999999991,4077.8399999999983,839.6199999999985,5529.699999999999,1954.0799999999995,839.6199999999985,5,83
1.5,15,1,both,vwap,130,none,1436,14755.35999999999,1.1542482840231736,46.37883008356546,-3444.9999999999914,837.0199999999991,2082.779999999998,1104.2399999999973,5014.36,5716.959999999998,837.0199999999991,5,221
2.0,60,1,both,vwap_slope,0,none,1298,21622.47999999999,1.226448069851112,52.85053929121726,-3836.600000000286,834.0399999999988,3138.279999999998,5328.819999999998,6115.899999999998,6205.44,834.0399999999988,5,253
1.25,60,0,long,none,200,adx,626,12166.759999999995,1.340721233173634,57.50798722044729,-1328.3800000000003,831.6999999999991,3031.619999999999,2243.5599999999995,1669.2999999999988,3718.040000000001,831.6999999999991,5,79
1.5,60,1,long,none,200,adx,626,12284.259999999995,1.3410844835389402,56.86900958466453,-1360.8800000000003,823.1999999999991,3012.119999999999,2632.5599999999995,1904.799999999999,3137.540000000001,823.1999999999991,5,79
3.0,30,1,long,vwap,200,none,798,14204.479999999992,1.2571312407520778,51.62907268170426,-3402.4199999999946,1647.4199999999994,3147.9399999999987,4152.859999999999,4433.1399999999985,823.1199999999988,823.1199999999988,5,137
3.0,15,0,both,vwap,0,adx,1042,16623.41999999999,1.1817272474445355,42.994241842610364,-4068.640000000054,822.6599999999987,5443.879999999998,3421.9399999999982,3101.079999999998,3572.580000000001,822.6599999999987,5,183
3.0,15,2,short,vwap,200,none,740,10096.399999999994,1.159013900880432,40.13513513513514,-3962.3399999999583,1311.8599999999992,1058.2399999999989,820.8599999999988,3221.5,3683.9399999999987,820.8599999999988,5,136
2.5,30,0,long,vwap,200,none,798,13959.979999999992,1.254687553021974,52.130325814536334,-3378.9199999999946,1622.4199999999996,3246.9399999999987,4200.359999999999,4071.6399999999985,818.6199999999988,818.6199999999988,5,137
1.25,60,2,both,vwap_slope,0,none,1297,19637.71999999999,1.2079528980711294,53.73939861218196,-2939.419999999982,816.7799999999987,2707.7799999999984,5062.319999999998,4541.399999999998,6509.44,816.7799999999987,5,253
1.0,15,1,both,vwap,130,none,1436,11497.85999999999,1.136697673091464,53.690807799442894,-2304.4400000000005,1023.519999999999,1244.7799999999984,814.739999999998,4393.36,4021.459999999998,814.739999999998,5,221
1.0,60,0,both,vwap,130,adx,514,4551.139999999996,1.1565851114193861,55.447470817120625,-1479.439999999996,858.2399999999993,845.1799999999993,811.0599999999995,1035.5199999999988,1160.4399999999996,811.0599999999995,5,44
1.0,30,0,both,vwap,200,none,1460,15916.099999999988,1.1596325865872958,54.31506849315069,-3644.279999999995,809.4399999999988,3526.0399999999972,3586.2999999999975,6689.819999999997,1304.4999999999977,809.4399999999988,5,250
2.0,15,2,long,none,200,none,1391,11196.159999999989,1.1098538560350268,45.57872034507548,-4201.519999999985,805.2799999999984,3241.619999999998,1015.0999999999976,2190.279999999998,3943.8799999999974,805.2799999999984,5,263
1.0,15,0,both,vwap,130,none,1437,11639.619999999992,1.1395051098410884,53.58385525400139,-2213.4400000000005,801.7799999999992,1335.7799999999984,823.239999999998,4670.860000000001,4007.959999999998,801.7799999999992,5,221
1.5,30,0,both,vwap_slope,200,adx,841,12821.159999999993,1.1961393717988729,50.65398335315101,-2408.5999999999967,2647.6599999999994,2264.5199999999986,801.3999999999985,4457.699999999999,2447.9400000000005,801.3999999999985,5,119
1.5,60,2,long,none,200,adx,626,12287.759999999995,1.3423388485288168,57.02875399361022,-1344.3800000000003,799.6999999999991,2955.119999999999,2883.5599999999995,1789.7999999999988,3097.040000000001,799.6999999999991,5,79
1.25,60,0,both,vwap,130,none,833,6933.5799999999945,1.1511956167624033,53.06122448979592,-1742.1599999999946,2005.2399999999993,1655.579999999999,983.4199999999987,1491.7599999999984,797.5799999999992,797.5799999999992,5,83
2.5,15,1,long,vwap,200,none,855,11633.299999999992,1.1827905120453526,45.02923976608187,-2996.3999999999915,793.2399999999991,1621.0199999999984,4280.439999999999,3773.24,1165.3599999999985,793.2399999999991,5,161
1.25,15,0,both,vwap,130,none,1437,14822.119999999992,1.1642230623508545,49.68684759916493,-2115.4199999999955,787.2799999999992,1579.779999999998,2117.2399999999975,5141.86,5195.959999999998,787.2799999999992,5,221
2.0,30,1,long,vwap,130,none,662,14162.619999999995,1.3622657474594928,51.81268882175226,-1908.659999999998,1777.1199999999992,5163.82,785.4599999999994,4732.699999999999,1703.5199999999998,785.4599999999994,5,77
3.0,15,1,short,vwap,0,adx,505,6134.2999999999965,1.1296897661300893,41.584158415841586,-4700.019999999984,843.1199999999994,2995.6000000000004,1233.739999999999,1146.639999999999,782.6799999999992,782.6799999999992,5,85
3.0,30,0,both,vwap_slope,200,none,1316,18406.15999999999,1.187372128236101,48.17629179331307,-3407.1600000000944,2410.6799999999985,3764.7199999999975,3763.7999999999975,7687.499999999997,779.459999999998,779.459999999998,5,221
1.25,60,1,both,vwap,130,none,833,6420.0799999999945,1.138956634815259,52.460984393757506,-1768.1599999999985,1838.2399999999993,1418.5799999999983,941.9199999999987,1442.7599999999984,778.5799999999992,778.5799999999992,5,83
3.0,30,2,long,vwap_slope,130,none,560,11796.099999999995,1.366030906945902,51.964285714285715,-1309.3399999999965,771.8999999999996,3597.4799999999996,827.539999999999,5390.0,1209.1799999999994,771.8999999999996,5,68
3.0,15,2,short,vwap_slope,130,none,646,18060.959999999995,1.3859553896895125,41.3312693498452,-2933.4999999999945,771.5399999999993,3293.8399999999983,2655.439999999999,4170.879999999999,7169.26,771.5399999999993,5,101
2.5,30,1,both,vwap_slope,200,adx,841,12085.159999999993,1.1790282678707398,48.870392390011894,-2741.0999999999913,1933.159999999999,3136.0199999999986,771.3999999999985,3997.699999999999,1778.4399999999994,771.3999999999985,5,119
1.0,30,1,both,vwap,200,none,1460,15289.599999999988,1.1522901896256688,54.109589041095894,-3657.279999999995,769.9399999999988,3064.5399999999972,3499.7999999999975,6683.319999999997,1271.9999999999977,769.9399999999988,5,250
1.25,60,0,short,vwap,0,none,659,11644.339999999995,1.2124326771902052,50.834597875569045,-3849.5799999999745,767.0799999999992,2642.5999999999985,3231.719999999999,1851.6399999999994,3151.2999999999993,767.0799999999992,5,108
1.0,30,0,long,vwap,200,none,798,9860.979999999992,1.1949444424016191,56.64160401002506,-2766.4999999999836,765.4199999999994,2124.9399999999987,2188.3599999999988,3543.6399999999985,1238.6199999999988,765.4199999999994,5,137
2.0,15,1,long,vwap,200,none,855,9710.299999999992,1.1536929648150533,45.73099415204678,-3116.67999999999,1169.239999999999,1748.0199999999986,3460.4399999999987,2567.739999999999,764.8599999999985,764.8599999999985,5,161
3.0,15,2,long,none,200,none,1391,11945.659999999989,1.114991768603716,44.21279654924515,-4376.519999999986,762.2799999999984,2984.119999999998,875.0999999999976,3609.779999999998,3714.3799999999974,762.2799999999984,5,263
2.0,30,0,both,vwap_slope,200,adx,841,11104.159999999993,1.1659933250836159,49.10820451843044,-2771.5999999999913,2242.1599999999994,2630.5199999999986,760.8999999999985,3481.199999999999,1717.4399999999994,760.8999999999985,5,119
2.5,30,1,long,vwap_slope,130,none,561,11729.859999999997,1.3643033151686776,52.04991087344028,-1531.8399999999965,758.8999999999996,3681.4799999999996,845.039999999999,5284.26,1160.1799999999994,758.8999999999996,5,68
1.25,15,1,both,vwap,130,adx,909,11328.339999999993,1.1896470039920435,51.26512651265126,-1599.42,758.5399999999987,1941.6599999999985,2186.279999999999,2875.679999999999,2594.4799999999996,758.5399999999987,5,123
1.5,30,0,both,none,130,adx,855,13088.299999999996,1.227157863459871,49.005847953216374,-1798.03999999999,1107.9599999999991,3778.3399999999983,756.1199999999986,5905.199999999999,2055.58,756.1199999999986,5,83
1.25,60,2,both,vwap,130,none,833,5984.0799999999945,1.1287396718128857,52.22088835534213,-1793.6599999999985,1830.2399999999993,1353.5799999999983,901.9199999999987,1143.7599999999984,754.5799999999992,754.5799999999992,5,83
3.0,15,1,long,vwap,200,none,855,11462.799999999992,1.1789238036339817,44.56140350877193,-2949.899999999994,751.7399999999991,1155.0199999999984,4761.939999999999,3799.739999999999,994.3599999999985,751.7399999999991,5,161
1.25,60,1,short,vwap,0,none,659,11471.339999999995,1.2083907536905558,50.834597875569045,-3893.0799999999745,750.5799999999992,2604.0999999999985,3181.719999999999,1814.1399999999994,3120.7999999999993,750.5799999999992,5,108
3.0,15,0,short,vwap,0,adx,505,6118.2999999999965,1.129668186099269,41.18811881188119,-4650.519999999984,750.1199999999994,2949.6000000000004,1269.239999999999,1184.139999999999,820.6799999999992,750.1199999999994,5,85
1.5,30,1,both,vwap_slope,200,adx,841,12126.659999999993,1.1839684039402232,50.416171224732466,-2437.3599999999915,2598.1599999999994,2216.5199999999986,749.8999999999985,4425.699999999999,1944.9400000000003,749.8999999999985,5,119
2.0,15,2,long,vwap_slope,0,none,792,12722.919999999995,1.2160949730045185,46.590909090909086,-2354.5999999999967,747.9399999999991,2234.0199999999986,2154.0399999999986,3054.8399999999992,4532.079999999998,747.9399999999991,5,152
3.0,15,2,short,vwap,0,adx,504,6393.039999999996,1.1347262900704418,41.66666666666667,-4749.519999999984,1216.1199999999994,2978.6000000000004,1223.979999999999,1109.139999999999,744.6799999999992,744.6799999999992,5,85
3.0,60,0,long,vwap_slope,0,none,683,14617.079999999994,1.3449961551914824,57.10102489019033,-1993.3399999999965,743.4399999999993,1485.259999999999,4691.26,5118.859999999999,2578.26,743.4399999999993,5,126
1.5,15,2,long,vwap_slope,130,none,702,9397.019999999997,1.2165543299712211,48.148148148148145,-2180.919999999982,1563.6199999999994,743.1399999999994,1348.6599999999987,2483.539999999999,3258.0599999999995,743.1399999999994,5,106
2.0,30,2,long,vwap,130,none,661,13980.359999999997,1.35594665113238,51.73978819969742,-1917.659999999998,1739.1199999999992,5090.82,740.4599999999994,4739.439999999999,1670.5199999999993,740.4599999999994,5,77
2.0,30,0,long,vwap_slope,130,none,561,12224.859999999997,1.3827823917457078,52.584670231729056,-1509.3399999999965,740.3999999999994,3856.4799999999996,780.039999999999,5261.26,1586.6799999999996,740.3999999999994,5,68
2.5,15,2,long,vwap,200,adx,527,7209.519999999997,1.1685733165044965,45.16129032258064,-2651.4799999999914,738.5199999999995,910.2599999999991,2004.1999999999996,1447.6799999999992,767.0999999999992,738.5199999999995,5,85
3.0,30,2,long,vwap,200,none,797,13759.719999999994,1.2480093957099267,51.568381430363864,-3425.919999999993,1582.9199999999992,3040.9399999999987,3997.3599999999988,4401.379999999998,737.1199999999988,737.1199999999988,5,137
1.0,30,1,long,vwap,200,none,798,9656.479999999992,1.1897855035138836,56.390977443609025,-2793.4999999999836,736.9199999999994,2004.4399999999991,2163.3599999999988,3538.6399999999985,1213.1199999999988,736.9199999999994,5,137
1.0,60,1,both,vwap,130,adx,514,4353.139999999996,1.1488573607306871,55.252918287937746,-1491.939999999997,818.2399999999993,732.1799999999993,795.5599999999995,1017.5199999999988,1154.9399999999996,732.1799999999993,5,44
2.5,30,1,long,vwap,200,none,798,13441.979999999992,1.2437751288063847,51.75438596491229,-3402.419999999993,1525.9199999999994,3069.4399999999987,4118.859999999999,3995.6399999999985,732.1199999999988,732.1199999999988,5,137
1.5,30,1,both,none,130,adx,855,12388.299999999996,1.212895358313046,48.771929824561404,-1817.03999999999,996.959999999999,3729.3399999999983,726.1199999999986,5894.699999999999,1564.0799999999992,726.1199999999986,5,83
2.5,15,0,long,vwap,200,none,856,12135.559999999992,1.191873235116478,45.09345794392524,-2873.8599999999915,725.9999999999989,2015.0199999999984,4319.439999999999,3819.24,1255.8599999999985,725.9999999999989,5,161
3.0,15,1,both,vwap_slope,200,adx,966,21652.659999999993,1.2775221355992423,44.409937888198755,-2641.6400000000003,723.3199999999989,4266.939999999999,2863.5999999999985,4965.219999999999,7425.859999999999,723.3199999999989,5,161
3.0,15,1,long,vwap_slope,200,none,778,12316.279999999995,1.2165966676948736,45.24421593830334,-2827.5199999999986,722.1799999999992,937.7599999999989,2610.5399999999986,4778.84,3266.9599999999987,722.1799999999992,5,146
1.25,60,2,short,vwap,0,none,658,11065.579999999994,1.2003807850241455,50.75987841945289,-3936.5799999999745,720.5799999999992,2567.5999999999985,2908.4599999999987,1775.6399999999994,3093.2999999999993,720.5799999999992,5,108
3.0,30,0,long,vwap_slope,130,none,561,12149.859999999997,1.3788742285221054,52.22816399286988,-1518.3399999999965,905.8999999999996,3755.4799999999996,720.539999999999,5474.76,1293.1799999999994,720.539999999999,5,68
2.0,15,1,short,vwap_slope,130,none,647,14998.219999999998,1.3328750948806611,43.585780525502315,-2910.9999999999945,719.5399999999995,2627.339999999999,1977.6999999999991,3623.379999999999,6050.26,719.5399999999995,5,101
2.0,30,2,both,vwap_slope,200,adx,840,9879.899999999992,1.1464345783560388,49.047619047619044,-2823.5999999999913,2108.3999999999987,2476.5199999999986,717.3999999999985,2715.199999999999,1621.4399999999991,717.3999999999985,5,119
2.5,30,2,long,vwap_slope,130,none,560,11742.599999999995,1.3655304527776342,52.142857142857146,-1309.3399999999965,713.8999999999996,3605.4799999999996,1027.539999999999,5278.0,1117.6799999999994,713.8999999999996,5,68
2.5,15,2,both,vwap_slope,200,none,1500,28872.49999999999,1.2514469795010514,44.333333333333336,-3154.9400000000896,712.7399999999984,3773.9599999999973,4438.139999999998,8066.299999999997,11881.36,712.7399999999984,5,286
1.0,60,0,long,none,200,none,989,13777.639999999992,1.2587106342275338,57.22952477249748,-2757.179999999993,1441.0599999999986,3861.56,4722.439999999999,3039.8599999999988,712.7199999999987,712.7199999999987,5,147
2.5,15,2,both,vwap,0,adx,1040,16165.39999999999,1.177546741469126,44.230769230769226,-4296.920000000127,710.3999999999987,5671.879999999999,3389.6799999999985,2633.579999999998,3594.579999999999,710.3999999999987,5,183
1.5,30,0,long,vwap_slope,200,none,694,11466.439999999995,1.2436685996202093,53.45821325648416,-2546.119999999998,708.4599999999995,1182.3799999999987,3194.9199999999987,4513.939999999999,1866.7400000000005,708.4599999999995,5,124
2.5,60,0,long,vwap_slope,0,none,683,14118.079999999994,1.3332186263388972,57.10102489019033,-1993.3399999999965,696.9399999999993,1485.259999999999,4628.26,5130.359999999999,2177.26,696.9399999999993,5,126
