rr,or_minutes,offset_ticks,direction,bias,max_or_points,regime,trades,net,pf,win,maxdd,seg1,seg2,seg3,seg4,seg5,min_seg,n_pos,min_seg_trades
1.25,30,0,both,vwap,130,none,1174,16873.23999999999,1.2407598502809798,51.27768313458262,-3017.3599999999587,1593.0799999999992,4358.939999999998,245.75999999999817,8315.619999999999,2359.839999999999,245.75999999999817,5,134
2.5,15,0,long,vwap,0,none,873,15600.479999999992,1.236413033595077,45.47537227949599,-2262.120000000041,244.75999999999885,3455.539999999998,4319.439999999999,3989.499999999999,3591.239999999998,244.75999999999885,5,169
3.0,15,2,long,none,0,adx,905,12792.799999999996,1.172146472523282,44.30939226519337,-4165.039999999988,274.4799999999988,4484.359999999999,244.37999999999852,585.7999999999981,6829.1,244.37999999999852,5,160
2.5,60,2,both,vwap,130,adx,514,2593.1399999999967,1.0824849368943186,51.16731517509727,-1718.580000000001,242.73999999999927,1184.6799999999992,515.0599999999994,331.01999999999896,338.4399999999996,242.73999999999927,5,44
1.0,60,0,long,vwap_slope,0,none,683,13011.579999999994,1.3143526981039173,58.41874084919473,-1942.3399999999965,241.93999999999937,1329.259999999999,4322.26,5008.359999999999,2109.7599999999993,241.93999999999937,5,126
2.0,15,0,both,vwap,0,adx,1042,11520.919999999991,1.129016551322538,44.81765834932821,-4541.139999999992,241.15999999999906,4408.379999999998,2454.4399999999982,2295.579999999998,2861.080000000001,241.15999999999906,5,183
3.0,15,1,long,vwap_slope,0,none,793,15807.679999999997,1.2654714834056813,45.523329129886505,-2343.100000000013,239.9399999999991,2271.0199999999986,2610.5399999999986,4948.5999999999985,5737.58,239.9399999999991,5,152
2.0,60,0,long,none,130,none,695,9829.699999999995,1.2932650797448784,55.25179856115108,-1310.4199999999983,1298.579999999999,3229.08,2529.9400000000005,2535.2199999999993,236.87999999999977,236.87999999999977,5,63
1.5,15,1,long,vwap,200,none,855,4577.799999999994,1.0739697269948623,47.134502923976605,-3114.0799999999854,516.7399999999991,400.0199999999986,2313.4399999999987,1114.2399999999986,233.35999999999876,233.35999999999876,5,161
2.0,60,0,long,none,200,none,989,15856.639999999992,1.2899042930284637,55.71284125379171,-3229.179999999993,1563.5599999999986,4652.0599999999995,5348.439999999999,4060.3599999999988,232.21999999999866,232.21999999999866,5,147
3.0,15,2,both,none,130,adx,1020,14629.199999999992,1.185571325822971,41.66666666666667,-3483.060000000143,291.8199999999989,5039.079999999998,5694.719999999998,2203.9999999999977,231.60000000000036,231.60000000000036,5,135
2.0,60,0,both,vwap,130,adx,514,3350.6399999999962,1.107714207458443,51.55642023346303,-1679.439999999996,774.2399999999993,1188.1799999999992,671.5599999999994,480.51999999999896,227.9399999999996,227.9399999999996,5,44
1.25,15,2,both,vwap,200,adx,1015,9031.89999999999,1.1173217811493297,50.73891625615764,-2833.86,227.61999999999898,2344.5999999999985,3150.9199999999983,1634.2799999999984,755.9599999999984,227.61999999999898,5,171
1.5,60,0,short,vwap,200,none,530,6708.799999999996,1.176267659477198,49.056603773584904,-3088.839999999991,1462.7999999999995,2258.9399999999987,420.199999999999,2339.6800000000003,227.17999999999938,227.17999999999938,5,68
1.5,30,0,short,vwap_slope,200,none,622,6596.719999999994,1.1355428209801328,46.141479099678456,-2996.499999999962,2179.2199999999993,708.839999999999,419.87999999999874,3063.5599999999995,225.21999999999912,225.21999999999912,5,97
2.5,15,1,long,none,200,none,1392,12700.919999999987,1.1233356237786285,44.4683908045977,-4556.259999999986,224.77999999999838,3568.119999999998,998.5999999999976,3490.5399999999977,4418.879999999997,224.77999999999838,5,263
3.0,60,0,both,vwap_slope,0,none,1299,18741.23999999999,1.1956775455765916,52.96381832178599,-4264.600000000026,224.2999999999986,3876.779999999998,4741.819999999998,5824.399999999998,4073.9399999999996,224.2999999999986,5,253
1.0,30,1,long,none,200,none,1222,12631.219999999992,1.1623737129623155,55.319148936170215,-2328.039999999998,218.81999999999857,1052.7799999999982,3028.499999999998,4137.759999999998,4193.359999999998,218.81999999999857,5,211
1.25,15,1,both,vwap_slope,200,none,1502,16191.01999999999,1.1540974295046291,50.19973368841545,-2755.3599999999697,218.7399999999987,890.4599999999979,1154.3999999999971,5570.559999999998,8356.859999999997,218.7399999999987,5,286
1.25,30,1,both,vwap,130,adx,733,12956.079999999994,1.2813588532373874,52.11459754433834,-2335.4599999999773,1369.6999999999991,4422.879999999999,218.35999999999876,6136.5999999999985,1473.7199999999993,218.35999999999876,5,72
1.25,15,0,long,vwap_slope,0,none,794,8661.439999999995,1.1573667365312106,50.75566750629723,-1938.6200000000001,710.6999999999994,217.51999999999896,1459.0399999999986,1124.5999999999985,5149.579999999998,217.51999999999896,5,152
1.25,60,0,short,vwap,200,none,530,5982.299999999996,1.1580723016360797,49.81132075471698,-3379.2799999999897,1330.2999999999995,1933.439999999999,784.1999999999989,1718.6799999999992,215.67999999999938,215.67999999999938,5,68
3.0,15,0,long,vwap,0,none,873,15754.479999999994,1.2370201781463643,44.90263459335625,-2217.6200000000426,215.25999999999885,2806.0399999999986,4847.439999999999,4094.4999999999986,3791.239999999998,215.25999999999885,5,169
2.5,30,2,both,vwap,130,adx,732,14354.819999999996,1.2901460672840084,48.224043715846996,-2775.1799999999603,1802.9399999999991,5461.379999999999,213.85999999999876,5275.5999999999985,1100.7199999999993,213.85999999999876,5,72
2.5,30,2,long,none,200,none,1221,12809.95999999999,1.1505960613070132,50.61425061425061,-3225.03999999999,213.81999999999852,3141.779999999998,3627.4999999999977,4391.499999999998,1435.359999999998,213.81999999999852,5,211
1.25,15,0,long,none,130,adx,790,6087.399999999995,1.1214405610755809,50.37974683544304,-2584.399999999997,783.0999999999992,1103.3999999999987,212.73999999999876,725.4599999999984,2492.08,212.73999999999876,5,108
2.5,15,0,long,none,200,none,1394,13735.93999999999,1.1342550736343817,44.47632711621234,-4504.259999999986,211.2999999999986,4016.119999999998,1377.0999999999976,3573.0399999999977,4558.379999999997,211.2999999999986,5,263
2.5,15,2,long,none,0,none,1423,17852.97999999999,1.1657351461577123,45.11595221363317,-3930.4399999999932,666.3199999999986,5295.899999999998,211.11999999999762,2924.0599999999977,8755.579999999998,211.11999999999762,5,281
1.25,60,1,both,vwap_slope,130,none,726,6013.759999999995,1.1545733589612173,52.34159779614325,-1538.7800000000004,1501.4399999999991,1949.359999999999,210.99999999999886,1669.7399999999986,682.2199999999993,210.99999999999886,5,72
1.5,60,0,both,none,130,none,1010,9112.599999999993,1.1609344888582456,50.89108910891089,-2039.6599999999871,1079.939999999999,4437.839999999998,1418.9599999999984,1966.3999999999987,209.45999999999924,209.45999999999924,5,96
1.25,30,2,both,vwap_slope,130,adx,665,12585.399999999994,1.305083447427926,52.18045112781955,-1789.399999999987,1769.279999999999,2677.0,208.29999999999882,4924.639999999999,3350.380000000001,208.29999999999882,5,63
1.5,60,1,short,vwap,200,none,530,6486.799999999996,1.1695593985905772,49.056603773584904,-3110.339999999991,1380.7999999999995,2224.9399999999987,368.199999999999,2304.6800000000003,208.17999999999938,208.17999999999938,5,68
2.5,15,1,long,vwap_slope,0,none,793,15439.179999999993,1.2606518397864968,45.90163934426229,-2343.1000000000113,207.9399999999991,2854.0199999999986,2521.539999999999,4286.5999999999985,5569.08,207.9399999999991,5,152
2.0,60,1,both,vwap,130,adx,514,3075.1399999999967,1.098247284345048,51.36186770428015,-1698.939999999997,697.2399999999993,1132.6799999999992,630.0599999999994,414.51999999999896,205.9399999999996,205.9399999999996,5,44
1.25,60,1,short,vwap,200,none,530,5856.299999999996,1.1539517516372306,49.81132075471698,-3401.7799999999897,1314.2999999999995,1902.939999999999,744.6999999999989,1689.179999999999,205.17999999999938,205.17999999999938,5,68
1.5,30,1,short,vwap_slope,200,none,622,6457.719999999994,1.1319237432176241,46.141479099678456,-3065.499999999962,2164.7199999999993,666.839999999999,375.87999999999874,3048.0599999999995,202.21999999999912,202.21999999999912,5,97
2.0,60,1,long,none,130,none,694,9714.439999999995,1.2894400003813735,55.04322766570605,-1348.8799999999865,1177.8199999999993,3140.08,2731.4400000000005,2463.2199999999993,201.87999999999977,201.87999999999977,5,63
3.0,30,2,both,vwap_slope,200,none,1314,16739.639999999992,1.1689884059750093,48.02130898021309,-3492.1600000000926,2135.9199999999987,3469.7199999999975,3630.2999999999975,7302.239999999998,201.459999999998,201.459999999998,5,221
1.0,30,0,long,vwap,130,none,662,11898.119999999995,1.342469010292388,57.40181268882175,-2005.57999999998,1232.1199999999992,3794.8199999999997,200.4599999999989,4699.199999999999,1971.5199999999993,200.4599999999989,5,77
2.5,30,0,short,vwap,130,none,512,5987.619999999997,1.171430943703063,42.3828125,-2938.4599999999773,247.45999999999947,547.1199999999991,1588.799999999999,3405.42,198.8199999999996,198.8199999999996,5,57
1.25,15,1,long,vwap_slope,0,none,793,8628.679999999993,1.1560456786457427,50.945775535939475,-2023.3399999999847,875.9399999999994,198.51999999999896,1383.0399999999986,1039.0999999999985,5132.079999999998,198.51999999999896,5,152
2.5,30,1,long,none,200,none,1222,13035.71999999999,1.1534540257826194,50.49099836333879,-3193.03999999999,194.81999999999852,3293.779999999998,3514.9999999999977,4461.2599999999975,1570.859999999998,194.81999999999852,5,211
1.25,30,2,both,vwap,130,adx,732,12616.319999999994,1.2721954717798534,51.775956284153004,-2361.9599999999773,1385.9399999999991,4416.879999999999,193.85999999999876,5821.5999999999985,1470.2199999999993,193.85999999999876,5,72
1.25,60,2,short,vwap,200,none,529,5772.039999999995,1.1511921887720407,49.7164461247637,-3423.7799999999897,1284.2999999999995,1873.939999999999,761.4399999999989,1658.679999999999,193.67999999999938,193.67999999999938,5,68
1.5,15,1,long,none,130,none,1260,9268.099999999991,1.1160422264942529,47.14285714285714,-3999.879999999989,803.1799999999987,2028.399999999998,190.85999999999774,2457.959999999998,3787.699999999998,190.85999999999774,5,195
2.0,30,2,long,none,200,none,1221,12892.959999999988,1.1518458043648059,50.778050778050776,-3225.03999999999,189.81999999999846,3288.279999999998,2757.9999999999986,4447.499999999998,2209.359999999998,189.81999999999846,5,211
1.5,60,2,short,vwap,200,none,529,6377.539999999995,1.1660999380140535,48.96030245746692,-3131.839999999991,1356.2999999999995,2190.9399999999987,373.9399999999989,2267.1800000000003,189.17999999999938,189.17999999999938,5,68
1.0,30,1,long,vwap,130,none,662,11750.119999999995,1.3358505191767258,57.09969788519638,-2029.07999999998,1207.1199999999992,3682.3199999999997,185.9599999999989,4704.699999999999,1970.0199999999993,185.9599999999989,5,77
2.5,15,1,both,vwap_slope,200,none,1502,28849.51999999999,1.2517204528495753,44.14114513981358,-3113.4400000000896,184.73999999999864,4049.4599999999973,4467.899999999998,8188.559999999998,11958.86,184.73999999999864,5,286
3.0,15,0,both,vwap,0,none,1634,24283.339999999993,1.1805756745968246,42.53365973072216,-4981.080000000107,183.63999999999862,3487.5399999999972,4909.079999999997,7203.539999999997,8499.539999999997,183.63999999999862,5,314
1.25,30,0,both,none,130,adx,855,13211.299999999996,1.238665756658589,51.11111111111111,-1718.6199999999974,183.45999999999924,3065.8399999999983,1302.1199999999985,6180.699999999999,3067.08,183.45999999999924,5,83
2.5,15,0,short,vwap,200,none,741,10352.659999999994,1.166490676827011,40.89068825910931,-3343.759999999973,182.35999999999922,1668.7399999999986,935.6199999999985,3151.5,4414.439999999999,182.35999999999922,5,136
3.0,15,0,long,vwap_slope,0,none,794,16082.939999999995,1.2714378105858948,45.46599496221663,-2331.6000000000186,180.69999999999916,2367.5199999999986,2711.0399999999986,5003.0999999999985,5820.58,180.69999999999916,5,152
1.25,15,2,long,vwap_slope,0,none,792,9021.919999999995,1.1632501803150597,51.13636363636363,-1961.6799999999823,1031.4399999999994,178.51999999999896,1566.0399999999986,1118.3399999999988,5127.579999999998,178.51999999999896,5,152
1.5,15,2,long,vwap,200,none,854,4874.039999999994,1.0787790351861717,47.423887587822016,-3158.5799999999854,660.2399999999991,373.0199999999986,2487.9399999999987,1174.4799999999987,178.35999999999876,178.35999999999876,5,161
1.5,15,2,long,vwap,0,none,871,7486.459999999995,1.115851454321492,47.76119402985074,-2881.6199999999917,176.99999999999915,1323.5399999999986,2487.9399999999987,1343.7399999999984,2154.239999999998,176.99999999999915,5,169
1.25,60,2,both,vwap_slope,130,none,725,5422.999999999995,1.1384423487052078,52.275862068965516,-1561.2800000000004,1473.1799999999992,1886.859999999999,176.49999999999886,1223.7399999999989,662.7199999999993,176.49999999999886,5,72
2.5,15,2,both,vwap,0,none,1631,23237.059999999987,1.1730048247948177,43.408951563458004,-5314.580000000107,176.37999999999852,4214.539999999997,4405.319999999997,6237.279999999997,8203.539999999997,176.37999999999852,5,313
1.25,30,2,both,none,130,adx,854,12787.039999999994,1.2280018244368265,50.93676814988291,-1737.6199999999974,174.69999999999914,3021.3399999999983,1246.1199999999985,5868.699999999999,3073.08,174.69999999999914,5,83
1.5,60,1,both,none,130,none,1009,8379.339999999993,1.1470104010156097,50.74331020812686,-2174.159999999987,875.6799999999992,4331.339999999998,1294.4599999999984,1704.3999999999987,173.45999999999913,173.45999999999913,5,96
2.5,15,1,short,vwap_slope,130,none,647,16879.219999999998,1.36622892187898,42.194744976816075,-2910.9999999999945,172.5399999999994,2974.8399999999992,2943.699999999999,3764.379999999999,7023.76,172.5399999999994,5,101
1.25,15,0,long,vwap,0,none,873,8231.479999999992,1.1340911897239785,50.51546391752577,-2730.3999999999924,482.75999999999925,983.0399999999987,3592.9399999999987,171.49999999999886,3001.2399999999984,171.49999999999886,5,169
1.0,30,2,long,vwap,130,none,661,11691.359999999997,1.3327137059824583,56.88350983358548,-2000.3399999999801,1148.6199999999992,3670.8199999999997,171.4599999999989,4762.439999999999,1938.0199999999993,171.4599999999989,5,77
1.25,60,2,short,vwap_slope,0,none,614,7752.139999999996,1.1489229598864268,50.3257328990228,-3200.079999999976,393.33999999999946,1267.0199999999988,702.5599999999988,171.03999999999883,5218.179999999999,171.03999999999883,5,109
2.0,60,2,long,none,130,none,693,9437.679999999995,1.2800611538032396,55.12265512265512,-1388.3799999999865,1145.3199999999993,3059.82,2674.4400000000005,2391.2199999999993,166.87999999999977,166.87999999999977,5,63
1.0,15,2,long,vwap,0,none,871,5845.9599999999955,1.100564894388936,53.73134328358209,-2753.6199999999917,165.9999999999993,209.03999999999928,1350.4399999999987,879.7399999999984,3240.7399999999984,165.9999999999993,5,169
1.25,30,0,short,vwap,130,none,512,3967.6199999999963,1.120489120928244,46.875,-2340.460000000001,177.95999999999958,161.6199999999991,173.79999999999905,3292.42,161.81999999999948,161.6199999999991,5,57
1.5,15,2,short,vwap_slope,130,none,646,11263.959999999995,1.257300093746745,46.13003095975232,-1878.0999999999967,156.5399999999994,1988.339999999999,953.4399999999987,2775.879999999999,5389.76,156.5399999999994,5,101
1.0,60,1,both,vwap_slope,0,none,1298,21237.97999999999,1.2303171282665253,54.930662557781204,-2395.9200000000274,155.0399999999987,2703.279999999998,5230.319999999998,5692.399999999998,7456.939999999999,155.0399999999987,5,253
1.5,15,2,long,vwap_slope,0,none,792,9125.919999999995,1.158759583763028,48.10606060606061,-2464.379999999992,154.43999999999932,1158.5199999999993,1260.5399999999986,1920.8399999999988,4631.58,154.43999999999932,5,152
2.0,30,1,long,none,130,adx,626,8424.259999999995,1.207368237601613,50.319488817891376,-2367.699999999988,682.9599999999994,4330.92,154.37999999999897,1891.3599999999988,1685.3799999999994,154.37999999999897,5,63
2.5,60,0,both,vwap_slope,0,none,1299,17736.73999999999,1.1851895472087308,52.96381832178599,-4264.599999999989,154.29999999999853,3609.279999999998,4568.819999999998,5731.399999999998,3672.9399999999987,154.29999999999853,5,253
1.0,15,2,both,vwap,200,none,1594,8188.43999999999,1.0756446400596846,53.13676286072773,-3618.8799999999865,153.59999999999894,737.2599999999982,373.29999999999745,3501.479999999998,3422.7999999999975,153.59999999999894,5,305
1.25,15,0,long,vwap_slope,130,none,704,8424.039999999994,1.203874270385757,50.71022727272727,-2138.659999999976,2108.8799999999997,152.1399999999993,1050.1599999999987,1679.2999999999988,3433.5599999999995,152.1399999999993,5,106
1.25,30,1,both,none,130,adx,855,13111.799999999996,1.235317723255532,50.994152046783626,-1728.1199999999974,150.95999999999913,3040.8399999999983,1263.6199999999985,6177.699999999999,3070.58,150.95999999999913,5,83
3.0,15,2,long,none,200,adx,882,7056.319999999992,1.0992746358336483,43.65079365079365,-4358.1999999999925,150.43999999999892,2356.0799999999986,697.1199999999985,751.0199999999983,2303.239999999999,150.43999999999892,5,149
1.25,15,2,long,vwap,0,none,871,8596.459999999994,1.1393431834420655,50.86107921928817,-2755.8999999999924,801.4999999999993,945.0399999999989,3723.9399999999987,148.73999999999864,2977.2399999999984,148.73999999999864,5,169
2.0,60,1,long,none,200,none,988,15580.87999999999,1.2841911115585924,55.56680161943321,-3250.679999999993,1427.2999999999988,4536.5599999999995,5511.439999999999,3956.8599999999988,148.71999999999866,148.71999999999866,5,147
2.0,15,0,long,none,0,none,1426,17775.25999999999,1.1688002452339672,45.79242636746143,-4208.699999999988,655.8399999999986,5263.399999999998,146.61999999999762,2155.819999999998,9553.579999999998,146.61999999999762,5,282
2.5,60,1,both,vwap,200,adx,788,10357.379999999996,1.1936943642375188,53.045685279187815,-2296.1399999999867,145.53999999999928,3124.679999999999,2590.9399999999987,3466.4599999999996,896.1599999999992,145.53999999999928,5,91
1.25,30,0,long,none,200,none,1223,14685.97999999999,1.1810591146609015,53.147996729354055,-2422.959999999988,145.07999999999868,2022.7799999999982,2667.499999999998,4763.2599999999975,5087.359999999998,145.07999999999868,5,211
1.0,60,0,short,vwap,0,none,659,10267.839999999995,1.191240070000767,52.04855842185129,-3702.1199999999862,143.57999999999942,2175.0999999999985,2594.219999999999,2042.6399999999994,3312.2999999999993,143.57999999999942,5,108
3.0,60,1,both,vwap,200,adx,788,10977.379999999996,1.205289044149549,53.045685279187815,-2296.1399999999867,143.53999999999928,3232.179999999999,2714.9399999999987,3703.9599999999996,1049.1599999999992,143.53999999999928,5,91
2.5,60,0,long,none,130,none,695,10488.199999999995,1.3129111579580488,55.25179856115108,-1310.4199999999983,1345.579999999999,3450.08,2724.9400000000005,2824.7199999999993,142.87999999999977,142.87999999999977,5,63
3.0,60,0,long,none,130,none,695,9750.199999999995,1.2887055950292725,54.96402877697841,-1310.4199999999983,1392.079999999999,3599.08,2212.9400000000005,2403.2199999999993,142.87999999999977,142.87999999999977,5,63
2.0,15,2,both,vwap_slope,0,none,1535,25138.59999999999,1.2073789780580162,45.14657980456026,-4054.359999999999,141.0199999999988,3918.9799999999977,2216.6599999999976,6617.5999999999985,12244.339999999998,141.0199999999988,5,298
2.5,15,0,long,vwap_slope,0,none,794,15602.939999999995,1.2647204332453357,45.843828715365234,-2331.600000000013,139.6999999999992,2925.0199999999986,2575.039999999999,4320.0999999999985,5643.08,139.6999999999992,5,152
2.0,15,2,long,none,0,none,1423,16281.979999999989,1.1531019305423023,46.029515108924805,-4094.699999999988,929.3199999999985,5022.399999999998,138.61999999999762,2025.059999999998,8166.579999999997,138.61999999999762,5,281
2.5,60,0,long,none,200,none,989,16605.639999999992,1.3035981345660352,55.71284125379171,-3229.1800000000167,1610.5599999999986,4873.0599999999995,5668.939999999999,4314.859999999999,138.21999999999866,138.21999999999866,5,147
3.0,60,0,long,none,200,none,989,15867.639999999992,1.2887645336405211,55.51061678463094,-3229.179999999993,1657.0599999999984,5022.0599999999995,5156.939999999999,3893.3599999999988,138.21999999999866,138.21999999999866,5,147
1.5,60,2,both,none,130,none,1008,8004.079999999993,1.139659766803324,50.69444444444444,-2205.099999999986,808.679999999999,4248.079999999998,1238.9599999999984,1570.8999999999987,137.45999999999913,137.45999999999913,5,96
1.0,15,0,both,vwap_slope,130,adx,864,11670.139999999992,1.2313418219763765,55.90277777777778,-1738.6599999999817,1831.999999999999,1902.499999999999,137.45999999999867,3768.619999999999,1927.379999999999,137.45999999999867,5,113
2.0,30,1,long,none,200,none,1222,13001.71999999999,1.1533271963396914,50.654664484451715,-3193.03999999999,136.81999999999852,3428.779999999998,2623.4999999999986,4487.2599999999975,2325.359999999998,136.81999999999852,5,211
1.25,15,1,long,vwap_slope,130,none,703,8408.779999999995,1.202449001211018,50.924608819345664,-2238.159999999976,2279.6199999999994,136.1399999999993,972.6599999999987,1597.7999999999988,3422.5599999999995,136.1399999999993,5,106
1.25,30,0,short,vwap_slope,200,none,622,4931.219999999995,1.1032824812158262,47.42765273311897,-3040.9999999999645,1770.719999999999,557.839999999999,567.8799999999987,1899.5599999999995,135.21999999999912,135.21999999999912,5,97
2.0,60,2,both,vwap,130,adx,514,2641.6399999999967,1.0840276686555714,51.16731517509727,-1721.8199999999924,676.2399999999993,1077.1799999999992,588.5599999999994,134.51999999999896,183.9399999999996,134.51999999999896,5,44
2.0,15,2,long,none,200,adx,882,7015.819999999993,1.1011089993353385,45.3514739229025,-3913.199999999991,221.93999999999892,2064.0799999999986,1239.1199999999985,134.5199999999985,2135.239999999999,134.5199999999985,5,149
2.5,30,1,short,vwap,130,none,512,5417.119999999995,1.1540188446425828,42.3828125,-3000.4599999999805,134.45999999999947,498.1199999999991,1551.299999999999,3058.92,174.3199999999996,134.45999999999947,5,57
3.0,15,2,short,none,130,adx,758,11027.579999999993,1.1890851790187702,39.97361477572559,-2934.879999999992,134.27999999999884,6659.020000000001,2812.9599999999987,730.4399999999985,737.7599999999991,134.27999999999884,5,101
1.0,15,1,both,vwap_slope,130,adx,863,11512.379999999994,1.2262899694660145,56.083429895712634,-1755.1599999999817,1944.7399999999993,1902.999999999999,128.95999999999867,3493.1199999999994,1926.879999999999,128.95999999999867,5,113
1.0,60,1,short,vwap,0,none,659,10062.839999999995,1.1866293859437624,52.04855842185129,-3719.1199999999862,128.07999999999942,2146.0999999999985,2478.219999999999,2016.1399999999994,3294.2999999999993,128.07999999999942,5,108
1.25,15,1,long,none,130,adx,789,5929.639999999995,1.1175533928999781,50.57034220532319,-2598.899999999997,820.3399999999992,1091.8999999999987,126.73999999999876,642.4599999999984,2476.58,126.73999999999876,5,108
2.5,15,1,short,vwap,0,adx,505,6106.299999999997,1.131124103102374,42.772277227722775,-3653.879999999992,126.11999999999921,3331.1000000000004,1379.239999999999,1253.139999999999,1173.6799999999992,126.11999999999921,5,85
1.0,15,2,long,none,130,adx,789,2347.6399999999944,1.0488879615133602,53.35868187579214,-2568.420000000001,302.3399999999994,124.89999999999895,207.23999999999887,321.9599999999987,1223.079999999999,124.89999999999895,5,108
1.25,60,0,both,vwap,200,none,1235,18041.09999999999,1.233727701029194,53.76518218623482,-4797.400000000016,2100.2999999999984,4276.319999999998,6361.539999999998,5178.7199999999975,124.21999999999935,124.21999999999935,5,172
2.5,15,1,long,none,0,none,1424,18313.73999999999,1.1705227097126698,44.9438202247191,-4090.4399999999932,351.3199999999986,5594.399999999998,124.11999999999762,3327.319999999998,8916.579999999998,124.11999999999762,5,282
1.0,60,1,long,vwap_slope,0,none,683,13041.079999999994,1.314940009379798,58.12591508052709,-1951.8399999999965,123.43999999999926,1280.759999999999,4603.76,4981.359999999999,2051.7599999999993,123.43999999999926,5,126
1.5,60,0,both,vwap,0,none,1476,25859.75999999999,1.2371854466208556,53.2520325203252,-5150.020000000077,123.39999999999873,6004.139999999998,7329.499999999998,5773.2599999999975,6629.459999999997,123.39999999999873,5,289
2.5,60,1,both,vwap_slope,0,adx,830,13924.299999999994,1.2118474390502918,54.33734939759036,-2623.2999999999975,123.37999999999897,3465.999999999999,1138.4799999999987,2453.4,6550.16,123.37999999999897,5,141
1.5,30,2,long,none,200,none,1221,12971.45999999999,1.1550611424412798,51.5970515970516,-2562.819999999996,123.31999999999857,2544.779999999998,3352.499999999998,4478.499999999998,2472.359999999998,123.31999999999857,5,211
1.0,15,1,long,vwap,0,none,872,5746.719999999994,1.0991143262794942,53.78440366972477,-2742.1199999999917,119.99999999999932,224.03999999999928,1164.9399999999987,995.4999999999986,3242.2399999999984,119.99999999999932,5,169
1.25,30,1,short,vwap_slope,200,none,622,4437.719999999995,1.092378943266424,47.266881028938904,-3357.9999999999663,1631.719999999999,524.839999999999,286.87999999999874,1875.0599999999995,119.21999999999912,119.21999999999912,5,97
2.5,15,1,both,vwap,0,adx,1041,16478.65999999999,1.181534661067718,44.09221902017291,-4268.140000000054,118.89999999999873,5883.379999999999,3235.4399999999982,3370.079999999998,3682.579999999999,118.89999999999873,5,183
1.25,15,2,long,vwap_slope,130,none,702,8817.519999999997,1.212658320655461,51.13960113960114,-2178.999999999978,2440.6199999999994,118.13999999999925,1155.1599999999987,1681.0399999999988,3422.5599999999995,118.13999999999925,5,106
1.5,15,1,both,vwap,200,adx,1016,5807.659999999992,1.0715003468117572,47.047244094488185,-2766.86,116.11999999999887,2007.5999999999983,1441.6799999999985,1025.2799999999982,1094.9599999999984,116.11999999999887,5,171
2.5,15,0,short,vwap_slope,130,none,647,16769.719999999998,1.3653334785687055,42.040185471406495,-2888.4999999999945,115.53999999999951,2788.3399999999992,3046.699999999999,3791.379999999999,7027.76,115.53999999999951,5,101
1.5,30,0,both,vwap,200,adx,922,14701.719999999992,1.2062069733564076,50.542299349240785,-3012.4400000000223,2014.059999999999,4601.159999999998,1353.7599999999984,5646.419999999998,114.33999999999878,114.33999999999878,5,134
1.5,15,2,both,vwap_slope,200,none,1500,16331.499999999989,1.1481395006678818,47.06666666666667,-2860.319999999969,114.23999999999887,1756.4599999999978,1042.6399999999971,4566.799999999997,8851.359999999999,114.23999999999887,5,286
2.5,30,2,short,vwap,130,none,511,5256.359999999996,1.1485296403150105,42.27005870841487,-3062.459999999983,113.19999999999959,449.1199999999991,1513.799999999999,3030.42,149.8199999999996,113.19999999999959,5,57
3.0,15,2,short,none,200,none,1328,15615.77999999999,1.1416467684742968,39.90963855421687,-4442.759999999995,113.05999999999852,5686.339999999998,2552.5799999999977,3734.5199999999977,3529.279999999998,113.05999999999852,5,253
2.0,15,0,long,none,200,adx,883,8087.579999999993,1.117969282634247,45.18686296715742,-3973.6999999999903,109.69999999999902,2199.5799999999986,1181.1199999999985,213.5199999999985,3140.739999999999,109.69999999999902,5,149
2.0,15,0,long,vwap,200,adx,528,6041.779999999995,1.1439525344383599,45.83333333333333,-2885.4199999999973,824.7799999999991,923.7599999999991,2105.7000000000003,1107.6799999999992,108.09999999999923,108.09999999999923,5,85
2.0,60,2,short,vwap_slope,0,none,614,7273.639999999996,1.1364510905371716,48.534201954397396,-4046.1399999999867,106.33999999999946,1668.0199999999988,387.5599999999988,752.039999999999,4359.679999999999,106.33999999999946,5,109
2.5,60,1,long,none,130,none,694,10355.939999999995,1.3085533780176193,55.04322766570605,-1348.8799999999865,1225.3199999999993,3359.58,2920.9400000000005,2744.7199999999993,105.37999999999978,105.37999999999978,5,63
3.0,60,1,long,none,130,none,694,9601.939999999995,1.2839268373747277,54.7550432276657,-1348.8799999999865,1272.3199999999993,3506.08,2399.9400000000005,2318.2199999999993,105.37999999999978,105.37999999999978,5,63
1.25,30,2,short,vwap_slope,200,none,621,4342.9599999999955,1.0899420165836133,47.18196457326892,-3422.9999999999673,1636.46,493.83999999999907,249.87999999999874,1859.0599999999995,103.71999999999912,103.71999999999912,5,97
2.0,60,1,short,none,0,none,1006,11067.559999999994,1.1314992724954325,47.01789264413519,-5398.7799999999515,317.39999999999884,5914.519999999999,99.15999999999804,239.55999999999858,4496.919999999998,99.15999999999804,5,190
2.0,15,1,long,none,200,adx,882,7036.319999999992,1.101643968753557,45.12471655328798,-4028.6999999999907,98.43999999999892,2137.5799999999986,1099.1199999999985,174.0199999999985,2295.239999999999,98.43999999999892,5,149
3.0,60,2,both,vwap,200,adx,787,10634.119999999995,1.1982671859763998,52.98602287166455,-2334.6399999999867,92.53999999999928,3148.179999999999,2689.179999999999,3591.9599999999996,1001.1599999999992,92.53999999999928,5,91
