rr,or_minutes,offset_ticks,direction,bias,max_or_points,trades,net,pf,win,maxdd,seg1,seg2,seg3,seg4,min_seg,n_pos,min_seg_trades
1.0,30,0,both,none,250,488,9389.879999999996,1.2058298600470585,56.35245901639344,-2673.839999999991,3515.279999999999,1820.4399999999996,1022.6999999999989,3031.459999999999,1022.6999999999989,4,119
1.0,15,4,both,vwap_slope,180,397,7782.719999999997,1.24937613670008,56.17128463476071,-2531.3200000000006,1243.079999999999,4483.9400000000005,1022.2399999999991,1033.4599999999991,1022.2399999999991,4,94
3.0,30,4,short,none,250,317,6210.919999999998,1.1782956996624647,42.90220820189275,-4162.759999999995,2226.359999999999,1017.5399999999995,1357.7599999999993,1609.2599999999993,1017.5399999999995,4,76
1.5,15,0,long,none,0,398,9561.479999999996,1.270181801946703,51.256281407035175,-1818.1399999999976,1013.2399999999991,5601.9400000000005,1859.7199999999991,1086.579999999999,1013.2399999999991,4,94
2.0,15,2,both,vwap,250,462,9819.619999999995,1.2101687065092326,47.18614718614719,-4185.339999999986,2805.4400000000005,4821.84,1012.399999999999,1179.939999999999,1012.399999999999,4,109
1.5,15,1,long,none,0,398,9506.479999999996,1.2672757524588067,51.256281407035175,-1826.1399999999976,1011.2399999999991,5603.4400000000005,1834.7199999999991,1057.079999999999,1011.2399999999991,4,94
1.5,15,2,long,none,0,398,9435.479999999996,1.2639512172469565,51.256281407035175,-1834.1399999999976,1009.2399999999991,5604.9400000000005,1809.7199999999991,1011.579999999999,1009.2399999999991,4,94
1.0,30,1,both,none,250,488,9360.379999999996,1.204361187622153,56.35245901639344,-2685.839999999991,3521.779999999999,1810.4399999999996,1007.6999999999989,3020.459999999999,1007.6999999999989,4,119
2.5,15,2,both,vwap,130,346,10880.959999999997,1.3761406807960481,46.53179190751445,-2585.53999999999,3188.08,5517.02,1174.479999999999,1001.3799999999994,1001.3799999999994,4,63
1.25,15,2,short,vwap_slope,250,218,7758.1799999999985,1.3865032875432046,53.669724770642205,-2572.2399999999943,2243.7999999999993,2715.2800000000007,1001.0599999999995,1798.0400000000002,1001.0599999999995,4,53
1.25,15,0,short,vwap_slope,0,220,7842.699999999999,1.3891339986027744,54.090909090909086,-2516.979999999994,2327.5599999999995,2727.040000000001,1001.0599999999995,1787.0400000000002,1001.0599999999995,4,54
1.25,15,2,short,vwap_slope,0,220,7378.699999999999,1.360244462584608,53.63636363636364,-2541.979999999994,1834.0599999999995,2745.540000000001,1001.0599999999995,1798.0400000000002,1001.0599999999995,4,54
1.25,15,0,short,vwap_slope,250,218,8220.179999999998,1.416306500215238,54.12844036697248,-2548.2399999999943,2736.3,2695.7800000000007,1001.0599999999995,1787.0400000000002,1001.0599999999995,4,53
1.25,15,1,short,vwap_slope,250,218,8038.6799999999985,1.4051856145568176,54.12844036697248,-2560.7399999999943,2543.7999999999993,2704.2800000000007,1000.0599999999995,1790.5400000000002,1000.0599999999995,4,53
1.25,15,1,short,vwap_slope,0,220,7660.199999999999,1.3783050204605314,54.090909090909086,-2529.979999999994,2134.5599999999995,2735.040000000001,1000.0599999999995,1790.5400000000002,1000.0599999999995,4,54
2.5,30,2,both,none,250,488,8944.879999999996,1.1762709513004814,50.0,-4337.519999999984,3725.779999999999,997.9399999999989,1478.699999999999,2742.459999999998,997.9399999999989,4,119
1.5,60,0,both,vwap_slope,250,302,9004.519999999997,1.3996126590547602,54.3046357615894,-2553.8999999999924,3920.879999999999,1277.6799999999994,995.0599999999993,2810.8999999999996,995.0599999999993,4,65
3.0,30,0,both,none,130,263,8911.88,1.451670320826073,50.19011406844106,-1957.7599999999948,4888.700000000001,994.7999999999995,1762.0599999999993,1266.3199999999997,994.7999999999995,4,32
1.0,30,2,both,none,250,488,9043.879999999996,1.1961078876575724,56.14754098360656,-2697.839999999991,3271.779999999999,1769.9399999999996,992.6999999999989,3009.459999999999,992.6999999999989,4,119
1.0,30,1,both,none,130,263,8106.379999999999,1.4825536403530697,58.935361216730044,-845.7599999999948,4760.200000000001,972.7999999999995,1264.0599999999993,1109.3199999999997,972.7999999999995,4,32
1.0,30,0,both,none,130,263,8088.379999999999,1.4842349650550604,58.935361216730044,-841.2599999999948,4743.200000000001,972.7999999999995,1266.5599999999993,1105.8199999999997,972.7999999999995,4,32
3.0,30,1,both,none,130,263,8778.38,1.4423373832981277,50.19011406844106,-1976.2599999999948,4836.200000000001,970.2999999999995,1719.5599999999993,1252.3199999999997,970.2999999999995,4,32
2.0,30,4,both,none,0,521,10474.459999999997,1.1847544905152125,50.8637236084453,-4612.999999999984,2962.0599999999986,3703.260000000002,969.7599999999984,2839.3799999999987,969.7599999999984,4,126
2.5,15,0,short,vwap_slope,130,157,8893.82,1.6863892447558926,45.85987261146497,-3057.4999999999945,964.7199999999996,3649.620000000001,1102.1999999999996,3177.2800000000007,964.7199999999996,4,28
1.0,15,0,both,vwap_slope,250,435,10600.599999999995,1.2964259209236333,57.01149425287356,-3767.1199999999917,2140.3599999999997,4897.799999999999,2599.08,963.359999999999,963.359999999999,4,105
1.5,60,1,both,vwap_slope,250,302,8893.519999999997,1.3929948228290436,54.3046357615894,-2573.3999999999924,3895.379999999999,1252.6799999999994,960.0599999999993,2785.3999999999996,960.0599999999993,4,65
2.5,30,4,both,none,0,521,10967.459999999997,1.1927093656302583,50.479846449136275,-5022.999999999984,3247.5599999999986,4376.760000000002,959.2599999999989,2383.8799999999987,959.2599999999989,4,126
2.5,15,0,short,vwap_slope,250,218,11507.179999999998,1.51881866112884,46.330275229357795,-3661.4399999999932,1779.2999999999995,4880.280000000001,958.0599999999995,3889.540000000001,958.0599999999995,4,53
2.5,15,0,short,vwap_slope,0,220,11129.7,1.4927192460528271,46.36363636363636,-3630.179999999993,1370.5599999999995,4911.540000000001,958.0599999999995,3889.540000000001,958.0599999999995,4,54
1.0,15,1,both,vwap_slope,250,435,10620.099999999995,1.2955168128561405,57.01149425287356,-3783.1199999999917,2144.3599999999997,4920.799999999999,2597.58,957.359999999999,957.359999999999,4,105
3.0,30,1,both,none,0,521,13543.96,1.240056348892377,50.479846449136275,-4860.999999999984,3972.0599999999986,5549.260000000002,954.7599999999993,3067.8799999999987,954.7599999999993,4,126
2.5,15,1,short,vwap_slope,130,157,8879.32,1.681039124398868,45.85987261146497,-3079.9999999999945,954.7199999999996,3655.620000000001,1089.6999999999996,3179.2800000000007,954.7199999999996,4,28
1.5,15,4,long,none,0,398,9267.479999999996,1.2566792133010942,51.005025125628144,-1850.1399999999976,1005.2399999999991,5607.9400000000005,1705.7199999999991,948.579999999999,948.579999999999,4,94
2.0,15,0,both,vwap,130,346,10760.959999999997,1.3831475684405719,47.398843930635834,-2496.879999999992,3342.08,4955.02,947.9799999999991,1515.8799999999994,947.9799999999991,4,63
2.5,15,4,both,vwap,130,346,10156.459999999997,1.345971131317962,45.95375722543353,-2645.53999999999,2616.58,5497.02,1095.479999999999,947.3799999999994,947.3799999999994,4,63
3.0,30,2,both,none,130,263,8661.38,1.433938178170876,50.19011406844106,-1994.7599999999948,4800.200000000001,945.7999999999995,1677.0599999999993,1238.3199999999997,945.7999999999995,4,32
1.25,60,0,both,vwap_slope,250,302,8475.019999999999,1.3765022292433367,54.63576158940398,-2413.3999999999924,3005.879999999999,1352.1799999999994,943.0599999999993,3173.8999999999996,943.0599999999993,4,65
1.0,30,2,both,none,130,263,7837.379999999999,1.460354568020741,58.55513307984791,-850.2599999999948,4520.700000000001,942.2999999999995,1261.5599999999993,1112.8199999999997,942.2999999999995,4,32
2.5,15,1,short,vwap_slope,250,218,11473.679999999998,1.5147784201595613,46.330275229357795,-3685.9399999999932,1766.7999999999995,4883.280000000001,938.5599999999995,3885.040000000001,938.5599999999995,4,53
2.5,15,1,short,vwap_slope,0,220,11095.2,1.48882227456205,46.36363636363636,-3655.179999999993,1357.5599999999995,4914.040000000001,938.5599999999995,3885.040000000001,938.5599999999995,4,54
3.0,60,0,long,none,0,319,7674.439999999998,1.3228882409616252,56.112852664576806,-3230.179999999993,936.4999999999995,2889.8600000000006,1303.2599999999993,2544.8199999999997,936.4999999999995,4,75
1.0,15,0,long,none,0,398,9197.979999999996,1.288733468733029,57.286432160804026,-1934.359999999997,931.7399999999991,3865.4400000000005,3209.7199999999993,1191.079999999999,931.7399999999991,4,94
1.5,30,0,both,vwap_slope,250,382,10167.319999999996,1.2830646526379554,53.403141361256544,-2505.359999999997,3752.74,3820.7199999999993,930.2199999999991,1663.6399999999992,930.2199999999991,4,89
1.0,30,0,both,vwap,130,227,7253.519999999998,1.5202415618320828,60.352422907488986,-935.1999999999989,4157.82,943.9799999999996,929.9399999999994,1221.7799999999997,929.9399999999994,4,28
1.0,15,1,long,none,0,398,9198.479999999996,1.2873241020418997,57.286432160804026,-1939.859999999997,928.7399999999991,3880.9400000000005,3209.2199999999993,1179.579999999999,928.7399999999991,4,94
1.0,30,1,both,vwap,130,227,7263.519999999998,1.51806056802134,60.352422907488986,-939.6999999999989,4168.82,942.9799999999996,926.4399999999994,1225.2799999999997,926.4399999999994,4,28
2.0,15,1,both,vwap,130,346,10455.959999999997,1.3700087902195006,47.398843930635834,-2518.879999999992,3342.08,4682.52,925.4799999999991,1505.8799999999994,925.4799999999991,4,63
1.5,15,4,short,vwap_slope,130,157,6801.32,1.5624774639174568,50.318471337579616,-2009.7999999999956,922.2199999999996,2517.120000000001,975.6999999999996,2386.2799999999997,922.2199999999996,4,28
2.5,60,0,long,vwap,0,232,4695.819999999998,1.260882947068065,55.603448275862064,-2618.4999999999964,920.0599999999995,1183.3599999999994,1354.0599999999995,1238.3399999999995,920.0599999999995,4,56
3.0,60,0,long,vwap,0,232,5096.819999999998,1.2831610713944435,55.603448275862064,-2618.4999999999955,920.0599999999995,1584.3599999999994,1354.0599999999995,1238.3399999999995,920.0599999999995,4,56
1.25,15,2,short,vwap_slope,130,157,6443.319999999999,1.574729909089611,54.77707006369427,-1831.7999999999956,1468.7199999999996,2261.120000000001,919.1999999999996,1794.2799999999997,919.1999999999996,4,28
2.5,15,2,short,vwap_slope,250,218,11226.679999999998,1.5012452238143583,46.330275229357795,-3710.4399999999932,1540.7999999999995,4886.280000000001,919.0599999999995,3880.540000000001,919.0599999999995,4,53
2.5,15,2,short,vwap_slope,0,220,10847.2,1.4756016927898583,46.36363636363636,-3680.179999999993,1131.0599999999995,4916.540000000001,919.0599999999995,3880.540000000001,919.0599999999995,4,54
1.25,15,1,short,vwap_slope,130,157,6718.819999999998,1.610535402733352,55.4140127388535,-1821.7999999999956,1769.7199999999996,2248.620000000001,916.1999999999996,1784.2799999999997,916.1999999999996,4,28
2.5,15,0,both,vwap,250,462,12188.619999999995,1.2614543484201781,46.75324675324675,-4558.339999999986,3371.9400000000005,6745.34,1155.899999999999,915.4399999999989,915.4399999999989,4,109
1.25,15,0,short,vwap_slope,130,157,6894.319999999998,1.6303205397794798,55.4140127388535,-1810.7999999999956,1963.7199999999996,2237.620000000001,915.1999999999996,1777.7799999999997,915.1999999999996,4,28
1.25,60,1,both,vwap_slope,250,302,8049.519999999999,1.3560729316237274,54.63576158940398,-2429.8999999999924,2978.379999999999,1003.6799999999994,914.0599999999993,3153.3999999999996,914.0599999999993,4,65
1.0,60,0,both,vwap_slope,250,302,9141.519999999999,1.421794571289886,55.960264900662246,-1795.0599999999904,3482.879999999999,1651.1799999999994,912.5599999999993,3094.8999999999996,912.5599999999993,4,65
1.0,30,2,both,vwap,130,227,6986.519999999998,1.491011213844558,59.91189427312775,-944.1999999999989,3923.3199999999997,911.4799999999996,922.9399999999994,1228.7799999999997,911.4799999999996,4,28
1.5,15,0,short,vwap_slope,130,157,6811.32,1.5754398177873592,50.318471337579616,-1976.2999999999956,903.7199999999996,2594.120000000001,965.1999999999996,2348.2799999999997,903.7199999999996,4,28
1.5,15,1,short,vwap_slope,130,157,6830.32,1.5734839490790256,50.318471337579616,-1988.2999999999956,902.2199999999996,2606.120000000001,964.1999999999996,2357.7799999999997,902.2199999999996,4,28
1.5,15,2,short,vwap_slope,130,157,6849.32,1.5715520723114351,50.318471337579616,-2000.2999999999956,900.7199999999996,2618.120000000001,963.1999999999996,2367.2799999999997,900.7199999999996,4,28
1.5,30,1,both,vwap_slope,250,382,9592.819999999996,1.2645604760798972,53.141361256544506,-2514.359999999997,3740.74,3796.7199999999993,900.2199999999992,1155.1399999999992,900.2199999999992,4,89
2.0,30,0,both,none,250,488,10699.879999999996,1.2134976738469203,50.409836065573764,-3842.519999999984,4105.779999999999,897.9399999999989,1633.199999999999,4062.959999999999,897.9399999999989,4,119
2.0,15,0,both,vwap,180,421,8081.959999999996,1.2026214054704538,46.55581947743468,-2772.8399999999965,2438.16,3357.7199999999993,897.059999999999,1389.019999999999,897.059999999999,4,97
3.0,60,1,long,none,0,319,7498.439999999998,1.314247158614678,56.112852664576806,-3251.679999999993,896.9999999999994,2842.8600000000006,1259.2599999999993,2499.3199999999997,896.9999999999994,4,75
3.0,30,4,both,none,130,263,8427.38,1.4174206183708302,49.80988593155893,-2031.7599999999948,4728.200000000001,896.7999999999995,1592.0599999999993,1210.3199999999997,896.7999999999995,4,32
2.5,15,4,short,vwap_slope,0,220,10797.2,1.4697024272511974,46.36363636363636,-3715.679999999993,1123.5599999999995,4907.540000000001,894.5599999999995,3871.540000000001,894.5599999999995,4,54
2.5,15,4,short,vwap_slope,250,218,11178.679999999998,1.4951449688128138,46.330275229357795,-3744.9399999999932,1534.2999999999995,4878.280000000001,894.5599999999995,3871.540000000001,894.5599999999995,4,53
2.0,30,0,both,vwap_slope,250,382,9445.819999999996,1.25740608423002,52.35602094240838,-2788.8799999999865,2570.74,4253.719999999999,893.7199999999992,1727.6399999999992,893.7199999999992,4,89
1.0,60,1,both,vwap_slope,250,302,9072.019999999999,1.4167992898990716,55.960264900662246,-1813.0599999999904,3465.379999999999,1633.1799999999994,890.5599999999993,3082.8999999999996,890.5599999999993,4,65
2.5,30,0,short,none,0,336,4628.859999999997,1.12023918684784,43.452380952380956,-4526.51999999999,1413.3799999999992,1289.0800000000006,888.7999999999995,1037.5999999999992,888.7999999999995,4,80
2.5,15,0,long,none,250,391,7443.159999999999,1.2073002198566112,48.08184143222506,-2058.5200000000004,888.4799999999991,2207.420000000001,2419.2199999999993,1928.039999999999,888.4799999999991,4,92
2.5,60,1,long,vwap,0,232,4564.319999999998,1.2525949488979349,55.603448275862064,-2634.9999999999964,888.0599999999995,1149.8599999999994,1321.0599999999995,1205.3399999999995,888.0599999999995,4,56
3.0,60,1,long,vwap,0,232,4965.819999999998,1.2748144409542588,55.603448275862064,-2634.9999999999955,888.0599999999995,1551.3599999999994,1321.0599999999995,1205.3399999999995,888.0599999999995,4,56
1.25,60,2,both,vwap_slope,250,302,7886.019999999999,1.3473576920637382,54.63576158940398,-2446.3999999999924,2949.879999999999,981.6799999999994,886.5599999999993,3067.8999999999996,886.5599999999993,4,65
3.0,30,2,both,none,0,521,13274.96,1.234380831951174,50.479846449136275,-4914.999999999984,3915.0599999999986,5487.760000000002,883.7599999999993,2988.3799999999987,883.7599999999993,4,126
2.5,30,4,both,none,250,488,8465.879999999996,1.1654742940464766,49.795081967213115,-4442.519999999984,3635.779999999999,875.9399999999989,1346.699999999999,2607.459999999998,875.9399999999989,4,119
2.0,15,1,both,vwap,180,421,7738.459999999996,1.192979052369077,46.55581947743468,-2784.3399999999965,2431.66,3072.2199999999993,872.059999999999,1362.519999999999,872.059999999999,4,97
1.5,15,4,short,vwap_slope,180,193,6997.1799999999985,1.405192491884198,49.740932642487046,-2452.519999999995,1083.5199999999995,2176.2000000000007,870.2599999999995,2867.2000000000007,870.2599999999995,4,45
1.5,30,2,both,vwap_slope,250,382,9375.319999999996,1.2575038878326628,53.141361256544506,-2523.359999999997,3728.74,3749.7199999999993,870.2199999999992,1026.6399999999992,870.2199999999992,4,89
1.0,60,2,both,vwap_slope,250,302,8555.019999999999,1.387373860408084,55.62913907284768,-1831.0599999999904,3000.379999999999,1615.1799999999994,868.5599999999993,3070.8999999999996,868.5599999999993,4,65
2.5,15,1,long,none,250,391,7270.159999999999,1.201430094489969,48.08184143222506,-2080.0200000000004,865.9799999999991,2162.920000000001,2368.2199999999993,1873.039999999999,865.9799999999991,4,92
1.5,15,0,short,vwap_slope,180,193,7031.1799999999985,1.4149711575575228,49.740932642487046,-2409.019999999995,1071.0199999999995,2263.2000000000007,865.7599999999995,2831.2000000000007,865.7599999999995,4,45
2.5,30,1,short,none,0,336,4473.859999999997,1.115758860073328,43.452380952380956,-4558.51999999999,1386.8799999999992,1254.5800000000006,864.2999999999995,968.0999999999992,864.2999999999995,4,80
1.5,15,1,short,vwap_slope,180,193,7044.1799999999985,1.4135175212124842,49.740932642487046,-2423.519999999995,1068.0199999999995,2272.7000000000007,863.2599999999995,2840.2000000000007,863.2599999999995,4,45
1.5,15,2,short,vwap_slope,180,193,7057.1799999999985,1.4120793330289192,49.740932642487046,-2438.019999999995,1065.0199999999995,2282.2000000000007,860.7599999999995,2849.2000000000007,860.7599999999995,4,45
2.0,15,4,both,vwap,250,462,9258.119999999995,1.1963242170353265,46.96969696969697,-4250.339999999986,2507.9400000000005,4779.84,860.399999999999,1109.939999999999,860.399999999999,4,109
3.0,60,2,long,none,0,319,7322.439999999998,1.3056735308973872,56.112852664576806,-3273.179999999993,857.4999999999993,2795.8600000000006,1215.2599999999993,2453.8199999999997,857.4999999999993,4,75
2.5,60,0,long,none,0,319,7193.439999999998,1.3026510322659364,56.112852664576806,-3230.179999999993,856.4999999999994,2488.8600000000006,1303.2599999999993,2544.8199999999997,856.4999999999994,4,75
3.0,60,2,long,vwap,0,232,4834.819999999998,1.2665322287223832,55.603448275862064,-2651.4999999999955,856.0599999999995,1518.3599999999994,1288.0599999999995,1172.3399999999995,856.0599999999995,4,56
2.5,60,2,long,vwap,0,232,4432.819999999998,1.244370916419878,55.603448275862064,-2651.4999999999964,856.0599999999995,1116.3599999999994,1288.0599999999995,1172.3399999999995,856.0599999999995,4,56
2.5,15,1,both,vwap,250,462,11585.619999999995,1.247291571149139,46.75324675324675,-4607.839999999986,3354.9400000000005,6270.84,1104.899999999999,854.9399999999989,854.9399999999989,4,109
2.0,30,1,both,vwap_slope,250,382,8425.319999999996,1.2286495560974784,52.35602094240838,-2828.3799999999865,2111.74,4217.219999999999,849.7199999999992,1246.6399999999992,849.7199999999992,4,89
1.5,15,0,long,none,250,391,8089.159999999998,1.2366768408289754,50.89514066496164,-1818.1399999999976,842.9799999999991,3609.42,1859.7199999999991,1777.039999999999,842.9799999999991,4,92
1.5,15,1,long,none,250,391,8034.659999999998,1.2338710898068055,50.89514066496164,-1826.1399999999976,841.4799999999991,3607.92,1834.7199999999991,1750.539999999999,841.4799999999991,4,92
1.5,15,2,long,none,250,391,7964.159999999998,1.2306307642053416,50.89514066496164,-1834.1399999999976,839.9799999999991,3606.42,1809.7199999999991,1708.039999999999,839.9799999999991,4,92
2.5,30,2,short,none,0,336,4342.859999999997,1.1119319778036085,43.452380952380956,-4590.519999999991,1360.3799999999992,1220.0800000000006,839.7999999999995,922.5999999999992,839.7999999999995,4,80
2.0,15,0,short,vwap_slope,180,193,8597.179999999998,1.4741252277650558,46.63212435233161,-3490.219999999994,1497.5199999999995,2243.2000000000007,837.2599999999995,4019.2000000000007,837.2599999999995,4,45
1.5,15,4,long,none,250,391,7797.159999999997,1.2235019342825493,50.63938618925832,-1850.1399999999976,836.9799999999991,3603.42,1705.7199999999991,1651.039999999999,836.9799999999991,4,92
2.0,15,1,short,vwap_slope,180,193,8469.179999999998,1.4645809151210212,46.63212435233161,-3515.2199999999943,1369.0199999999995,2247.2000000000007,830.2599999999995,4022.7000000000007,830.2599999999995,4,45
2.0,15,4,short,vwap_slope,180,193,8246.679999999998,1.4462073876240946,46.63212435233161,-3575.7199999999953,1130.5199999999995,2259.2000000000007,823.7599999999995,4033.2000000000007,823.7599999999995,4,45
2.0,15,2,short,vwap_slope,180,193,8464.679999999998,1.4618764296066062,46.63212435233161,-3540.2199999999943,1364.0199999999995,2251.2000000000007,823.2599999999995,4026.2000000000007,823.2599999999995,4,45
2.5,60,1,long,none,0,319,7016.439999999998,1.2940473396586987,56.112852664576806,-3251.6799999999935,816.4999999999994,2441.3600000000006,1259.2599999999993,2499.3199999999997,816.4999999999994,4,75
1.0,30,2,short,vwap_slope,250,178,6432.779999999999,1.4003981087964863,55.61797752808989,-1836.479999999994,2128.9799999999996,1226.2199999999996,816.1999999999996,2261.380000000001,816.1999999999996,4,38
1.0,30,1,short,vwap_slope,250,178,6682.779999999999,1.42099646459683,56.17977528089888,-1826.479999999994,2376.9799999999996,1231.2199999999996,815.6999999999996,2258.880000000001,815.6999999999996,4,38
1.0,30,0,short,vwap_slope,250,178,6676.279999999999,1.4222361640605825,56.17977528089888,-1816.479999999994,2368.4799999999996,1236.2199999999996,815.1999999999996,2256.380000000001,815.1999999999996,4,38
2.5,15,0,long,none,180,363,6510.3799999999965,1.2049861303963143,47.658402203856745,-2142.2800000000007,804.7199999999991,2379.6000000000004,2464.8999999999996,861.1599999999992,804.7199999999991,4,85
2.0,15,0,short,vwap_slope,130,157,7940.32,1.6256940274632359,47.13375796178344,-3057.4999999999945,1198.7199999999996,3228.620000000001,804.6999999999996,2708.2800000000007,804.6999999999996,4,28
1.0,60,0,short,none,250,226,7512.759999999999,1.4052819423945038,50.0,-1761.3999999999985,1326.1999999999994,803.6799999999996,1929.3799999999999,3453.5,803.6799999999996,4,43
1.0,30,4,both,none,130,263,7556.879999999998,1.4388967295663226,58.174904942965775,-998.2599999999948,4550.700000000001,800.2999999999995,1086.0599999999993,1119.8199999999997,800.2999999999995,4,32
2.0,15,1,short,vwap_slope,130,157,7818.82,1.6123321314566932,47.13375796178344,-3079.9999999999945,1071.2199999999996,3237.120000000001,798.6999999999996,2711.7800000000007,798.6999999999996,4,28
1.25,15,4,both,none,130,388,9051.879999999997,1.3047910611395,52.0618556701031,-1711.3399999999965,2450.42,4644.639999999999,798.579999999999,1158.2399999999993,798.579999999999,4,74
2.0,30,0,both,vwap,130,227,7287.519999999998,1.454888879456495,53.30396475770925,-1324.8799999999974,4600.32,959.4799999999996,796.9399999999994,930.7799999999997,796.9399999999994,4,28
2.0,30,2,both,vwap_slope,250,382,7644.819999999996,1.2066157515990459,52.35602094240838,-2867.8799999999865,1862.239999999999,4180.719999999999,805.7199999999992,796.1399999999992,796.1399999999992,4,89
1.0,60,1,short,none,250,226,7485.759999999999,1.402122518616087,50.0,-1767.8999999999985,1313.6999999999994,795.6799999999996,1926.8799999999999,3449.5,795.6799999999996,4,43
2.0,15,4,short,vwap_slope,130,157,7615.82,1.587394777801259,47.13375796178344,-3132.9999999999945,835.7199999999996,3262.620000000001,795.1999999999996,2722.2800000000007,795.1999999999996,4,28
1.5,30,0,both,none,0,521,12214.459999999995,1.2219217107713551,52.01535508637236,-3526.9999999999836,4055.5599999999986,4753.760000000002,794.7599999999989,2610.3799999999987,794.7599999999989,4,126
2.0,15,2,both,vwap,130,346,10308.459999999997,1.3625694999380973,47.398843930635834,-2613.53999999999,3342.08,4677.52,792.9799999999991,1495.8799999999994,792.9799999999991,4,63
2.0,15,2,short,vwap_slope,130,157,7820.82,1.6087463475156878,47.13375796178344,-3102.4999999999945,1067.2199999999996,3245.620000000001,792.6999999999996,2715.2800000000007,792.6999999999996,4,28
1.0,30,4,both,none,250,488,8668.379999999996,1.186472515440099,55.942622950819676,-2860.839999999991,3280.779999999999,1607.9399999999996,792.1999999999989,2987.459999999999,792.1999999999989,4,119
2.5,60,4,long,vwap,0,232,4169.819999999998,1.2281118091524372,55.603448275862064,-2684.4999999999973,792.0599999999995,1049.3599999999994,1222.0599999999995,1106.3399999999995,792.0599999999995,4,56
3.0,60,4,long,vwap,0,232,4572.819999999998,1.2501580987017302,55.603448275862064,-2684.499999999996,792.0599999999995,1452.3599999999994,1222.0599999999995,1106.3399999999995,792.0599999999995,4,56
2.5,30,4,short,none,0,336,4080.8599999999974,1.1043668848190968,43.452380952380956,-4654.519999999991,1307.3799999999992,1151.0800000000006,790.7999999999995,831.5999999999992,790.7999999999995,4,80
3.0,15,0,long,vwap_slope,0,223,8237.98,1.394489394061287,50.224215246636774,-2215.859999999997,1479.8199999999995,3875.2800000000007,2095.0200000000004,787.8599999999994,787.8599999999994,4,52
1.0,60,2,short,none,250,226,7011.259999999999,1.3705767378828386,49.557522123893804,-1774.3999999999994,853.6999999999994,787.6799999999996,1924.3799999999999,3445.5,787.6799999999996,4,43
1.0,30,0,both,vwap_slope,250,382,9214.319999999998,1.273107034440405,57.06806282722513,-2524.859999999997,2681.74,3321.2199999999993,783.7199999999991,2427.6400000000003,783.7199999999991,4,89
2.5,15,1,long,none,180,363,6355.8799999999965,1.1990155495575603,47.658402203856745,-2163.2800000000007,782.7199999999991,2340.6000000000004,2418.8999999999996,813.6599999999992,782.7199999999991,4,85
2.0,60,0,long,vwap,0,232,4254.319999999998,1.236354787741142,55.603448275862064,-2618.499999999998,879.5599999999995,782.3599999999994,1354.0599999999995,1238.3399999999995,782.3599999999994,4,56
2.5,15,2,both,vwap,250,462,10730.619999999995,1.2272532242467933,46.53679653679654,-4672.839999999986,2651.4400000000005,6246.34,1053.899999999999,778.9399999999989,778.9399999999989,4,109
3.0,60,4,long,none,0,319,6970.439999999998,1.2887166547100506,55.79937304075236,-3316.179999999993,778.4999999999993,2701.8600000000006,1127.2599999999993,2362.8199999999997,778.4999999999993,4,75
2.5,60,2,long,none,0,319,6839.439999999998,1.28551080980668,56.112852664576806,-3273.1799999999935,776.4999999999993,2393.8600000000006,1215.2599999999993,2453.8199999999997,776.4999999999993,4,75
1.0,15,1,short,vwap_slope,0,220,6067.199999999998,1.3176660924745922,56.81818181818182,-2525.979999999994,1322.0599999999995,2965.040000000001,1004.5599999999995,775.5399999999995,775.5399999999995,4,54
1.0,15,1,short,vwap_slope,250,218,6445.6799999999985,1.344872087088002,56.88073394495413,-2556.7399999999943,1731.2999999999997,2934.2800000000007,1004.5599999999995,775.5399999999995,775.5399999999995,4,53
1.0,15,0,short,vwap_slope,250,218,6426.6799999999985,1.3454914534049822,56.88073394495413,-2545.2399999999943,1726.2999999999997,2922.2800000000007,1004.5599999999995,773.5399999999995,773.5399999999995,4,53
1.0,15,0,short,vwap_slope,0,220,6049.199999999998,1.3182064459792837,56.81818181818182,-2513.979999999994,1317.5599999999995,2953.540000000001,1004.5599999999995,773.5399999999995,773.5399999999995,4,54
1.0,60,4,short,none,250,226,6782.759999999999,1.3555118073092418,49.557522123893804,-1787.3999999999994,824.6999999999994,771.6799999999996,1748.8799999999997,3437.5,771.6799999999996,4,43
2.0,30,1,both,vwap,130,227,6798.019999999998,1.421937455621596,53.30396475770925,-1332.3799999999974,4168.32,938.4799999999996,768.4399999999994,922.7799999999997,768.4399999999994,4,28
1.0,30,1,both,vwap_slope,250,382,9183.819999999998,1.2711061963621937,57.06806282722513,-2532.859999999997,2682.74,3313.7199999999993,767.2199999999991,2420.1400000000003,767.2199999999991,4,89
2.0,15,0,both,none,180,470,7091.199999999995,1.152490136052374,45.31914893617021,-2789.1399999999867,2134.5,3092.8600000000006,1099.179999999999,764.659999999999,764.659999999999,4,111
3.0,15,1,long,vwap_slope,0,223,8133.9800000000005,1.3875789549923188,50.224215246636774,-2226.859999999997,1458.3199999999995,3852.7800000000007,2061.5200000000004,761.3599999999994,761.3599999999994,4,52
1.5,30,1,both,none,0,521,11614.959999999995,1.209490918181205,51.82341650671785,-3558.9999999999836,4053.0599999999986,4717.760000000002,758.2599999999989,2085.8799999999987,758.2599999999989,4,126
