rr,or_minutes,offset_ticks,direction,bias,max_or_points,regime,trades,net,pf,win,maxdd
1.0,60,2,both,none,200,none,1482,13813.319999999989,1.1465704082973078,53.306342780026995,-5401.979999999989
1.0,60,2,both,none,200,adx,939,8983.139999999994,1.1411984723201551,53.78061767838126,-3228.7999999999793
1.0,60,2,both,vwap,0,none,1475,21436.49999999999,1.1994217685049708,54.44067796610169,-5088.020000000017
1.0,60,2,both,vwap,0,adx,944,16303.439999999995,1.221064912116086,55.61440677966102,-2821.7000000000003
1.0,60,2,both,vwap,130,none,833,5608.5799999999945,1.1240379099208122,53.9015606242497,-1562.6600000000005
1.0,60,2,both,vwap,130,adx,514,3637.1399999999962,1.1225991778047737,54.6692607003891,-1504.439999999999
1.0,60,2,both,vwap,200,none,1234,15466.839999999991,1.2023968579286815,54.45705024311182,-4881.899999999994
1.0,60,2,both,vwap,200,adx,787,11101.619999999995,1.2153375554025352,55.52731893265565,-1864.8399999999965
1.0,60,2,both,vwap_slope,0,none,1297,20148.71999999999,1.2169535588673852,54.66461063993832,-2426.419999999982
1.0,60,2,both,vwap_slope,0,adx,829,14954.039999999997,1.2329884166707954,56.21230398069964,-2613.64
1.0,60,2,both,vwap_slope,130,none,725,5074.9999999999945,1.1327027056708898,53.51724137931034,-1353.9399999999948
1.0,60,2,both,vwap_slope,130,adx,444,2425.439999999997,1.0952012365672854,54.5045045045045,-1831.9799999999998
1.0,60,2,both,vwap_slope,200,none,1081,16129.55999999999,1.251842969361132,54.671600370027754,-1886.1799999999967
1.0,60,2,both,vwap_slope,200,adx,690,12141.399999999994,1.2815544652311053,56.376811594202906,-1366.9599999999991
1.0,60,2,long,none,0,none,1140,16602.89999999999,1.2321984541640598,56.666666666666664,-3022.7999999999956
1.0,60,2,long,none,0,adx,735,13951.599999999995,1.2809217041192695,57.95918367346938,-2724.7999999999997
1.0,60,2,long,none,130,none,693,7315.179999999995,1.2247418220875066,56.85425685425686,-1409.8799999999865
1.0,60,2,long,none,130,adx,424,5244.739999999997,1.2480373573655377,57.78301886792453,-1448.999999999989
1.0,60,2,long,none,200,none,987,13661.119999999992,1.2562088031828804,57.041540020263426,-2791.179999999993
1.0,60,2,long,none,200,adx,626,11875.259999999995,1.3413249037269275,58.626198083067095,-1461.8800000000003
1.0,60,2,long,vwap,0,none,817,12213.419999999995,1.229990757751399,56.670746634026926,-2597.4999999999945
1.0,60,2,long,vwap,0,adx,525,9349.499999999996,1.252038249321482,58.285714285714285,-2404.7400000000002
1.0,60,2,long,vwap,130,none,480,5988.7999999999965,1.2552313737523548,57.291666666666664,-1010.6999999999989
1.0,60,2,long,vwap,130,adx,297,4311.219999999998,1.2811810698031767,59.25925925925925,-1010.6999999999989
1.0,60,2,long,vwap,200,none,705,11672.299999999996,1.3021192843539258,57.304964539007095,-2592.019999999995
1.0,60,2,long,vwap,200,adx,447,8920.219999999998,1.348777432310695,59.28411633109619,-1578.8000000000002
1.0,60,2,long,vwap_slope,0,none,683,12838.079999999994,1.3088258005293163,57.83308931185944,-1961.3399999999965
1.0,60,2,long,vwap_slope,0,adx,424,11457.239999999996,1.4263025825425364,60.84905660377359,-1690.3600000000001
1.0,60,2,long,vwap_slope,130,none,397,7777.719999999998,1.444939984142221,59.19395465994962,-669.72
1.0,60,2,long,vwap_slope,130,adx,236,5672.86,1.540150975590248,62.28813559322034,-669.72
1.0,60,2,long,vwap_slope,200,none,592,13787.419999999995,1.4676425118085714,58.952702702702695,-1566.7999999999956
1.0,60,2,long,vwap_slope,200,adx,364,12051.139999999998,1.6840188578362982,62.637362637362635,-845.22
1.0,60,2,short,none,0,none,1003,6847.779999999993,1.0839222870342278,49.45164506480558,-4848.739999999953
1.0,60,2,short,none,0,adx,647,3354.2199999999953,1.059132039494932,49.61360123647604,-6285.639999999984
1.0,60,2,short,none,130,none,579,-2014.9600000000037,0.9432317043279428,47.49568221070812,-6748.659999999984
1.0,60,2,short,none,130,adx,355,-2641.200000000003,0.8876282115646106,47.04225352112676,-6656.599999999983
1.0,60,2,short,none,200,none,833,2959.5799999999936,1.0506873217128716,48.49939975990396,-4991.659999999961
1.0,60,2,short,none,200,adx,535,-384.4000000000033,0.990561131407025,48.03738317757009,-6366.03999999999
1.0,60,2,short,vwap,0,none,658,9223.079999999994,1.1695752033671314,51.671732522796354,-3736.1199999999862
1.0,60,2,short,vwap,0,adx,419,6953.939999999997,1.1897184481911933,52.2673031026253,-2235.819999999996
1.0,60,2,short,vwap,130,none,353,-380.22000000000276,0.9825205976703324,49.29178470254957,-2491.2000000000007
1.0,60,2,short,vwap,130,adx,217,-674.0800000000014,0.9529745967387496,48.38709677419355,-3024.1600000000008
1.0,60,2,short,vwap,200,none,529,3794.5399999999954,1.100428121800864,50.661625708884685,-2988.0399999999922
1.0,60,2,short,vwap,200,adx,340,2181.3999999999983,1.0839684019520517,50.588235294117645,-2593.620000000001
1.0,60,2,short,vwap_slope,0,none,614,7310.639999999996,1.1425062133897328,51.14006514657981,-2569.619999999999
1.0,60,2,short,vwap_slope,0,adx,405,3496.7999999999975,1.0937284394836677,51.358024691358025,-3764.9000000000015
1.0,60,2,short,vwap_slope,130,none,328,-2702.7200000000025,0.8698299860328468,46.646341463414636,-4706.239999999994
1.0,60,2,short,vwap_slope,130,adx,208,-3247.420000000002,0.7831384035120758,45.67307692307692,-5166.279999999993
1.0,60,2,short,vwap_slope,200,none,489,2342.1399999999967,1.06776382334084,49.48875255623722,-2788.8600000000015
1.0,60,2,short,vwap_slope,200,adx,326,90.25999999999704,1.0035389694408068,49.38650306748466,-4650.780000000001
1.25,15,0,both,none,0,none,1838,11097.879999999985,1.0791107000053894,49.23830250272035,-5555.019999999967
1.25,15,0,both,none,0,adx,1167,4658.919999999993,1.04914598030878,49.27163667523565,-5117.879999999976
1.25,15,0,both,none,130,none,1622,19692.719999999987,1.1932441974888985,49.9383477188656,-3298.160000000001
1.25,15,0,both,none,130,adx,1020,11393.699999999992,1.1677377886353992,50.09803921568627,-2511.8800000000006
1.25,15,0,both,none,200,none,1796,10226.459999999986,1.0775636021750206,49.16481069042316,-4196.559999999993
1.25,15,0,both,none,200,adx,1138,6429.879999999992,1.0731913765972638,49.38488576449912,-3520.2799999999893
1.25,15,0,both,vwap,0,none,1634,11262.83999999999,1.0916883862875275,49.44920440636475,-5208.579999999985
1.25,15,0,both,vwap,0,adx,1042,6784.419999999993,1.0818775542912094,50.19193857965452,-4711.639999999992
1.25,15,0,both,vwap,130,none,1437,14822.119999999992,1.1642230623508545,49.68684759916493,-2115.4199999999955
1.25,15,0,both,vwap,130,adx,910,11697.099999999995,1.19697711669864,50.989010989010985,-1591.92
1.25,15,0,both,vwap,200,none,1597,10747.219999999988,1.0933530870340105,49.40513462742642,-3046.3799999999865
1.25,15,0,both,vwap,200,adx,1017,9218.919999999991,1.1207795886357463,50.442477876106196,-2811.3600000000006
1.25,15,0,both,vwap_slope,0,none,1538,16553.37999999999,1.147483211729818,50.13003901170351,-4109.82
1.25,15,0,both,vwap_slope,0,adx,991,10849.159999999993,1.1420373955158793,51.26135216952573,-4109.82
1.25,15,0,both,vwap_slope,130,none,1351,19108.75999999999,1.232227827973517,50.33308660251665,-2142.3999999999705
1.25,15,0,both,vwap_slope,130,adx,864,15500.139999999992,1.2862332998227954,52.19907407407407,-1825.019999999995
1.25,15,0,both,vwap_slope,200,none,1503,16456.27999999999,1.1573246695339494,50.16633399866933,-2735.8599999999697
1.25,15,0,both,vwap_slope,200,adx,967,13421.419999999995,1.1919379708382398,51.6028955532575,-2713.6
1.25,15,0,long,none,0,none,1426,13860.259999999991,1.140842874937328,50.07012622720898,-3812.4599999999964
1.25,15,0,long,none,0,adx,906,9787.059999999994,1.1467181478757555,50.77262693156733,-3012.779999999998
1.25,15,0,long,none,130,none,1262,9068.619999999992,1.1193390217711707,49.68304278922345,-3505.8599999999906
1.25,15,0,long,none,130,adx,790,6087.399999999995,1.1214405610755809,50.37974683544304,-2584.399999999997
1.25,15,0,long,none,200,none,1394,9517.439999999991,1.101249641754328,49.71305595408895,-3390.7200000000003
1.25,15,0,long,none,200,adx,883,6168.5799999999945,1.0971661589865678,50.28312570781427,-2591.040000000001
1.25,15,0,long,vwap,0,none,873,8231.479999999992,1.1340911897239785,50.51546391752577,-2730.3999999999924
1.25,15,0,long,vwap,0,adx,537,5049.119999999995,1.1244257551495365,51.21042830540037,-2143.619999999997
1.25,15,0,long,vwap,130,none,783,8472.579999999994,1.1807951197194877,50.57471264367817,-2146.0999999999976
1.25,15,0,long,vwap,130,adx,476,6208.259999999997,1.2079194988706903,51.89075630252101,-1913.119999999999
1.25,15,0,long,vwap,200,none,856,6111.059999999994,1.104201188335447,50.23364485981309,-2761.359999999986
1.25,15,0,long,vwap,200,adx,528,3659.2799999999966,1.0937780140059137,50.9469696969697,-2067.2199999999775
1.25,15,0,long,vwap_slope,0,none,794,8661.439999999995,1.1573667365312106,50.75566750629723,-1938.6200000000001
1.25,15,0,long,vwap_slope,0,adx,492,6520.919999999996,1.181098233597092,52.03252032520326,-1851.1399999999976
1.25,15,0,long,vwap_slope,130,none,704,8424.039999999994,1.203874270385757,50.71022727272727,-2138.659999999976
1.25,15,0,long,vwap_slope,130,adx,432,6814.819999999996,1.2597338943581182,52.54629629629629,-1782.3799999999983
1.25,15,0,long,vwap_slope,200,none,779,6972.539999999995,1.13316056140056,50.57766367137355,-2457.2799999999997
1.25,15,0,long,vwap_slope,200,adx,484,5281.8399999999965,1.1530461511001284,51.85950413223141,-1588.16
1.25,15,0,short,none,0,none,1358,1620.0799999999897,1.015450613978987,47.56995581737849,-5451.2799999999825
1.25,15,0,short,none,0,adx,871,-2165.040000000007,0.9696428210874876,46.95752009184845,-5307.359999999985
1.25,15,0,short,none,130,none,1194,10988.439999999991,1.1456192466268253,48.324958123953095,-3283.599999999996
1.25,15,0,short,none,130,adx,761,5869.859999999995,1.1157888009241228,47.96320630749015,-2960.199999999985
1.25,15,0,short,none,200,none,1331,4491.0599999999895,1.0457230808576072,47.708489857250186,-4227.059999999984
1.25,15,0,short,none,200,adx,851,2072.259999999994,1.0315900419704593,47.35605170387779,-4083.1399999999862
1.25,15,0,short,vwap,0,none,761,3031.359999999994,1.0493296616852497,48.22601839684626,-4137.459999999962
1.25,15,0,short,vwap,0,adx,505,1735.2999999999963,1.0410419009119427,49.10891089108911,-3205.0999999999963
1.25,15,0,short,vwap,130,none,654,6349.539999999996,1.146325893908576,48.62385321100918,-2343.160000000001
1.25,15,0,short,vwap,130,adx,434,5488.839999999997,1.1859106193994866,50.0,-1614.1400000000003
1.25,15,0,short,vwap,200,none,741,4636.159999999994,1.0820883577370737,48.44804318488529,-3342.3000000000015
1.25,15,0,short,vwap,200,adx,489,5559.639999999997,1.1490208481872417,49.897750511247445,-2290.1200000000003
1.25,15,0,short,vwap_slope,0,none,744,7891.939999999994,1.1379728122261765,49.46236559139785,-2958.3600000000006
1.25,15,0,short,vwap_slope,0,adx,499,4328.239999999997,1.1072015748444943,50.50100200400801,-2902.36
1.25,15,0,short,vwap_slope,130,none,647,10684.719999999998,1.2608271109119153,49.92272024729521,-1617.6199999999972
1.25,15,0,short,vwap_slope,130,adx,432,8685.319999999996,1.3111409801815694,51.85185185185185,-1311.4
1.25,15,0,short,vwap_slope,200,none,724,9483.739999999994,1.1815456922298837,49.72375690607735,-2325.680000000001
1.25,15,0,short,vwap_slope,200,adx,483,8139.579999999996,1.2298381449353935,51.345755693581786,-1987.38
1.25,15,1,both,none,0,none,1838,9714.879999999986,1.0686764793831582,48.96626768226333,-5790.519999999967
1.25,15,1,both,none,0,adx,1167,3606.919999999993,1.0377336067537437,49.10025706940874,-5151.379999999976
1.25,15,1,both,none,130,none,1622,18373.719999999987,1.1784426634221343,49.63008631319359,-3525.6600000000008
1.25,15,1,both,none,130,adx,1020,10383.699999999992,1.1512817800715462,49.90196078431373,-2658.3800000000006
1.25,15,1,both,none,200,none,1796,8851.959999999985,1.0665544288668884,48.88641425389755,-4428.5599999999895
1.25,15,1,both,none,200,adx,1138,5387.879999999991,1.0607929527347961,49.209138840070295,-3655.799999999991
1.25,15,1,both,vwap,0,none,1633,10793.579999999989,1.0873860876323715,49.47948560930802,-5230.579999999985
1.25,15,1,both,vwap,0,adx,1041,6382.659999999993,1.0766406573268072,50.43227665706051,-4732.639999999992
1.25,15,1,both,vwap,130,none,1436,14400.35999999999,1.1585291853741104,49.721448467966574,-2124.419999999997
1.25,15,1,both,vwap,130,adx,909,11328.339999999993,1.1896470039920435,51.26512651265126,-1599.42
1.25,15,1,both,vwap,200,none,1596,10284.459999999988,1.0888232465361862,49.43609022556391,-3063.8799999999865
1.25,15,1,both,vwap,200,adx,1016,8826.159999999993,1.1150224463029803,50.688976377952756,-2822.86
1.25,15,1,both,vwap_slope,0,none,1537,16283.119999999988,1.1444507903084638,50.1626545217957,-4124.82
1.25,15,1,both,vwap_slope,0,adx,990,10669.899999999992,1.1392342955422425,51.515151515151516,-4124.82
1.25,15,1,both,vwap_slope,130,none,1350,18880.999999999993,1.2283587703628267,50.37037037037037,-2160.3999999999705
1.25,15,1,both,vwap_slope,130,adx,863,15352.879999999994,1.2825471958540526,52.491309385863275,-1832.019999999995
1.25,15,1,both,vwap_slope,200,none,1502,16191.01999999999,1.1540974295046291,50.19973368841545,-2755.3599999999697
1.25,15,1,both,vwap_slope,200,adx,966,13250.159999999993,1.188849329984921,51.86335403726709,-2725.6000000000004
1.25,15,1,long,none,0,none,1424,13677.73999999999,1.1382215945080578,50.21067415730337,-3830.9599999999964
1.25,15,1,long,none,0,adx,905,9614.299999999996,1.1433428464848105,50.93922651933702,-3030.279999999998
1.25,15,1,long,none,130,none,1260,8913.099999999993,1.116561118116295,49.84126984126984,-3528.8599999999897
1.25,15,1,long,none,130,adx,789,5929.639999999995,1.1175533928999781,50.57034220532319,-2598.899999999997
1.25,15,1,long,none,200,none,1392,9336.919999999991,1.0987657402966615,49.85632183908046,-3408.2200000000003
1.25,15,1,long,none,200,adx,882,5995.319999999993,1.0939059468190215,50.45351473922902,-2607.540000000001
1.25,15,1,long,vwap,0,none,872,8203.719999999994,1.1329965614903128,50.68807339449541,-2742.8999999999924
1.25,15,1,long,vwap,0,adx,536,4938.859999999995,1.121119064960799,51.49253731343284,-2152.619999999997
1.25,15,1,long,vwap,130,none,782,8466.819999999996,1.1796981550144425,50.767263427109974,-2155.599999999997
1.25,15,1,long,vwap,130,adx,475,6112.499999999996,1.2035838755575448,52.21052631578947,-1921.119999999999
1.25,15,1,long,vwap,200,none,855,6084.799999999994,1.1032411140158704,50.4093567251462,-2783.359999999986
1.25,15,1,long,vwap,200,adx,527,3548.519999999996,1.090488428205608,51.23339658444023,-2157.2199999999775
1.25,15,1,long,vwap_slope,0,none,793,8628.679999999993,1.1560456786457427,50.945775535939475,-2023.3399999999847
1.25,15,1,long,vwap_slope,0,adx,491,6402.659999999996,1.1769684955580013,52.342158859470466,-1856.6399999999976
1.25,15,1,long,vwap_slope,130,none,703,8408.779999999995,1.202449001211018,50.924608819345664,-2238.159999999976
1.25,15,1,long,vwap_slope,130,adx,431,6706.559999999998,1.2542220227499477,52.90023201856149,-1788.8799999999983
1.25,15,1,long,vwap_slope,200,none,778,6939.779999999994,1.131902582103407,50.77120822622108,-2465.279999999999
1.25,15,1,long,vwap_slope,200,adx,483,5162.079999999996,1.1488448698334008,52.17391304347826,-1594.16
1.25,15,1,short,none,0,none,1357,508.8199999999897,1.0048150499220045,47.236551215917466,-5696.539999999982
1.25,15,1,short,none,0,adx,870,-2941.300000000007,0.9590568415707317,46.7816091954023,-5346.619999999985
1.25,15,1,short,none,130,none,1193,9931.679999999991,1.130354901735855,47.946353730092206,-3526.3599999999933
1.25,15,1,short,none,130,adx,760,5132.599999999995,1.1003376518573196,47.76315789473684,-2921.419999999995
1.25,15,1,short,none,200,none,1330,3389.7999999999893,1.0342314139720878,47.368421052631575,-4469.819999999983
1.25,15,1,short,none,200,adx,850,1307.9999999999932,1.0197864754901842,47.17647058823529,-4119.899999999986
1.25,15,1,short,vwap,0,none,761,2589.859999999994,1.041885228270661,48.0946123521682,-4319.959999999956
1.25,15,1,short,vwap,0,adx,505,1443.7999999999963,1.0339690152138274,49.306930693069305,-3216.5999999999963
1.25,15,1,short,vwap,130,none,654,5933.539999999996,1.1357156548044638,48.47094801223242,-2362.160000000001
1.25,15,1,short,vwap,130,adx,434,5215.839999999997,1.175562297917086,50.23041474654379,-1621.6400000000003
1.25,15,1,short,vwap,200,none,741,4199.659999999994,1.0738753502326905,48.313090418353575,-3385.300000000002
1.25,15,1,short,vwap,200,adx,489,5277.639999999997,1.140665571045756,50.10224948875256,-2299.6200000000003
1.25,15,1,short,vwap_slope,0,none,744,7654.439999999995,1.1332864808540983,49.32795698924731,-3004.979999999996
1.25,15,1,short,vwap_slope,0,adx,499,4267.239999999997,1.1054862625899065,50.70140280561122,-2855.36
1.25,15,1,short,vwap_slope,130,none,647,10472.219999999998,1.2545136829825498,49.76816074188562,-1628.1199999999972
1.25,15,1,short,vwap_slope,130,adx,432,8646.319999999996,1.3092756364489633,52.083333333333336,-1299.159999999998
1.25,15,1,short,vwap_slope,200,none,724,9251.239999999994,1.176358205085679,49.58563535911602,-2345.180000000001
1.25,15,1,short,vwap_slope,200,adx,483,8088.079999999996,1.227951003419795,51.5527950310559,-1938.38
1.25,15,2,both,none,0,none,1838,9586.879999999986,1.0673700164748352,49.020674646354735,-5827.019999999967
1.25,15,2,both,none,0,adx,1167,3248.419999999993,1.0337438371962333,49.10025706940874,-5182.379999999976
1.25,15,2,both,none,130,none,1622,18305.719999999987,1.176532829089383,49.69173859432799,-3553.6600000000008
1.25,15,2,both,none,130,adx,1020,10064.199999999992,1.145358401574646,49.90196078431373,-2679.8800000000006
1.25,15,2,both,none,200,none,1796,8729.459999999985,1.0652289116006146,48.942093541202674,-4461.5599999999895
1.25,15,2,both,none,200,adx,1138,5037.879999999992,1.0564217246957432,49.209138840070295,-3682.29999999999
1.25,15,2,both,vwap,0,none,1631,10982.559999999989,1.0886306734619304,49.47884733292459,-5252.079999999985
1.25,15,2,both,vwap,0,adx,1040,6580.399999999991,1.0787655860796872,50.480769230769226,-4754.139999999992
1.25,15,2,both,vwap,130,none,1434,14633.33999999999,1.160561492426804,49.721059972106,-2133.4199999999937
1.25,15,2,both,vwap,130,adx,908,11557.079999999993,1.1928475528704334,51.3215859030837,-1606.92
1.25,15,2,both,vwap,200,none,1594,10477.439999999988,1.0901929585129815,49.43538268506901,-3080.8799999999865
1.25,15,2,both,vwap,200,adx,1015,9031.89999999999,1.1173217811493297,50.73891625615764,-2833.86
1.25,15,2,both,vwap_slope,0,none,1535,16478.099999999988,1.1457418656402236,50.1628664495114,-4139.32
1.25,15,2,both,vwap_slope,0,adx,989,10873.139999999992,1.1414650558619097,51.56723963599595,-4139.32
1.25,15,2,both,vwap_slope,130,none,1348,19116.47999999999,1.2305077192101581,50.37091988130564,-2154.6599999999708
1.25,15,2,both,vwap_slope,130,adx,862,15585.119999999995,1.2859620415605975,52.55220417633411,-1841.019999999995
1.25,15,2,both,vwap_slope,200,none,1500,16388.49999999999,1.1554985289384672,50.2,-2751.61999999997
1.25,15,2,both,vwap_slope,200,adx,965,13460.399999999994,1.1912603712330219,51.917098445595855,-2737.1000000000004
1.25,15,2,long,none,0,none,1423,13978.479999999989,1.1410273354416418,50.38650737877723,-3664.9599999999964
1.25,15,2,long,none,0,adx,905,9839.299999999996,1.1463173003370295,51.049723756906076,-2858.779999999996
1.25,15,2,long,none,130,none,1259,9352.339999999991,1.1221538738036485,50.03971405877681,-3362.8599999999865
1.25,15,2,long,none,130,adx,789,6168.639999999995,1.1219909837291038,50.69708491761724,-2424.899999999996
1.25,15,2,long,none,200,none,1391,9636.659999999989,1.1017702974855923,50.035945363048164,-3241.2200000000003
1.25,15,2,long,none,200,adx,882,6217.819999999993,1.0971357709316616,50.56689342403629,-2435.040000000001
1.25,15,2,long,vwap,0,none,871,8596.459999999994,1.1393431834420655,50.86107921928817,-2755.8999999999924
1.25,15,2,long,vwap,0,adx,536,5213.859999999995,1.1278434530330657,51.679104477611936,-2161.619999999997
1.25,15,2,long,vwap,130,none,781,8878.059999999994,1.1885602192873836,50.96030729833547,-2165.599999999997
1.25,15,2,long,vwap,130,adx,475,6399.999999999996,1.213342293709669,52.421052631578945,-1929.6199999999978
1.25,15,2,long,vwap,200,none,854,6476.539999999994,1.109881224160724,50.585480093676814,-2805.359999999986
1.25,15,2,long,vwap,200,adx,527,3821.519999999996,1.097441917628544,51.423149905123346,-2167.2199999999775
1.25,15,2,long,vwap_slope,0,none,792,9021.919999999995,1.1632501803150597,51.13636363636363,-1961.6799999999823
1.25,15,2,long,vwap_slope,0,adx,491,6680.659999999996,1.1847506196001043,52.54582484725051,-1861.6399999999976
1.25,15,2,long,vwap_slope,130,none,702,8817.519999999997,1.212658320655461,51.13960113960114,-2178.999999999978
1.25,15,2,long,vwap_slope,130,adx,431,6992.059999999998,1.2655298703350384,53.1322505800464,-1796.8799999999976
1.25,15,2,long,vwap_slope,200,none,777,7330.519999999994,1.1394259482003724,50.965250965250966,-2292.2799999999993
1.25,15,2,long,vwap_slope,200,adx,483,5437.079999999996,1.1568726341058073,52.38095238095239,-1516.0199999999895
1.25,15,2,short,none,0,none,1355,282.2999999999895,1.0026568951652977,47.15867158671587,-5512.299999999982
1.25,15,2,short,none,0,adx,868,-3033.3200000000056,0.9580119038160149,46.774193548387096,-5126.379999999986
1.25,15,2,short,none,130,none,1191,9759.159999999993,1.1272703609025183,47.858942065491185,-3339.119999999997
1.25,15,2,short,none,130,adx,758,5079.579999999994,1.0986402061207035,47.75725593667546,-2695.679999999997
1.25,15,2,short,none,200,none,1328,3173.27999999999,1.031863280132141,47.28915662650602,-4283.079999999984
1.25,15,2,short,none,200,adx,848,1228.4799999999932,1.0184742113255603,47.16981132075472,-3897.1599999999867
1.25,15,2,short,vwap,0,none,760,2386.099999999994,1.0383487643408078,47.89473684210526,-4222.219999999965
1.25,15,2,short,vwap,0,adx,504,1366.5399999999966,1.0319576697799442,49.2063492063492,-3225.099999999999
1.25,15,2,short,vwap,130,none,653,5755.279999999995,1.1306381641906773,48.23889739663094,-2167.160000000001
1.25,15,2,short,vwap,130,adx,433,5157.079999999997,1.1723056321049492,50.11547344110855,-1626.1400000000003
1.25,15,2,short,vwap,200,none,740,4000.899999999994,1.069914440480022,48.10810810810811,-3486.0600000000013
1.25,15,2,short,vwap,200,adx,488,5210.3799999999965,1.137966443500374,50.0,-2306.1200000000003
1.25,15,2,short,vwap_slope,0,none,743,7456.179999999997,1.129001394828511,49.12516823687753,-3067.1200000000017
1.25,15,2,short,vwap_slope,0,adx,498,4192.479999999997,1.1030079699188264,50.602409638554214,-2865.36
1.25,15,2,short,vwap_slope,130,none,646,10298.959999999995,1.2483547848331054,49.53560371517028,-1638.1199999999972
1.25,15,2,short,vwap_slope,130,adx,431,8593.059999999998,1.3050626629054487,51.972157772621806,-1559.1399999999976
1.25,15,2,short,vwap_slope,200,none,723,9057.979999999996,1.1714979540616206,49.37759336099585,-2430.440000000001
1.25,15,2,short,vwap_slope,200,adx,482,8023.319999999996,1.2246285922903086,51.45228215767634,-1946.38
1.25,30,0,both,none,0,none,1829,21656.539999999986,1.1474999397237757,51.12083105522143,-5766.5
1.25,30,0,both,none,0,adx,1161,10211.85999999999,1.1004323212399176,50.64599483204134,-6264.939999999968
1.25,30,0,both,none,130,none,1370,19214.69999999999,1.2277601187998257,50.802919708029194,-1776.0999999999967
1.25,30,0,both,none,130,adx,855,13211.299999999996,1.238665756658589,51.11111111111111,-1718.6199999999974
1.25,30,0,both,none,200,none,1698,16392.47999999999,1.130505437408107,50.765606595995294,-3722.8799999999965
1.25,30,0,both,none,200,adx,1071,9045.459999999992,1.1071629549929,50.60690943043884,-3891.740000000001
1.25,30,0,both,vwap,0,none,1573,19140.47999999999,1.1536775216692718,51.621106166560715,-3616.1000000000004
1.25,30,0,both,vwap,0,adx,1000,11941.49999999999,1.139273410680626,51.7,-3616.1
1.25,30,0,both,vwap,130,none,1174,16873.23999999999,1.2407598502809798,51.27768313458262,-3017.3599999999587
1.25,30,0,both,vwap,130,adx,733,13254.579999999994,1.2897761209039813,52.38744884038199,-2306.9599999999773
1.25,30,0,both,vwap,200,none,1460,16681.599999999988,1.1590088256685016,51.369863013698634,-3761.8600000001024
1.25,30,0,both,vwap,200,adx,922,12128.219999999992,1.1734248907105544,51.84381778741866,-3126.9399999999932
1.25,30,0,both,vwap_slope,0,none,1419,16981.93999999999,1.1519788735911116,51.162790697674424,-3268.320000000029
1.25,30,0,both,vwap_slope,0,adx,912,8598.619999999992,1.1096380699990769,51.425438596491226,-3268.319999999996
1.25,30,0,both,vwap_slope,130,none,1053,14180.279999999992,1.2249426312438194,50.522317188983855,-3371.3199999999633
1.25,30,0,both,vwap_slope,130,adx,666,12814.659999999994,1.3131669484388644,52.4024024024024,-1752.399999999987
1.25,30,0,both,vwap_slope,200,none,1316,15649.15999999999,1.1659911753718244,51.06382978723404,-3132.2999999999956
1.25,30,0,both,vwap_slope,200,adx,841,10553.659999999993,1.164295252782165,51.724137931034484,-2522.5999999999967
1.25,30,0,long,none,0,none,1306,19528.05999999999,1.209202077787624,53.59877488514548,-3834.8800000000006
1.25,30,0,long,none,0,adx,837,14311.619999999994,1.2208492676072247,54.121863799283155,-3712.2
1.25,30,0,long,none,130,none,1005,14377.299999999992,1.2521269976662468,53.13432835820896,-2172.179999999982
1.25,30,0,long,none,130,adx,626,10443.259999999995,1.2766252087947834,54.153354632587856,-1850.7399999999889
1.25,30,0,long,none,200,none,1223,14685.97999999999,1.1810591146609015,53.147996729354055,-2422.959999999988
1.25,30,0,long,none,200,adx,775,11123.999999999996,1.204717934976843,53.93548387096774,-2226.78
1.25,30,0,long,vwap,0,none,854,13138.539999999994,1.2092028263671986,54.68384074941453,-2862.6399999999976
1.25,30,0,long,vwap,0,adx,535,11563.599999999997,1.2779282620326382,56.44859813084112,-2862.6399999999976
1.25,30,0,long,vwap,130,none,662,12905.619999999995,1.3473547935619312,54.68277945619335,-2017.5799999999963
1.25,30,0,long,vwap,130,adx,401,10518.259999999997,1.463772167303062,57.605985037406484,-1295.9399999999987
1.25,30,0,long,vwap,200,none,798,11482.979999999992,1.2166789696305487,54.385964912280706,-3124.919999999993
1.25,30,0,long,vwap,200,adx,493,10373.179999999997,1.311188055961879,56.79513184584179,-2413.139999999998
1.25,30,0,long,vwap_slope,0,none,739,10903.639999999994,1.20031348699536,54.397834912043294,-3122.8999999999924
1.25,30,0,long,vwap_slope,0,adx,463,7032.379999999997,1.1891929119983042,55.0755939524838,-2648.1399999999976
1.25,30,0,long,vwap_slope,130,none,561,12259.859999999997,1.3994256805626688,54.90196078431373,-1648.8399999999965
1.25,30,0,long,vwap_slope,130,adx,340,10207.399999999998,1.547444002754543,57.647058823529406,-1066.94
1.25,30,0,long,vwap_slope,200,none,694,10717.939999999995,1.2303344273456074,54.32276657060518,-2612.9399999999932
1.25,30,0,long,vwap_slope,200,adx,431,7331.059999999998,1.237058723857788,55.4524361948956,-2157.1400000000003
1.25,30,0,short,none,0,none,1204,3664.5399999999904,1.0364860871490722,47.176079734219265,-3422.299999999996
1.25,30,0,short,none,0,adx,767,-2632.580000000006,0.962369200315846,46.15384615384615,-3878.13999999996
1.25,30,0,short,none,130,none,902,6110.019999999994,1.1064385161927117,47.006651884700666,-4118.0599999999795
1.25,30,0,short,none,130,adx,566,3456.1599999999953,1.0906219059925153,46.81978798586572,-3036.2000000000007
1.25,30,0,short,none,200,none,1121,5128.459999999992,1.0601141268889767,47.01159678858162,-3225.859999999975
